Batsman,Player Total Runs ,Player Home Runs,Player Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Total Runs in Segment, Total HR till Segment, Total NHR till Segment,Total Runs Till Segment,Target,Final Runs Made,Extras,Team,Home,Segment
Mushfiqur Rahim,48.0,12.0,36.0,68,137.0,4,26.0,0,16.0,26.0,42,70,135,205,251,245,5,Bangladesh,0,9
Shuvagoto Hom,24.0,8.0,16.0,30,137.0,4,26.0,0,16.0,26.0,42,70,135,205,251,245,5,Bangladesh,0,9
Mahmudullah,0.0,0.0,0.0,0,137.0,4,26.0,0,16.0,26.0,42,70,135,205,251,245,5,Bangladesh,0,9
BRM Taylor,94.0,34.0,60.0,123,134.0,4,21.0,0,10.0,18.0,28,72,111,183,0,199,13,Zimbabwe,1,9
E Chigumbura,27.0,4.0,23.0,59,134.0,4,21.0,0,10.0,18.0,28,72,111,183,0,199,13,Zimbabwe,1,9
MN Waller,0.0,0.0,0.0,0,134.0,4,21.0,0,10.0,18.0,28,72,111,183,0,199,13,Zimbabwe,1,9
Shakib Al Hasan,47.0,10.0,37.0,46,140.0,5,19.0,0,8.0,25.0,33,64,128,192,0,253,13,Bangladesh,0,9
Mahmudullah,20.0,10.0,10.0,38,140.0,5,19.0,0,8.0,25.0,33,64,128,192,0,253,13,Bangladesh,0,9
Umar Akmal,27.0,8.0,19.0,46,164.0,4,24.0,1,0.0,17.0,17,76,129,205,0,247,4,Pakistan,0,9
Adnan Akmal,1.0,0.0,1.0,2,164.0,4,24.0,1,0.0,17.0,17,76,129,205,0,247,4,Pakistan,0,9
Sohail Tanvir,0.0,0.0,0.0,0,164.0,4,24.0,1,0.0,17.0,17,76,129,205,0,247,4,Pakistan,0,9
T Taibu,26.0,6.0,20.0,40,136.0,3,33.0,0,20.0,11.0,31,82,118,200,248,242,6,Zimbabwe,1,9
BRM Taylor,54.0,12.0,42.0,77,136.0,3,33.0,0,20.0,11.0,31,82,118,200,248,242,6,Zimbabwe,1,9
MN Waller,0.0,0.0,0.0,0,136.0,3,33.0,0,20.0,11.0,31,82,118,200,248,242,6,Zimbabwe,1,9
E Chigumbura,0.0,0.0,0.0,0,136.0,3,33.0,0,20.0,11.0,31,82,118,200,248,242,6,Zimbabwe,1,9
T Taibu,5.0,0.0,5.0,10,117.0,2,20.0,1,18.0,11.0,29,56,110,166,0,225,16,Zimbabwe,1,9
H Masakadza,59.0,20.0,39.0,111,117.0,2,20.0,1,18.0,11.0,29,56,110,166,0,225,16,Zimbabwe,1,9
MN Waller,0.0,0.0,0.0,0,117.0,2,20.0,1,18.0,11.0,29,56,110,166,0,225,16,Zimbabwe,1,9
Imran Farhat,65.0,20.0,45.0,105,152.0,0,39.0,0,12.0,11.0,23,82,132,214,226,228,14,Pakistan,0,9
Mohammad Hafeez,126.0,50.0,76.0,143,152.0,0,39.0,0,12.0,11.0,23,82,132,214,226,228,14,Pakistan,0,9
Younis Khan,80.0,30.0,50.0,89,173.0,3,33.0,1,4.0,16.0,20,100,126,226,0,270,8,Pakistan,0,9
Misbah-ul-Haq,1.0,0.0,1.0,2,173.0,3,33.0,1,4.0,16.0,20,100,126,226,0,270,8,Pakistan,0,9
Adnan Akmal,0.0,0.0,0.0,0,173.0,3,33.0,1,4.0,16.0,20,100,126,226,0,270,8,Pakistan,0,9
E Chigumbura,3.0,0.0,3.0,5,158.0,3,22.0,2,12.0,16.0,28,86,122,208,271,242,4,Zimbabwe,1,9
MN Waller,2.0,0.0,2.0,5,158.0,3,22.0,2,12.0,16.0,28,86,122,208,271,242,4,Zimbabwe,1,9
P Utseya,0.0,0.0,0.0,0,158.0,3,22.0,2,12.0,16.0,28,86,122,208,271,242,4,Zimbabwe,1,9
RW Price,0.0,0.0,0.0,0,158.0,3,22.0,2,12.0,16.0,28,86,122,208,271,242,4,Zimbabwe,1,9
F Mutizwa,57.0,8.0,49.0,93,124.0,4,31.0,0,18.0,16.0,34,70,119,189,0,231,3,Zimbabwe,1,9
BRM Taylor,83.0,36.0,47.0,92,124.0,4,31.0,0,18.0,16.0,34,70,119,189,0,231,3,Zimbabwe,1,9
E Chigumbura,0.0,0.0,0.0,0,124.0,4,31.0,0,18.0,16.0,34,70,119,189,0,231,3,Zimbabwe,1,9
RJ Nicol,98.0,40.0,58.0,121,186.0,1,21.0,0,4.0,10.0,14,94,127,221,232,232,11,New Zealand,0,9
BB McCullum,35.0,18.0,17.0,29,186.0,1,21.0,0,4.0,10.0,14,94,127,221,232,232,11,New Zealand,0,9
E Chigumbura,6.0,0.0,6.0,11,146.0,4,32.0,1,8.0,13.0,21,98,101,199,0,259,17,Zimbabwe,1,9
BRM Taylor,83.0,42.0,41.0,87,146.0,4,32.0,1,8.0,13.0,21,98,101,199,0,259,17,Zimbabwe,1,9
KO Meth,0.0,0.0,0.0,0,146.0,4,32.0,1,8.0,13.0,21,98,101,199,0,259,17,Zimbabwe,1,9
LRPL Taylor,2.0,0.0,2.0,9,183.0,1,16.0,1,12.0,19.0,31,84,146,230,260,261,11,New Zealand,0,9
MJ Guptill,101.0,36.0,65.0,117,183.0,1,16.0,1,12.0,19.0,31,84,146,230,260,261,11,New Zealand,0,9
KS Williamson,0.0,0.0,0.0,0,183.0,1,16.0,1,12.0,19.0,31,84,146,230,260,261,11,New Zealand,0,9
BJ Watling,0.0,0.0,0.0,0,183.0,1,16.0,1,12.0,19.0,31,84,146,230,260,261,11,New Zealand,0,9
LRPL Taylor,70.0,26.0,44.0,98,153.0,4,45.0,0,22.0,20.0,42,114,126,240,0,328,19,New Zealand,0,9
KS Williamson,43.0,16.0,27.0,39,153.0,4,45.0,0,22.0,20.0,42,114,126,240,0,328,19,New Zealand,0,9
E Chigumbura,34.0,24.0,10.0,32,207.0,5,50.0,0,10.0,21.0,31,148,140,288,329,329,8,Zimbabwe,1,9
MN Waller,59.0,34.0,25.0,46,207.0,5,50.0,0,10.0,21.0,31,148,140,288,329,329,8,Zimbabwe,1,9
KO Meth,0.0,0.0,0.0,0,207.0,5,50.0,0,10.0,21.0,31,148,140,288,329,329,8,Zimbabwe,1,9
N Mushangwe,0.0,0.0,0.0,0,207.0,5,50.0,0,10.0,21.0,31,148,140,288,329,329,8,Zimbabwe,1,9
SL Malinga,9.0,6.0,3.0,11,93.0,6,17.0,3,0.0,2.0,2,38,74,112,0,131,19,Sri Lanka,0,9
DPMD Jayawardene,29.0,12.0,17.0,36,110.0,3,43.0,0,8.0,17.0,25,72,106,178,0,235,22,Sri Lanka,0,9
WU Tharanga,76.0,32.0,44.0,121,110.0,3,43.0,0,8.0,17.0,25,72,106,178,0,235,22,Sri Lanka,0,9
AD Mathews,0.0,0.0,0.0,0,110.0,3,43.0,0,8.0,17.0,25,72,106,178,0,235,22,Sri Lanka,0,9
BMAJ Mendis,0.0,0.0,0.0,0,110.0,3,43.0,0,8.0,17.0,25,72,106,178,0,235,22,Sri Lanka,0,9
Shahid Afridi,4.0,4.0,0.0,2,135.0,5,23.0,3,14.0,17.0,31,64,125,189,236,210,13,Pakistan,0,9
Saeed Ajmal,0.0,0.0,0.0,4,135.0,5,23.0,3,14.0,17.0,31,64,125,189,236,210,13,Pakistan,0,9
Aizaz Cheema,0.0,0.0,0.0,0,135.0,5,23.0,3,14.0,17.0,31,64,125,189,236,210,13,Pakistan,0,9
Younis Khan,15.0,4.0,11.0,20,167.0,3,21.0,2,4.0,22.0,26,84,130,214,0,257,12,Pakistan,0,9
Shahid Afridi,0.0,0.0,0.0,1,167.0,3,21.0,2,4.0,22.0,26,84,130,214,0,257,12,Pakistan,0,9
SL Malinga,0.0,0.0,0.0,0,156.0,3,17.0,2,12.0,21.0,33,86,120,206,258,236,13,Sri Lanka,0,9
BMAJ Mendis,0.0,0.0,0.0,0,156.0,3,17.0,2,12.0,21.0,33,86,120,206,258,236,13,Sri Lanka,0,9
AD Mathews,12.0,10.0,2.0,22,156.0,3,17.0,2,12.0,21.0,33,86,120,206,258,236,13,Sri Lanka,0,9
NLTC Perera,0.0,0.0,0.0,0,156.0,3,17.0,2,12.0,21.0,33,86,120,206,258,236,13,Sri Lanka,0,9
Shahid Afridi,46.0,14.0,32.0,53,113.0,7,25.0,0,20.0,18.0,38,66,110,176,0,200,8,Pakistan,0,9
Saeed Ajmal,7.0,0.0,7.0,17,113.0,7,25.0,0,20.0,18.0,38,66,110,176,0,200,8,Pakistan,0,9
Umar Gul,0.0,0.0,0.0,0,113.0,7,25.0,0,20.0,18.0,38,66,110,176,0,200,8,Pakistan,0,9
DPMD Jayawardene,53.0,14.0,39.0,80,133.0,3,17.0,2,4.0,10.0,14,70,94,164,201,174,10,Sri Lanka,0,9
BMAJ Mendis,1.0,0.0,1.0,3,133.0,3,17.0,2,4.0,10.0,14,70,94,164,201,174,10,Sri Lanka,0,9
NLTC Perera,0.0,0.0,0.0,0,133.0,3,17.0,2,4.0,10.0,14,70,94,164,201,174,10,Sri Lanka,0,9
S Prasanna,0.0,0.0,0.0,0,133.0,3,17.0,2,4.0,10.0,14,70,94,164,201,174,10,Sri Lanka,0,9
SL Malinga,0.0,0.0,0.0,0,133.0,3,17.0,2,4.0,10.0,14,70,94,164,201,174,10,Sri Lanka,0,9
CRD Fernando,0.0,0.0,0.0,0,133.0,3,17.0,2,4.0,10.0,14,70,94,164,201,174,10,Sri Lanka,0,9
AD Mathews,57.0,20.0,37.0,97,140.0,4,18.0,1,0.0,14.0,14,60,112,172,0,218,15,Sri Lanka,0,9
BMAJ Mendis,0.0,0.0,0.0,3,140.0,4,18.0,1,0.0,14.0,14,60,112,172,0,218,15,Sri Lanka,0,9
NLTC Perera,0.0,0.0,0.0,0,140.0,4,18.0,1,0.0,14.0,14,60,112,172,0,218,15,Sri Lanka,0,9
S Prasanna,0.0,0.0,0.0,0,140.0,4,18.0,1,0.0,14.0,14,60,112,172,0,218,15,Sri Lanka,0,9
Misbah-ul-Haq,56.0,20.0,36.0,88,140.0,4,26.0,0,4.0,21.0,25,68,123,191,219,219,12,Pakistan,0,9
Umar Akmal,36.0,16.0,20.0,39,140.0,4,26.0,0,4.0,21.0,25,68,123,191,219,219,12,Pakistan,0,9
Shahid Afridi,0.0,0.0,0.0,0,140.0,4,26.0,0,4.0,21.0,25,68,123,191,219,219,12,Pakistan,0,9
Sohail Tanvir,0.0,0.0,0.0,0,140.0,4,26.0,0,4.0,21.0,25,68,123,191,219,219,12,Pakistan,0,9
AN Cook,118.0,52.0,66.0,124,158.0,2,26.0,2,4.0,20.0,24,76,132,208,0,260,14,England,0,9
C Kieswetter,0.0,0.0,0.0,3,158.0,2,26.0,2,4.0,20.0,24,76,132,208,0,260,14,England,0,9
AN Cook,101.0,40.0,61.0,120,143.0,2,38.0,0,4.0,16.0,20,72,129,201,0,250,14,England,0,9
RS Bopara,31.0,8.0,23.0,37,143.0,2,38.0,0,4.0,16.0,20,72,129,201,0,250,14,England,0,9
EJG Morgan,0.0,0.0,0.0,0,143.0,2,38.0,0,4.0,16.0,20,72,129,201,0,250,14,England,0,9
Misbah-ul-Haq,31.0,4.0,27.0,40,137.0,4,24.0,1,10.0,17.0,27,70,118,188,251,230,19,Pakistan,0,9
Shahid Afridi,0.0,0.0,0.0,6,137.0,4,24.0,1,10.0,17.0,27,70,118,188,251,230,19,Pakistan,0,9
Abdur Rehman,0.0,0.0,0.0,0,137.0,4,24.0,1,10.0,17.0,27,70,118,188,251,230,19,Pakistan,0,9
Adnan Akmal,1.0,0.0,1.0,1,144.0,5,19.0,1,6.0,13.0,19,56,126,182,0,222,14,Pakistan,0,9
Shahid Afridi,50.0,18.0,32.0,52,144.0,5,19.0,1,6.0,13.0,19,56,126,182,0,222,14,Pakistan,0,9
Umar Gul,0.0,0.0,0.0,0,144.0,5,19.0,1,6.0,13.0,19,56,126,182,0,222,14,Pakistan,0,9
Shoaib Malik,17.0,0.0,17.0,23,148.0,4,25.0,0,6.0,23.0,29,58,144,202,0,237,6,Pakistan,0,9
Misbah-ul-Haq,20.0,4.0,16.0,27,148.0,4,25.0,0,6.0,23.0,29,58,144,202,0,237,6,Pakistan,0,9
Shahid Afridi,0.0,0.0,0.0,0,148.0,4,25.0,0,6.0,23.0,29,58,144,202,0,237,6,Pakistan,0,9
KP Pietersen,90.0,32.0,58.0,129,149.0,4,18.0,1,18.0,14.0,32,82,117,199,238,241,13,England,0,9
SR Patel,0.0,0.0,0.0,1,149.0,4,18.0,1,18.0,14.0,32,82,117,199,238,241,13,England,0,9
MN Samuels,63.0,30.0,33.0,73,161.0,1,41.0,0,20.0,19.0,39,102,139,241,0,298,9,West Indies,0,9
LMP Simmons,118.0,44.0,74.0,122,161.0,1,41.0,0,20.0,19.0,39,102,139,241,0,298,9,West Indies,0,9
DM Bravo,0.0,0.0,0.0,0,161.0,1,41.0,0,20.0,19.0,39,102,139,241,0,298,9,West Indies,0,9
KA Pollard,0.0,0.0,0.0,0,161.0,1,41.0,0,20.0,19.0,39,102,139,241,0,298,9,West Indies,0,9
Shakib Al Hasan,29.0,4.0,25.0,28,151.0,4,30.0,1,10.0,21.0,31,68,144,212,299,258,15,Bangladesh,1,9
Alok Kapali,14.0,4.0,10.0,17,151.0,4,30.0,1,10.0,21.0,31,68,144,212,299,258,15,Bangladesh,1,9
Nasir Hossain,0.0,0.0,0.0,0,151.0,4,30.0,1,10.0,21.0,31,68,144,212,299,258,15,Bangladesh,1,9
Nasir Hossain,12.0,0.0,12.0,23,124.0,6,21.0,1,18.0,18.0,36,68,113,181,0,220,8,Bangladesh,1,9
Abdur Razzak,1.0,0.0,1.0,3,124.0,6,21.0,1,18.0,18.0,36,68,113,181,0,220,8,Bangladesh,1,9
MN Samuels,65.0,36.0,29.0,67,154.0,1,31.0,1,18.0,5.0,23,116,92,208,221,221,13,West Indies,0,9
DM Bravo,1.0,0.0,1.0,6,154.0,1,31.0,1,18.0,5.0,23,116,92,208,221,221,13,West Indies,0,9
C Kieswetter,10.0,4.0,6.0,11,180.0,4,31.0,1,4.0,21.0,25,86,150,236,0,288,10,England,1,9
TT Bresnan,4.0,4.0,0.0,4,180.0,4,31.0,1,4.0,21.0,25,86,150,236,0,288,10,England,1,9
SCJ Broad,0.0,0.0,0.0,0,180.0,4,31.0,1,4.0,21.0,25,86,150,236,0,288,10,England,1,9
DJ Bravo,54.0,30.0,24.0,66,130.0,4,43.0,1,24.0,15.0,39,126,86,212,0,238,7,West Indies,0,9
DJG Sammy,0.0,0.0,0.0,0,130.0,4,43.0,1,24.0,15.0,39,126,86,212,0,238,7,West Indies,0,9
IJL Trott,31.0,8.0,23.0,51,173.0,1,30.0,1,8.0,16.0,24,106,121,227,239,239,12,England,1,9
RS Bopara,7.0,4.0,3.0,6,173.0,1,30.0,1,8.0,16.0,24,106,121,227,239,239,12,England,1,9
IJL Trott,54.0,12.0,42.0,71,142.0,3,39.0,0,8.0,21.0,29,74,136,210,0,272,8,England,1,9
C Kieswetter,0.0,0.0,0.0,0,142.0,3,39.0,0,8.0,21.0,29,74,136,210,0,272,8,England,1,9
EJG Morgan,31.0,10.0,21.0,34,142.0,3,39.0,0,8.0,21.0,29,74,136,210,0,272,8,England,1,9
MS Wade,20.0,4.0,16.0,28,146.0,5,31.0,0,28.0,12.0,40,98,119,217,273,257,9,Australia,0,9
MJ Clarke,39.0,16.0,23.0,54,146.0,5,31.0,0,28.0,12.0,40,98,119,217,273,257,9,Australia,0,9
B Lee,0.0,0.0,0.0,0,146.0,5,31.0,0,28.0,12.0,40,98,119,217,273,257,9,Australia,0,9
CJ McKay,0.0,0.0,0.0,0,146.0,5,31.0,0,28.0,12.0,40,98,119,217,273,257,9,Australia,0,9
DJ Hussey,15.0,4.0,11.0,24,123.0,4,32.0,0,8.0,27.0,35,76,114,190,0,251,23,Australia,0,9
GJ Bailey,42.0,20.0,22.0,69,123.0,4,32.0,0,8.0,27.0,35,76,114,190,0,251,23,Australia,0,9
MS Wade,0.0,0.0,0.0,0,123.0,4,32.0,0,8.0,27.0,35,76,114,190,0,251,23,Australia,0,9
EJG Morgan,20.0,8.0,12.0,24,166.0,3,31.0,0,16.0,20.0,36,102,131,233,252,252,17,England,1,9
RS Bopara,67.0,28.0,39.0,67,166.0,3,31.0,0,16.0,20.0,36,102,131,233,252,252,17,England,1,9
B Lee,14.0,8.0,6.0,26,109.0,6,14.0,0,12.0,19.0,31,66,88,154,0,200,6,Australia,0,9
DJ Hussey,27.0,12.0,15.0,48,109.0,6,14.0,0,12.0,19.0,31,66,88,154,0,200,6,Australia,0,9
IJL Trott,49.0,16.0,33.0,84,135.0,2,17.0,0,4.0,20.0,24,76,100,176,201,201,6,England,1,9
RS Bopara,5.0,0.0,5.0,19,135.0,2,17.0,0,4.0,20.0,24,76,100,176,201,201,6,England,1,9
HM Amla,99.0,40.0,59.0,95,163.0,3,37.0,0,16.0,22.0,38,88,150,238,0,287,6,South Africa,0,9
AB de Villiers,20.0,4.0,16.0,17,163.0,3,37.0,0,16.0,22.0,38,88,150,238,0,287,6,South Africa,0,9
F du Plessis,0.0,0.0,0.0,0,163.0,3,37.0,0,16.0,22.0,38,88,150,238,0,287,6,South Africa,0,9
ST Finn,13.0,12.0,1.0,6,149.0,8,44.0,1,0.0,3.0,3,86,110,196,288,207,11,England,1,9
SR Patel,44.0,24.0,20.0,49,149.0,8,44.0,1,0.0,3.0,3,86,110,196,288,207,11,England,1,9
RJ Peterson,11.0,0.0,11.0,19,163.0,6,22.0,0,8.0,9.0,17,72,130,202,0,211,2,South Africa,0,9
JP Duminy,29.0,4.0,25.0,41,163.0,6,22.0,0,8.0,9.0,17,72,130,202,0,211,2,South Africa,0,9
DW Steyn,0.0,0.0,0.0,0,163.0,6,22.0,0,8.0,9.0,17,72,130,202,0,211,2,South Africa,0,9
M Morkel,0.0,0.0,0.0,0,163.0,6,22.0,0,8.0,9.0,17,72,130,202,0,211,2,South Africa,0,9
IJL Trott,62.0,8.0,54.0,105,144.0,3,32.0,1,0.0,14.0,14,78,112,190,212,212,7,England,1,9
C Kieswetter,9.0,6.0,3.0,10,144.0,3,32.0,1,0.0,14.0,14,78,112,190,212,212,7,England,1,9
SR Patel,0.0,0.0,0.0,0,144.0,3,32.0,1,0.0,14.0,14,78,112,190,212,212,7,England,1,9
AB de Villiers,34.0,4.0,30.0,43,127.0,4,22.0,0,4.0,13.0,17,46,120,166,0,220,12,South Africa,0,9
D Elgar,22.0,0.0,22.0,42,127.0,4,22.0,0,4.0,13.0,17,46,120,166,0,220,12,South Africa,0,9
WD Parnell,0.0,0.0,0.0,0,127.0,4,22.0,0,4.0,13.0,17,46,120,166,0,220,12,South Africa,0,9
RJ Peterson,0.0,0.0,0.0,0,127.0,4,22.0,0,4.0,13.0,17,46,120,166,0,220,12,South Africa,0,9
IR Bell,83.0,38.0,45.0,129,136.0,2,16.0,1,8.0,13.0,21,70,103,173,221,224,22,England,1,9
EJG Morgan,13.0,4.0,9.0,20,136.0,2,16.0,1,8.0,13.0,21,70,103,173,221,224,22,England,1,9
C Kieswetter,0.0,0.0,0.0,0,136.0,2,16.0,1,8.0,13.0,21,70,103,173,221,224,22,England,1,9
CR Woakes,22.0,12.0,10.0,29,131.0,6,25.0,1,0.0,16.0,16,76,96,172,0,182,9,England,1,9
JC Tredwell,2.0,0.0,2.0,9,131.0,6,25.0,1,0.0,16.0,16,76,96,172,0,182,9,England,1,9
JM Anderson,0.0,0.0,0.0,0,131.0,6,25.0,1,0.0,16.0,16,76,96,172,0,182,9,England,1,9
JW Dernbach,0.0,0.0,0.0,0,131.0,6,25.0,1,0.0,16.0,16,76,96,172,0,182,9,England,1,9
Misbah-ul-Haq,6.0,0.0,6.0,9,164.0,3,22.0,3,4.0,19.0,23,70,139,209,0,262,8,Pakistan,0,9
Sarfraz Ahmed,0.0,0.0,0.0,0,164.0,3,22.0,3,4.0,19.0,23,70,139,209,0,262,8,Pakistan,0,9
Umar Gul,0.0,0.0,0.0,0,164.0,3,22.0,3,4.0,19.0,23,70,139,209,0,262,8,Pakistan,0,9
Nasir Hossain,28.0,4.0,24.0,38,156.0,5,35.0,0,14.0,18.0,32,94,129,223,263,241,7,Bangladesh,1,9
Shakib Al Hasan,43.0,12.0,31.0,45,156.0,5,35.0,0,14.0,18.0,32,94,129,223,263,241,7,Bangladesh,1,9
Abdur Razzak,0.0,0.0,0.0,0,156.0,5,35.0,0,14.0,18.0,32,94,129,223,263,241,7,Bangladesh,1,9
Mashrafe Mortaza,0.0,0.0,0.0,0,156.0,5,35.0,0,14.0,18.0,32,94,129,223,263,241,7,Bangladesh,1,9
V Kohli,97.0,24.0,73.0,113,171.0,1,26.0,0,16.0,16.0,32,68,161,229,0,304,12,India,0,9
G Gambhir,94.0,24.0,70.0,112,171.0,1,26.0,0,16.0,16.0,32,68,161,229,0,304,12,India,0,9
MS Dhoni,0.0,0.0,0.0,0,171.0,1,26.0,0,16.0,16.0,32,68,161,229,0,304,12,India,0,9
SK Raina,0.0,0.0,0.0,0,171.0,1,26.0,0,16.0,16.0,32,68,161,229,0,304,12,India,0,9
WU Tharanga,9.0,4.0,5.0,9,192.0,3,30.0,4,8.0,16.0,24,110,136,246,305,254,8,Sri Lanka,0,9
MF Maharoof,10.0,10.0,0.0,7,192.0,3,30.0,4,8.0,16.0,24,110,136,246,305,254,8,Sri Lanka,0,9
S Prasanna,0.0,0.0,0.0,0,192.0,3,30.0,4,8.0,16.0,24,110,136,246,305,254,8,Sri Lanka,0,9
KC Sangakkara,62.0,16.0,46.0,87,151.0,4,13.0,2,6.0,8.0,14,62,116,178,0,188,9,Sri Lanka,0,9
KMDN Kulasekara,4.0,4.0,0.0,15,151.0,4,13.0,2,6.0,8.0,14,62,116,178,0,188,9,Sri Lanka,0,9
S Prasanna,0.0,0.0,0.0,0,151.0,4,13.0,2,6.0,8.0,14,62,116,178,0,188,9,Sri Lanka,0,9
SL Malinga,0.0,0.0,0.0,0,151.0,4,13.0,2,6.0,8.0,14,62,116,178,0,188,9,Sri Lanka,0,9
RAS Lakmal,0.0,0.0,0.0,0,151.0,4,13.0,2,6.0,8.0,14,62,116,178,0,188,9,Sri Lanka,0,9
SR Tendulkar,95.0,46.0,49.0,132,161.0,1,27.0,1,24.0,16.0,40,102,126,228,0,289,17,India,0,9
SK Raina,16.0,8.0,8.0,20,161.0,1,27.0,1,24.0,16.0,40,102,126,228,0,289,17,India,0,9
Shakib Al Hasan,39.0,24.0,15.0,24,156.0,3,45.0,0,16.0,17.0,33,102,132,234,290,293,10,Bangladesh,1,9
Nasir Hossain,34.0,16.0,18.0,35,156.0,3,45.0,0,16.0,17.0,33,102,132,234,290,293,10,Bangladesh,1,9
Mushfiqur Rahim,0.0,0.0,0.0,0,156.0,3,45.0,0,16.0,17.0,33,102,132,234,290,293,10,Bangladesh,1,9
Younis Khan,11.0,4.0,7.0,10,211.0,0,37.0,2,4.0,24.0,28,108,168,276,0,329,11,Pakistan,0,9
Umar Akmal,20.0,12.0,8.0,14,211.0,0,37.0,2,4.0,24.0,28,108,168,276,0,329,11,Pakistan,0,9
Shahid Afridi,0.0,0.0,0.0,0,211.0,0,37.0,2,4.0,24.0,28,108,168,276,0,329,11,Pakistan,0,9
V Kohli,131.0,62.0,69.0,126,207.0,2,31.0,0,34.0,19.0,53,144,147,291,330,330,9,India,0,9
RG Sharma,55.0,22.0,33.0,67,207.0,2,31.0,0,34.0,19.0,53,144,147,291,330,330,9,India,0,9
WU Tharanga,24.0,12.0,12.0,27,137.0,4,27.0,1,14.0,15.0,29,66,127,193,0,232,9,Sri Lanka,0,9
MF Maharoof,0.0,0.0,0.0,1,137.0,4,27.0,1,14.0,15.0,29,66,127,193,0,232,9,Sri Lanka,0,9
KMDN Kulasekara,0.0,0.0,0.0,0,137.0,4,27.0,1,14.0,15.0,29,66,127,193,0,232,9,Sri Lanka,0,9
SMSM Senanayake,0.0,0.0,0.0,0,137.0,4,27.0,1,14.0,15.0,29,66,127,193,0,232,9,Sri Lanka,0,9
Shahid Afridi,29.0,22.0,7.0,19,127.0,6,30.0,0,8.0,22.0,30,82,105,187,0,236,15,Pakistan,0,9
Sarfraz Ahmed,5.0,0.0,5.0,17,127.0,6,30.0,0,8.0,22.0,30,82,105,187,0,236,15,Pakistan,0,9
Umar Gul,0.0,0.0,0.0,0,127.0,6,30.0,0,8.0,22.0,30,82,105,187,0,236,15,Pakistan,0,9
Saeed Ajmal,0.0,0.0,0.0,0,127.0,6,30.0,0,8.0,22.0,30,82,105,187,0,236,15,Pakistan,0,9
Shakib Al Hasan,46.0,20.0,26.0,60,127.0,3,21.0,0,18.0,19.0,37,74,111,185,237,234,5,Bangladesh,1,9
Nasir Hossain,26.0,4.0,22.0,58,127.0,3,21.0,0,18.0,19.0,37,74,111,185,237,234,5,Bangladesh,1,9
Mushfiqur Rahim,0.0,0.0,0.0,0,127.0,3,21.0,0,18.0,19.0,37,74,111,185,237,234,5,Bangladesh,1,9
Mahmudullah,0.0,0.0,0.0,0,127.0,3,21.0,0,18.0,19.0,37,74,111,185,237,234,5,Bangladesh,1,9
D Ramdin,9.0,0.0,9.0,19,150.0,5,9.0,1,8.0,9.0,17,80,96,176,0,211,8,West Indies,0,9
DJG Sammy,0.0,0.0,0.0,7,150.0,5,9.0,1,8.0,9.0,17,80,96,176,0,211,8,West Indies,0,9
AD Russell,0.0,0.0,0.0,0,150.0,5,9.0,1,8.0,9.0,17,80,96,176,0,211,8,West Indies,0,9
KAJ Roach,0.0,0.0,0.0,0,150.0,5,9.0,1,8.0,9.0,17,80,96,176,0,211,8,West Indies,0,9
RG Sharma,61.0,18.0,43.0,84,150.0,7,13.0,0,0.0,15.0,15,58,120,178,212,213,23,India,1,9
R Vinay Kumar,14.0,4.0,10.0,34,150.0,7,13.0,0,0.0,15.0,15,58,120,178,212,213,23,India,1,9
R Rampaul,50.0,36.0,14.0,35,157.0,8,41.0,1,14.0,6.0,20,128,90,218,0,269,11,West Indies,0,9
KAJ Roach,3.0,0.0,3.0,7,157.0,8,41.0,1,14.0,6.0,20,128,90,218,0,269,11,West Indies,0,9
RG Sharma,62.0,26.0,36.0,75,162.0,3,37.0,0,20.0,16.0,36,110,125,235,270,270,12,India,1,9
V Kohli,97.0,44.0,53.0,112,162.0,3,37.0,0,20.0,16.0,36,110,125,235,270,270,12,India,1,9
D Ramdin,29.0,8.0,21.0,40,124.0,4,25.0,0,20.0,13.0,33,78,104,182,0,260,5,West Indies,0,9
KA Pollard,15.0,6.0,9.0,21,124.0,4,25.0,0,20.0,13.0,33,78,104,182,0,260,5,West Indies,0,9
AD Russell,0.0,0.0,0.0,0,124.0,4,25.0,0,20.0,13.0,33,78,104,182,0,260,5,West Indies,0,9
DJG Sammy,0.0,0.0,0.0,0,124.0,4,25.0,0,20.0,13.0,33,78,104,182,0,260,5,West Indies,0,9
RG Sharma,86.0,42.0,44.0,94,158.0,6,31.0,1,20.0,10.0,30,114,105,219,261,244,8,India,1,9
R Vinay Kumar,0.0,0.0,0.0,0,158.0,6,31.0,1,20.0,10.0,30,114,105,219,261,244,8,India,1,9
A Mithun,0.0,0.0,0.0,0,158.0,6,31.0,1,20.0,10.0,30,114,105,219,261,244,8,India,1,9
UT Yadav,0.0,0.0,0.0,0,158.0,6,31.0,1,20.0,10.0,30,114,105,219,261,244,8,India,1,9
SK Raina,50.0,20.0,30.0,42,253.0,1,46.0,0,22.0,27.0,49,202,146,348,0,418,12,India,1,9
RA Jadeja,0.0,0.0,0.0,0,253.0,1,46.0,0,22.0,27.0,49,202,146,348,0,418,12,India,1,9
V Sehwag,182.0,116.0,66.0,137,253.0,1,46.0,0,22.0,27.0,49,202,146,348,0,418,12,India,1,9
