Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Target,Team
MF Maharoof,0,0,0,0,107,3,30,1,0,Sri Lanka
Mahmudullah,27,12,15,28,156,5,23,0,193,Bangladesh
Nasir Hossain,28,8,20,57,156,5,23,0,194,Bangladesh
Sarfraz Ahmed,1,0,1,1,106,4,21,2,0,Pakistan
Shahid Afridi,3,0,3,5,106,4,21,2,0,Pakistan
Shakib Al Hasan,38,20,18,45,98,3,29,0,224,Bangladesh
Nasir Hossain,13,0,13,43,98,3,29,0,225,Bangladesh
KA Pollard,11,0,11,26,132,4,18,1,0,West Indies
D Ramdin,2,0,2,2,132,4,18,1,0,West Indies
DJG Sammy,0,0,0,0,132,4,18,1,0,West Indies
RG Sharma,55,18,37,69,131,6,19,1,191,India
R Vinay Kumar,7,4,3,15,131,6,19,1,192,India
LMP Simmons,76,38,38,103,139,7,18,1,0,West Indies
R Rampaul,14,10,4,15,139,7,18,1,0,West Indies
KAJ Roach,0,0,0,0,139,7,18,1,0,West Indies
RG Sharma,53,26,27,64,144,3,18,0,257,India
V Kohli,69,28,41,92,144,3,18,0,258,India
D Ramdin,16,4,12,23,107,3,17,1,0,West Indies
KA Pollard,3,0,3,6,107,3,17,1,0,West Indies
R Ashwin,22,4,18,46,137,6,21,0,236,India
RG Sharma,64,26,38,81,137,6,21,0,237,India
V Sehwag,148,94,54,114,216,1,37,0,0,India
SK Raina,38,16,22,33,216,1,37,0,0,India
D Ramdin,37,8,29,52,159,7,12,1,262,West Indies
KAJ Roach,3,0,3,10,159,7,12,1,263,West Indies
SP Narine,0,0,0,0,159,7,12,1,264,West Indies
V Kohli,49,12,37,52,140,3,30,0,0,India
MK Tiwary,90,36,54,119,140,3,30,0,0,India
RG Sharma,0,0,0,0,140,3,30,0,0,India
KA Pollard,80,48,32,77,161,6,16,1,221,West Indies
SP Narine,4,0,4,9,161,6,16,1,222,West Indies
KAJ Roach,0,0,0,0,161,6,16,1,223,West Indies
Umar Akmal,39,14,25,42,102,3,31,0,0,Pakistan
Misbah-ul-Haq,21,0,21,41,102,3,31,0,0,Pakistan
Shoaib Malik,0,0,0,0,102,3,31,0,0,Pakistan
Shakib Al Hasan,31,4,27,83,76,4,10,0,173,Bangladesh
Nasir Hossain,37,16,21,80,76,4,10,0,174,Bangladesh
Umar Akmal,37,14,23,60,89,3,28,0,0,Pakistan
Misbah-ul-Haq,47,22,25,87,89,3,28,0,0,Pakistan
Shoaib Malik,0,0,0,0,89,3,28,0,0,Pakistan
Shahid Afridi,0,0,0,0,89,3,28,0,0,Pakistan
Alok Kapali,12,0,12,27,90,6,15,1,108,Bangladesh
Elias Sunny,0,0,0,0,90,6,15,1,109,Bangladesh
Abdur Razzak,0,0,0,0,90,6,15,1,110,Bangladesh
Shafiul Islam,0,0,0,0,90,6,15,1,111,Bangladesh
GJ Bailey,12,4,8,24,106,4,14,0,0,Australia
MEK Hussey,21,0,21,37,106,4,14,0,0,Australia
MS Wade,1,0,1,5,104,4,15,2,0,Australia
DJ Hussey,29,12,17,51,104,4,15,2,0,Australia
CJ McKay,0,0,0,0,104,4,15,2,0,Australia
B Lee,0,0,0,0,104,4,15,2,0,Australia
XJ Doherty,0,0,0,0,104,4,15,2,0,Australia
KA Pollard,41,24,17,53,122,4,11,1,158,West Indies
CS Baugh,0,0,0,5,122,4,11,1,159,West Indies
MEK Hussey,45,18,27,69,115,3,19,0,0,Australia
GJ Bailey,40,4,36,66,115,3,19,0,0,Australia
DJ Hussey,0,0,0,0,115,3,19,0,0,Australia
CS Baugh,9,0,9,33,123,6,25,0,208,West Indies
AD Russell,31,18,13,24,123,6,25,0,209,West Indies
KA Pollard,22,14,8,27,114,4,22,0,0,West Indies
DM Bravo,25,12,13,50,114,4,22,0,0,West Indies
AD Russell,0,0,0,0,114,4,22,0,0,West Indies
B Lee,2,0,2,6,145,5,27,1,239,Australia
DJ Hussey,51,28,23,48,145,5,27,1,240,Australia
CJ McKay,0,0,0,0,145,5,27,1,241,Australia
GJ Bailey,14,4,10,16,157,1,22,1,0,Australia
PJ Forrest,30,16,14,47,157,1,22,1,0,Australia
B Lee,0,0,0,0,157,1,22,1,0,Australia
MEK Hussey,0,0,0,0,157,1,22,1,0,Australia
AD Russell,11,4,7,13,109,6,41,1,245,West Indies
DJG Sammy,29,24,5,13,109,6,41,1,246,West Indies
BJ Watling,26,8,18,60,84,5,26,1,0,New Zealand
AM Ellis,0,0,0,0,84,5,26,1,0,New Zealand
CH Gayle,120,86,34,105,156,2,37,0,0,West Indies
MN Samuels,46,10,36,57,156,2,37,0,0,West Indies
KA Pollard,0,0,0,0,156,2,37,0,0,West Indies
BJ Watling,23,8,15,26,132,4,34,0,242,New Zealand
KS Williamson,54,22,32,59,132,4,34,0,243,New Zealand
TG Southee,0,0,0,0,132,4,34,0,244,New Zealand
NL McCullum,0,0,0,0,132,4,34,0,245,New Zealand
JDP Oram,0,0,0,0,132,4,34,0,246,New Zealand
NL McCullum,10,0,10,25,128,5,18,0,0,New Zealand
BJ Watling,17,8,9,31,128,5,18,0,0,New Zealand
KA Pollard,22,4,18,50,96,5,15,0,0,West Indies
DC Thomas,8,0,8,27,96,5,15,0,0,West Indies
NL McCullum,3,0,3,6,110,4,22,1,217,New Zealand
LRPL Taylor,49,20,29,78,110,4,22,1,218,New Zealand
JDP Oram,0,0,0,0,110,4,22,1,219,New Zealand
DC Thomas,10,0,10,23,100,5,25,0,0,West Indies
DJ Bravo,36,14,22,76,100,5,25,0,0,West Indies
DJG Sammy,0,0,0,0,100,5,25,0,0,West Indies
AD Russell,0,0,0,0,100,5,25,0,0,West Indies
KS Williamson,29,8,21,51,117,5,19,1,215,New Zealand
AM Ellis,0,0,0,1,117,5,19,1,216,New Zealand
KMDN Kulasekara,8,0,8,27,58,7,15,0,0,Sri Lanka
HDRL Thirimanne,21,4,17,53,58,7,15,0,0,Sri Lanka
TM Dilshan,81,40,41,95,141,2,18,1,0,Sri Lanka
DPMD Jayawardene,10,4,6,15,141,2,18,1,0,Sri Lanka
Shahid Afridi,8,4,4,7,128,3,19,1,203,Pakistan
Azhar Ali,91,44,47,115,128,3,19,1,204,Pakistan
Sarfraz Ahmed,0,0,0,0,128,3,19,1,205,Pakistan
Sohail Tanvir,0,0,0,0,128,3,19,1,206,Pakistan
KC Sangakkara,49,12,37,102,89,3,22,0,0,Sri Lanka
DPMD Jayawardene,16,0,16,27,89,3,22,0,0,Sri Lanka
Misbah-ul-Haq,48,12,36,67,106,2,29,0,177,Pakistan
Azhar Ali,62,18,44,107,106,2,29,0,178,Pakistan
Umar Akmal,0,0,0,0,106,2,29,0,179,Pakistan
Younis Khan,0,0,0,0,106,2,29,0,180,Pakistan
Umar Akmal,8,4,4,9,132,3,21,1,0,Pakistan
Misbah-ul-Haq,15,0,15,30,132,3,21,1,0,Pakistan
AD Mathews,16,4,12,27,96,4,26,2,227,Sri Lanka
HDRL Thirimanne,0,0,0,4,96,4,26,2,228,Sri Lanka
V Kohli,84,24,60,96,165,1,24,2,0,India
SK Raina,1,0,1,4,165,1,24,2,0,India
KC Sangakkara,86,36,50,120,120,4,32,0,271,Sri Lanka
AD Mathews,7,0,7,16,120,4,32,0,272,Sri Lanka
HDRL Thirimanne,0,0,0,0,120,4,32,0,273,Sri Lanka
NLTC Perera,0,0,0,0,120,4,32,0,274,Sri Lanka
AD Mathews,8,0,8,16,131,4,20,0,0,Sri Lanka
KC Sangakkara,66,16,50,85,131,4,20,0,0,Sri Lanka
BMAJ Mendis,0,0,0,0,131,4,20,0,0,Sri Lanka
MS Dhoni,31,4,27,48,143,2,22,0,274,India
RG Sharma,0,0,0,0,143,2,22,0,275,India
SK Raina,0,0,0,0,143,2,22,0,276,India
G Gambhir,93,36,57,91,143,2,22,0,277,India
IK Pathan,0,0,0,0,143,2,22,0,278,India
HDRL Thirimanne,27,0,27,41,135,2,19,2,0,Sri Lanka
AD Mathews,3,0,3,15,135,2,19,2,0,Sri Lanka
V Kohli,78,26,52,93,130,4,33,0,246,India
SK Raina,26,4,22,34,130,4,33,0,247,India
MK Tiwary,53,16,37,59,142,3,29,0,0,India
G Gambhir,82,28,54,91,142,3,29,0,0,India
SK Raina,0,0,0,0,142,3,29,0,0,India
MS Dhoni,0,0,0,0,142,3,29,0,0,India
IK Pathan,0,0,0,0,142,3,29,0,0,India
HDRL Thirimanne,70,32,38,94,136,5,34,0,246,Sri Lanka
BMAJ Mendis,39,8,31,63,136,5,34,0,247,Sri Lanka
NLTC Perera,0,0,0,0,136,5,34,0,248,Sri Lanka
EJG Morgan,9,4,5,15,160,1,20,1,0,England
KP Pietersen,11,4,7,19,160,1,20,1,0,England
SK Raina,18,8,10,23,172,3,21,1,308,India
MS Dhoni,0,0,0,2,172,3,21,1,309,India
SK Raina,46,16,30,64,123,4,19,0,0,India
MS Dhoni,15,0,15,28,123,4,19,0,0,India
RA Jadeja,0,0,0,0,123,4,19,0,0,India
SR Patel,12,0,12,23,121,5,8,4,148,England
JE Root,31,12,19,52,106,6,14,0,0,England
TT Bresnan,20,8,12,31,106,6,14,0,0,England
JC Tredwell,0,0,0,0,106,6,14,0,0,England
ST Finn,0,0,0,0,106,6,14,0,0,England
KP Pietersen,39,8,31,67,111,1,17,2,0,England
SR Patel,0,0,0,6,111,1,17,2,0,England
JE Root,0,0,0,0,111,1,17,2,0,England
SK Raina,41,20,21,41,148,3,26,1,252,India
MS Dhoni,11,8,3,12,148,3,26,1,253,India
RA Jadeja,0,0,0,0,148,3,26,1,254,India
RA Jadeja,33,16,17,57,112,5,19,0,0,India
SK Raina,55,32,23,77,112,5,19,0,0,India
R Ashwin,0,0,0,0,112,5,19,0,0,India
IR Bell,70,34,36,113,106,2,23,0,213,England
JE Root,31,16,15,49,106,2,23,0,214,England
EJG Morgan,0,0,0,0,106,2,23,0,215,England
CR Woakes,15,8,7,23,125,5,17,0,0,England
JC Buttler,6,0,6,15,125,5,17,0,0,England
TT Bresnan,0,0,0,0,125,5,17,0,0,England
GD Elliott,17,4,13,34,130,3,17,0,206,New Zealand
MJ Guptill,76,42,34,96,130,3,17,0,207,New Zealand
BB McCullum,0,0,0,0,130,3,17,0,208,New Zealand
MJ Guptill,93,30,63,108,155,2,24,0,0,New Zealand
LRPL Taylor,29,8,21,34,155,2,24,0,0,New Zealand
CR Woakes,9,0,9,12,162,4,33,1,264,England
IJL Trott,76,22,54,84,162,4,33,1,265,England
TT Bresnan,0,0,0,0,162,4,33,1,266,England
GP Swann,0,0,0,0,162,4,33,1,267,England
JM Anderson,0,0,0,0,162,4,33,1,268,England
EJG Morgan,0,0,0,0,121,2,31,2,0,England
RS Bopara,0,0,0,2,121,2,31,2,0,England
TG Southee,1,0,1,1,143,6,22,1,239,New Zealand
LRPL Taylor,44,14,30,64,143,6,22,1,240,New Zealand
KD Mills,0,0,0,0,143,6,22,1,241,New Zealand
JF Mooney,1,0,1,3,126,4,21,1,0,Ireland
WTS Porterfield,84,48,36,116,126,4,21,1,0,Ireland
EJG Morgan,81,26,55,81,125,4,47,0,266,England
RS Bopara,51,28,23,52,125,4,47,0,267,England
MJ Clarke,71,36,35,74,158,3,34,0,0,Australia
GJ Bailey,38,20,18,37,158,3,34,0,0,Australia
BA Stokes,3,0,3,3,130,5,27,1,221,England
JC Buttler,32,4,28,38,130,5,27,1,222,England
JC Tredwell,0,0,0,0,130,5,27,1,223,England
ST Finn,0,0,0,0,130,5,27,1,224,England
MS Wade,11,4,7,13,118,5,35,0,0,Australia
GJ Bailey,59,26,33,66,118,5,35,0,0,Australia
RS Bopara,2,0,2,8,103,3,20,2,220,England
JC Buttler,0,0,0,5,103,3,20,2,221,England
BA Stokes,0,0,0,0,103,3,20,2,222,England
SR Watson,96,50,46,82,189,3,14,1,0,Australia
GJ Bailey,4,0,4,13,189,3,14,1,0,Australia
AC Voges,0,0,0,0,189,3,14,1,0,Australia
RS Bopara,50,16,34,57,123,5,32,0,236,England
JC Buttler,24,8,16,28,123,5,32,0,237,England
BA Stokes,0,0,0,0,123,5,32,0,238,England
CJ Jordan,0,0,0,0,123,5,32,0,239,England
DA Miller,42,24,18,41,113,8,28,0,0,South Africa
RK Kleinveldt,35,18,17,52,113,8,28,0,0,South Africa
LL Tsotsobe,0,0,0,0,113,8,28,0,0,South Africa
EJG Morgan,1,0,1,9,127,2,23,1,172,England
IJL Trott,75,40,35,80,127,2,23,1,173,England
DPMD Jayawardene,36,12,24,62,90,3,17,0,0,Sri Lanka
AD Mathews,31,6,25,54,90,3,17,0,0,Sri Lanka
BMAJ Mendis,0,0,0,0,90,3,17,0,0,Sri Lanka
R McLaren,9,4,5,19,110,5,15,0,0,South Africa
F du Plessis,42,8,34,57,110,5,15,0,0,South Africa
KD Mills,5,0,5,5,106,7,21,1,179,New Zealand
JEC Franklin,17,0,17,41,106,7,21,1,180,New Zealand
BB McCullum,1,0,1,2,136,2,29,1,0,New Zealand
KS Williamson,104,60,44,105,136,2,29,1,0,New Zealand
C Munro,0,0,0,0,136,2,29,1,0,New Zealand
JEC Franklin,0,0,0,0,136,2,29,1,0,New Zealand
F Behardien,4,0,4,9,160,1,17,3,248,South Africa
DA Miller,1,0,1,2,160,1,17,3,249,South Africa
JEC Franklin,2,0,2,6,91,4,40,1,0,New Zealand
C Munro,31,12,19,37,91,4,40,1,0,New Zealand
F Behardien,2,0,2,5,134,2,28,1,255,South Africa
GC Smith,85,40,45,106,134,2,28,1,256,South Africa
DA Miller,0,0,0,0,134,2,28,1,257,South Africa
CA Ingram,56,16,40,62,156,2,33,0,0,South Africa
AB de Villiers,60,12,48,62,156,2,33,0,0,South Africa
F du Plessis,0,0,0,0,156,2,33,0,0,South Africa
Shahid Afridi,23,16,7,9,136,5,33,4,181,Pakistan
Junaid Khan,0,0,0,2,136,5,33,4,182,Pakistan
RJ Peterson,31,8,23,46,136,6,16,0,0,South Africa
F Behardien,56,20,36,75,136,6,16,0,0,South Africa
KJ Abbott,0,0,0,0,136,6,16,0,0,South Africa
DW Steyn,0,0,0,0,136,6,16,0,0,South Africa
Shoaib Malik,30,22,8,29,121,4,41,0,184,Pakistan
Misbah-ul-Haq,41,20,21,59,121,4,41,0,185,Pakistan
HM Amla,88,24,64,89,149,2,30,0,0,South Africa
AB de Villiers,71,28,43,71,149,2,30,0,0,South Africa
Shahid Afridi,80,54,26,48,176,5,53,1,299,Pakistan
Wahab Riaz,1,0,1,5,176,5,53,1,300,Pakistan
Saeed Ajmal,0,0,0,0,176,5,53,1,301,Pakistan
AB de Villiers,68,16,52,101,125,4,27,1,0,South Africa
R McLaren,4,0,4,5,125,4,27,1,0,South Africa
RJ Peterson,0,0,0,0,125,4,27,1,0,South Africa
RK Kleinveldt,0,0,0,0,125,4,27,1,0,South Africa
Imran Farhat,54,16,38,104,114,3,29,0,219,Pakistan
Misbah-ul-Haq,72,36,36,81,114,3,29,0,220,Pakistan
Misbah-ul-Haq,17,8,9,31,120,4,20,2,0,Pakistan
Wahab Riaz,0,0,0,0,120,4,20,2,0,Pakistan
Saeed Ajmal,0,0,0,0,120,4,20,2,0,Pakistan
Junaid Khan,0,0,0,0,120,4,20,2,0,Pakistan
AB de Villiers,74,30,44,86,119,3,23,0,191,South Africa
F Behardien,28,8,20,31,119,3,23,0,192,South Africa
DA Miller,0,0,0,0,119,3,23,0,193,South Africa
IJL Trott,61,20,41,81,127,2,30,0,0,England
JE Root,28,8,20,38,127,2,30,0,0,England
EJG Morgan,0,0,0,0,127,2,30,0,0,England
BB McCullum,10,4,6,21,117,3,17,1,247,New Zealand
JEC Franklin,1,0,1,5,117,3,17,1,248,New Zealand
NL McCullum,0,0,0,0,117,3,17,1,249,New Zealand
LRPL Taylor,64,22,42,91,102,3,35,0,0,New Zealand
GD Elliott,22,0,22,26,102,3,35,0,0,New Zealand
BB McCullum,0,0,0,0,102,3,35,0,0,New Zealand
IJL Trott,31,0,31,43,138,1,24,1,267,England
JE Root,9,0,9,11,138,1,24,1,268,England
BB McCullum,24,10,14,39,74,5,27,1,0,New Zealand
NL McCullum,2,0,2,4,74,5,27,1,0,New Zealand
AM Ellis,0,0,0,0,74,5,27,1,0,New Zealand
KD Mills,0,0,0,0,74,5,27,1,0,New Zealand
JE Root,21,4,17,45,148,3,24,2,182,England
CR Woakes,1,0,1,4,148,3,24,2,183,England
Umar Akmal,39,16,23,40,128,4,25,0,0,Pakistan
Asad Shafiq,56,20,36,75,128,4,25,0,0,Pakistan
Kamran Akmal,0,0,0,0,128,4,25,0,0,Pakistan
Shahid Afridi,0,0,0,0,128,4,25,0,0,Pakistan
Sohail Tanvir,0,0,0,0,128,4,25,0,0,Pakistan
GJ Maxwell,6,0,6,5,98,4,25,1,188,Australia
GJ Bailey,28,4,24,50,98,4,25,1,189,Australia
MEK Hussey,34,10,24,43,109,4,26,0,0,Australia
GJ Bailey,33,8,25,37,109,4,26,0,0,Australia
GJ Maxwell,0,0,0,0,109,4,26,0,0,Australia
Misbah-ul-Haq,5,4,1,2,156,2,22,1,224,Pakistan
Azhar Ali,44,12,32,69,156,2,22,1,225,Pakistan
Asad Shafiq,12,0,12,22,133,2,16,1,0,Pakistan
Misbah-ul-Haq,4,0,4,10,133,2,16,1,0,Pakistan
Umar Akmal,0,0,0,0,133,2,16,1,0,Pakistan
Azhar Ali,0,0,0,0,133,2,16,1,0,Pakistan
MS Wade,22,4,18,44,128,4,29,0,244,Australia
GJ Maxwell,0,0,0,0,128,4,29,0,245,Australia
MEK Hussey,38,18,20,49,128,4,29,0,246,Australia
GJ Bailey,64,30,34,58,151,2,22,0,0,Australia
PJ Hughes,90,44,46,115,151,2,22,0,0,Australia
DJ Hussey,0,0,0,0,151,2,22,0,0,Australia
LD Chandimal,71,34,37,92,126,5,34,1,186,Sri Lanka
KMDN Kulasekara,0,0,0,0,126,5,34,1,187,Sri Lanka
NLTC Perera,0,0,0,0,126,5,34,1,188,Sri Lanka
SL Malinga,0,0,0,0,126,5,34,1,189,Sri Lanka
BAW Mendis,0,0,0,0,126,5,34,1,190,Sri Lanka
BCJ Cutting,20,8,12,32,92,6,22,0,0,Australia
BJ Haddin,16,8,8,33,92,6,22,0,0,Australia
KW Richardson,0,0,0,0,92,6,22,0,0,Australia
CJ McKay,0,0,0,0,92,6,22,0,0,Australia
HDRL Thirimanne,86,40,46,118,118,1,20,1,168,Sri Lanka
MDKJ Perera,1,0,1,2,118,1,20,1,169,Sri Lanka
PJ Hughes,67,24,43,106,107,3,28,0,0,Australia
DJ Hussey,18,4,14,16,107,3,28,0,0,Australia
AD Mathews,22,0,22,50,93,4,10,1,197,Sri Lanka
BMAJ Mendis,3,0,3,15,93,4,10,1,198,Sri Lanka
GJ Bailey,42,12,30,69,106,6,20,0,0,Australia
JP Faulkner,17,4,13,39,106,6,20,0,0,Australia
JO Holder,5,0,5,15,149,6,11,2,189,West Indies
SP Narine,0,0,0,0,149,6,11,2,190,West Indies
PJ Hughes,42,20,22,57,158,1,45,1,0,Australia
MJ Clarke,1,0,1,4,158,1,45,1,0,Australia
DM Bravo,70,22,48,91,159,2,28,1,280,West Indies
CH Gayle,0,0,0,0,159,2,28,1,281,West Indies
KA Pollard,0,0,0,0,159,2,28,1,282,West Indies
AD Russell,0,0,0,0,159,2,28,1,283,West Indies
AD Russell,2,0,2,5,81,6,19,1,0,West Indies
KA Pollard,40,16,24,85,81,6,19,1,0,West Indies
SP Narine,0,0,0,0,81,6,19,1,0,West Indies
AC Voges,8,0,8,15,135,3,18,0,204,Australia
MJ Clarke,21,4,17,37,135,3,18,0,205,Australia
BJ Haddin,25,12,13,29,108,4,24,0,0,Australia
AC Voges,37,12,25,59,108,4,24,0,0,Australia
KA Pollard,18,8,10,28,137,3,23,0,242,West Indies
J Charles,94,34,60,119,137,3,23,0,243,West Indies
N Deonarine,0,0,0,0,137,3,23,0,244,West Indies
DC Thomas,0,0,0,0,137,3,23,0,245,West Indies
S Dhawan,108,54,54,92,170,1,34,1,0,India
KD Karthik,0,0,0,0,170,1,34,1,0,India
MS Dhoni,0,0,0,0,170,1,34,1,0,India
SK Raina,0,0,0,0,170,1,34,1,0,India
R McLaren,11,8,3,9,177,3,31,3,297,South Africa
F du Plessis,17,8,9,15,177,3,31,3,298,South Africa
RK Kleinveldt,0,0,0,0,177,3,31,3,299,South Africa
Misbah-ul-Haq,57,18,39,77,102,5,17,1,0,Pakistan
Wahab Riaz,4,0,4,12,102,5,17,1,0,Pakistan
Saeed Ajmal,0,0,0,0,102,5,17,1,0,Pakistan
Junaid Khan,0,0,0,0,102,5,17,1,0,Pakistan
KA Pollard,26,14,12,58,101,5,20,0,156,West Indies
D Ramdin,0,0,0,0,101,5,20,0,157,West Indies
DJ Bravo,16,0,16,33,101,5,20,0,158,West Indies
SP Narine,0,0,0,0,101,5,20,0,159,West Indies
KAJ Roach,0,0,0,0,101,5,20,0,160,West Indies
IR Bell,86,28,58,111,133,1,27,1,0,England
JE Root,1,0,1,4,133,1,27,1,0,England
EJG Morgan,0,0,0,0,133,1,27,1,0,England
RS Bopara,0,0,0,0,133,1,27,1,0,England
MR Marsh,5,4,1,11,111,3,19,1,214,Australia
MS Wade,0,0,0,0,111,3,19,1,215,Australia
GJ Bailey,47,8,39,60,111,3,19,1,216,Australia
JP Faulkner,0,0,0,0,111,3,19,1,217,Australia
MG Johnson,0,0,0,0,111,3,19,1,218,Australia
KC Sangakkara,63,28,35,84,104,6,17,1,0,Sri Lanka
HMRKB Herath,1,0,1,5,104,6,17,1,0,Sri Lanka
RMS Eranga,0,0,0,0,104,6,17,1,0,Sri Lanka
SL Malinga,0,0,0,0,104,6,17,1,0,Sri Lanka
TG Southee,12,4,8,14,105,7,19,2,127,New Zealand
MJ McClenaghan,0,0,0,1,105,7,19,2,128,New Zealand
AB de Villiers,15,6,9,16,129,2,24,1,0,South Africa
JP Duminy,9,4,5,13,129,2,24,1,0,South Africa
Umar Amin,9,0,9,19,83,4,15,0,153,Pakistan
Misbah-ul-Haq,30,4,26,56,83,4,15,0,154,Pakistan
Kamran Akmal,0,0,0,0,83,4,15,0,155,Pakistan
Wahab Riaz,0,0,0,0,83,4,15,0,156,Pakistan
DJ Bravo,20,12,8,31,126,4,12,1,0,West Indies
KA Pollard,0,0,0,9,126,4,12,1,0,West Indies
DJG Sammy,0,0,0,0,126,4,12,1,0,West Indies
S Dhawan,91,40,51,97,172,2,22,0,228,India
KD Karthik,29,16,13,42,172,2,22,0,229,India
IJL Trott,51,8,43,67,131,2,22,0,0,England
JE Root,23,0,23,22,131,2,22,0,0,England
DPMD Jayawardene,42,18,24,41,145,2,37,0,285,Sri Lanka
KC Sangakkara,90,32,58,105,145,2,37,0,286,Sri Lanka
KMDN Kulasekara,0,0,0,0,145,2,37,0,287,Sri Lanka
Umar Amin,7,0,7,9,123,4,15,3,0,Pakistan
Saeed Ajmal,1,0,1,8,123,4,15,3,0,Pakistan
Junaid Khan,0,0,0,0,123,4,15,3,0,Pakistan
Mohammad Irfan,0,0,0,0,123,4,15,3,0,Pakistan
AD Mathews,5,0,5,12,115,3,16,1,0,Sri Lanka
DPMD Jayawardene,28,12,16,40,115,3,16,1,0,Sri Lanka
LD Chandimal,0,0,0,0,115,3,16,1,0,Sri Lanka
XJ Doherty,6,0,6,14,165,8,23,1,205,Australia
CJ McKay,23,8,15,39,165,8,23,1,206,Australia
LRPL Taylor,23,12,11,28,106,2,21,1,0,New Zealand
JEC Franklin,1,0,1,5,106,2,21,1,0,New Zealand
R Rampaul,3,0,3,13,120,6,9,2,0,West Indies
SP Narine,2,0,2,6,120,6,9,2,0,West Indies
Naeem Islam,35,16,19,59,143,2,24,1,194,Bangladesh
Mushfiqur Rahim,5,4,1,12,143,2,24,1,195,Bangladesh
Mushfiqur Rahim,72,34,38,81,147,2,22,0,0,Bangladesh
Anamul Haque,86,48,38,113,147,2,22,0,0,Bangladesh
Nasir Hossain,0,0,0,0,147,2,22,0,0,Bangladesh
Mominul Haque,0,0,0,0,147,2,22,0,0,Bangladesh
Mushfiqur Rahim,36,8,28,58,128,5,14,0,0,Bangladesh
Mahmudullah,29,14,15,48,128,5,14,0,0,Bangladesh
Mashrafe Mortaza,0,0,0,0,128,5,14,0,0,Bangladesh
Sohag Gazi,0,0,0,0,128,5,14,0,0,Bangladesh
MN Samuels,80,48,32,116,123,2,23,1,209,West Indies
DR Smith,2,0,2,4,123,2,23,1,210,West Indies
KA Pollard,0,0,0,0,123,2,23,1,211,West Indies
DC Thomas,0,0,0,0,123,2,23,1,212,West Indies
DJG Sammy,3,0,3,12,86,5,9,1,0,West Indies
DM Bravo,11,0,11,41,86,5,9,1,0,West Indies
DM Bravo,42,18,24,91,129,3,15,2,0,West Indies
DC Thomas,1,0,1,4,129,3,15,2,0,West Indies
Mominul Haque,18,8,10,43,127,5,16,0,195,Bangladesh
Nasir Hossain,15,0,15,31,127,5,16,0,196,Bangladesh
Sohag Gazi,0,0,0,0,127,5,16,0,197,Bangladesh
MS Dhoni,24,0,24,70,78,5,8,1,0,India
R Ashwin,1,0,1,5,78,5,8,1,0,India
Nasir Jamshed,75,26,49,100,128,2,26,1,219,Pakistan
Misbah-ul-Haq,12,4,8,12,128,2,26,1,220,Pakistan
Shoaib Malik,0,0,0,0,128,2,26,1,221,Pakistan
Nasir Jamshed,86,50,36,106,159,2,16,1,0,Pakistan
Misbah-ul-Haq,1,0,1,2,159,2,16,1,0,Pakistan
Shoaib Malik,0,0,0,0,159,2,16,1,0,Pakistan
MS Dhoni,15,0,15,41,87,5,11,1,148,India
RA Jadeja,5,0,5,9,87,5,11,1,149,India
B Kumar,0,0,0,0,87,5,11,1,150,India
AB Dinda,0,0,0,0,87,5,11,1,151,India
RA Jadeja,4,0,4,15,108,6,12,1,0,India
B Kumar,0,0,0,2,108,6,12,1,0,India
I Sharma,0,0,0,0,108,6,12,1,0,India
Umar Akmal,22,12,10,42,85,3,16,1,143,Pakistan
Shoaib Malik,0,0,0,5,85,3,16,1,144,Pakistan
Mohammad Hafeez,0,0,0,0,85,3,16,1,145,Pakistan
Umar Gul,0,0,0,0,85,3,16,1,146,Pakistan
J Charles,107,56,51,102,174,1,23,0,0,West Indies
DM Bravo,11,4,7,22,174,1,23,0,0,West Indies
AD Russell,0,0,0,0,174,1,23,0,0,West Indies
P Utseya,4,0,4,22,104,6,7,0,160,Zimbabwe
MN Waller,32,12,20,58,104,6,7,0,161,Zimbabwe
CJ Chibhabha,6,0,6,18,119,4,13,1,0,Zimbabwe
RW Chakabva,16,0,16,32,119,4,13,1,0,Zimbabwe
TC Mutombodzi,0,0,0,0,119,4,13,1,0,Zimbabwe
DM Bravo,41,12,29,72,115,2,24,2,204,West Indies
DJ Bravo,16,10,6,14,115,2,24,2,205,West Indies
D Ramdin,0,0,0,0,115,2,24,2,206,West Indies
AD Mathews,24,12,12,37,134,3,11,1,0,Sri Lanka
HDRL Thirimanne,6,4,2,18,134,3,11,1,0,Sri Lanka
KMDN Kulasekara,0,0,0,0,134,3,11,1,0,Sri Lanka
BMAJ Mendis,0,0,0,0,134,3,11,1,0,Sri Lanka
MN Samuels,8,4,4,13,151,1,26,3,189,West Indies
DJ Bravo,4,4,0,5,151,1,26,3,190,West Indies
MS Dhoni,3,0,3,7,104,3,20,1,0,India
SK Raina,16,4,12,29,104,3,20,1,0,India
J Charles,84,48,36,87,151,4,25,2,224,West Indies
DJG Sammy,17,16,1,17,151,4,25,2,225,West Indies
KAJ Roach,0,0,0,0,151,4,25,2,226,West Indies
DPMD Jayawardene,88,34,54,104,139,0,30,0,0,Sri Lanka
WU Tharanga,81,32,49,111,139,0,30,0,0,Sri Lanka
AD Mathews,0,0,0,0,139,0,30,0,0,Sri Lanka
