Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Target,Team
DM Bravo,40,0,40,84,86,3,21,0,0,West Indies
DJ Bravo,0,0,0,0,86,3,21,0,0,West Indies
Misbah-ul-Haq,52,18,34,68,146,2,28,0,211,Pakistan
Asad Shafiq,46,24,22,65,146,2,28,0,212,Pakistan
DJG Sammy,1,0,1,1,121,4,21,2,0,West Indies
CS Baugh,11,4,7,12,121,4,21,2,0,West Indies
KAJ Roach,0,0,0,0,121,4,21,2,0,West Indies
Ahmed Shehzad,74,24,50,118,104,1,27,1,218,Pakistan
Misbah-ul-Haq,2,0,2,6,104,1,27,1,219,Pakistan
DJ Bravo,6,4,2,3,115,3,17,1,0,West Indies
KA Edwards,10,0,10,28,115,3,17,1,0,West Indies
DJG Sammy,0,0,0,0,115,3,17,1,0,West Indies
AD Russell,0,0,0,0,115,3,17,1,0,West Indies
Mohammad Salman,1,0,1,4,113,4,22,2,165,Pakistan
Wahab Riaz,0,0,0,0,113,4,22,2,166,Pakistan
Misbah-ul-Haq,52,18,34,98,113,4,22,2,167,Pakistan
Asad Shafiq,57,8,49,94,123,1,19,0,0,Pakistan
Mohammad Hafeez,79,26,53,108,123,1,19,0,0,Pakistan
Shahid Afridi,0,0,0,0,123,1,19,0,0,Pakistan
Mohammad Salman,6,0,6,10,101,5,16,3,0,Pakistan
Saeed Ajmal,2,0,2,8,101,5,16,3,0,Pakistan
Junaid Khan,0,0,0,0,101,5,16,3,0,Pakistan
MN Samuels,36,18,18,52,86,3,25,0,0,West Indies
RR Sarwan,44,12,32,86,86,3,25,0,0,West Indies
DJ Bravo,0,0,0,0,86,3,25,0,0,West Indies
RG Sharma,37,6,31,45,116,4,32,0,211,India
SK Raina,28,8,20,37,116,4,32,0,212,India
RR Sarwan,45,8,37,73,121,2,26,0,0,West Indies
MN Samuels,24,8,16,27,121,2,26,0,0,West Indies
DJ Bravo,0,0,0,0,121,2,26,0,0,West Indies
AD Russell,6,0,6,16,91,7,16,0,0,West Indies
CS Baugh,17,0,17,41,91,7,16,0,0,West Indies
Harbhajan Singh,18,0,18,46,114,6,18,0,218,India
RG Sharma,49,14,35,58,114,6,18,0,219,India
KA Pollard,27,14,13,36,105,5,24,0,0,West Indies
CS Baugh,10,0,10,27,105,5,24,0,0,West Indies
P Kumar,6,0,6,12,112,6,18,1,139,India
A Mishra,0,0,0,0,112,6,18,1,140,India
R Ashwin,12,0,12,21,112,6,18,1,141,India
I Sharma,0,0,0,0,112,6,18,1,142,India
RG Sharma,36,4,32,53,138,3,27,0,0,India
V Kohli,90,40,50,104,138,3,27,0,0,India
SK Raina,0,0,0,0,138,3,27,0,0,India
YK Pathan,0,0,0,0,138,3,27,0,0,India
RR Sarwan,69,26,43,83,99,2,31,0,237,West Indies
DM Bravo,38,12,26,69,99,2,31,0,238,West Indies
MN Samuels,0,0,0,0,99,2,31,0,239,West Indies
MJ Clarke,45,16,29,69,137,4,18,0,0,Australia
MEK Hussey,9,0,9,20,137,4,18,0,0,Australia
Shakib Al Hasan,40,12,28,73,106,4,11,0,197,Bangladesh
Mushfiqur Rahim,4,0,4,16,106,4,11,0,198,Bangladesh
Mushfiqur Rahim,27,8,19,35,95,5,30,0,0,Bangladesh
Mahmudullah,23,8,15,31,95,5,30,0,0,Bangladesh
MJ Clarke,45,8,37,59,195,3,29,0,0,Australia
CJ Ferguson,0,0,0,0,195,3,29,0,0,Australia
MEK Hussey,55,24,31,54,195,3,29,0,0,Australia
MG Johnson,0,0,0,0,195,3,29,0,0,Australia
Shakib Al Hasan,1,0,1,2,171,1,20,2,280,Bangladesh
Mahmudullah,5,0,5,11,171,1,20,2,281,Bangladesh
Mushfiqur Rahim,0,0,0,0,171,1,20,2,282,Bangladesh
Alok Kapali,0,0,0,0,171,1,20,2,283,Bangladesh
DA Miller,12,6,6,12,143,3,19,1,0,South Africa
JP Duminy,5,0,5,20,143,3,19,1,0,South Africa
SR Watson,15,10,5,9,121,3,31,1,213,Australia
SPD Smith,15,0,15,29,121,3,31,1,214,Australia
BJ Haddin,0,0,0,0,121,3,31,1,215,Australia
MG Johnson,0,0,0,0,121,3,31,1,216,Australia
JP Duminy,11,0,11,26,125,2,15,1,0,South Africa
F du Plessis,4,0,4,5,125,2,15,1,0,South Africa
MEK Hussey,12,0,12,28,125,4,13,1,207,Australia
BJ Haddin,0,0,0,5,125,4,13,1,208,Australia
HM Amla,82,28,54,103,150,2,30,0,0,South Africa
AB de Villiers,20,8,12,22,150,2,30,0,0,South Africa
LD Chandimal,45,4,41,78,103,3,21,0,0,Sri Lanka
DPMD Jayawardene,10,0,10,16,103,3,21,0,0,Sri Lanka
KMDN Kulasekara,0,0,0,0,103,3,21,0,0,Sri Lanka
JH Kallis,37,12,25,50,129,2,21,0,234,South Africa
JP Duminy,30,0,30,46,129,2,21,0,235,South Africa
AB de Villiers,0,0,0,0,129,2,21,0,236,South Africa
DPMD Jayawardene,13,4,9,17,146,3,25,0,0,Sri Lanka
LD Chandimal,29,8,21,44,146,3,25,0,0,Sri Lanka
KMDN Kulasekara,0,0,0,0,146,3,25,0,0,Sri Lanka
AD Mathews,0,0,0,0,146,3,25,0,0,Sri Lanka
JP Duminy,28,8,20,36,193,3,22,0,0,South Africa
AB de Villiers,81,46,35,62,193,3,22,0,0,South Africa
F du Plessis,0,0,0,0,193,3,22,0,0,South Africa
NLTC Perera,1,0,1,3,166,3,21,1,288,Sri Lanka
LD Chandimal,48,10,38,65,166,3,21,1,289,Sri Lanka
AB de Villiers,53,22,31,51,127,2,43,0,0,South Africa
GC Smith,87,34,53,116,127,2,43,0,0,South Africa
HDRL Thirimanne,15,4,11,16,159,3,32,0,294,Sri Lanka
KC Sangakkara,69,24,45,74,159,3,32,0,295,Sri Lanka
S Randiv,31,14,17,39,135,7,22,0,0,Sri Lanka
KMDN Kulasekara,15,8,7,38,135,7,22,0,0,Sri Lanka
BAW Mendis,0,0,0,0,135,7,22,0,0,Sri Lanka
RAS Lakmal,0,0,0,0,135,7,22,0,0,Sri Lanka
MJ Clarke,46,0,46,71,162,2,18,1,190,Australia
MEK Hussey,0,0,0,0,162,2,18,1,191,Australia
KC Sangakkara,51,10,41,82,111,4,14,0,0,Sri Lanka
AD Mathews,19,0,19,44,111,4,14,0,0,Sri Lanka
BMAJ Mendis,0,0,0,0,111,4,14,0,0,Sri Lanka
KMDN Kulasekara,0,0,0,0,111,4,14,0,0,Sri Lanka
MJ Clarke,43,16,27,55,149,2,26,0,199,Australia
RT Ponting,82,38,44,102,149,2,26,0,200,Australia
KC Sangakkara,30,14,16,26,158,1,25,0,0,Sri Lanka
WU Tharanga,98,44,54,128,158,1,25,0,0,Sri Lanka
LD Chandimal,0,0,0,0,158,1,25,0,0,Sri Lanka
DPMD Jayawardene,0,0,0,0,158,1,25,0,0,Sri Lanka
SPD Smith,4,0,4,9,122,4,20,1,189,Australia
MEK Hussey,52,20,32,65,122,4,20,1,190,Australia
DPMD Jayawardene,46,16,30,88,97,5,13,1,0,Sri Lanka
RMS Eranga,0,0,0,4,97,5,13,1,0,Sri Lanka
S Prasanna,0,0,0,0,97,5,13,1,0,Sri Lanka
SL Malinga,0,0,0,0,97,5,13,1,0,Sri Lanka
DJ Hussey,7,4,3,12,127,3,18,1,0,Australia
MJ Clarke,43,12,31,59,127,3,18,1,0,Australia
BJ Haddin,0,0,0,0,127,3,18,1,0,Australia
AD Mathews,7,0,7,15,131,4,20,0,192,Sri Lanka
DPMD Jayawardene,57,16,41,106,131,4,20,0,193,Sri Lanka
LD Chandimal,40,12,28,56,108,3,32,0,0,Sri Lanka
DPMD Jayawardene,22,8,14,32,108,3,32,0,0,Sri Lanka
NLTC Perera,0,0,0,0,108,3,32,0,0,Sri Lanka
AD Mathews,0,0,0,0,108,3,32,0,0,Sri Lanka
V Kohli,71,32,39,88,140,3,28,2,228,India
R Ashwin,0,0,0,0,140,3,28,2,229,India
RA Jadeja,1,0,1,2,140,3,28,2,230,India
MJ Clarke,44,12,32,74,129,5,22,0,0,Australia
DT Christian,21,12,9,29,129,5,22,0,0,Australia
RJ Harris,0,0,0,0,129,5,22,0,0,Australia
AD Mathews,13,4,9,23,127,5,14,2,218,Sri Lanka
SMSM Senanayake,0,0,0,5,127,5,14,2,219,Sri Lanka
PJ Forrest,62,28,34,80,141,3,30,0,0,Australia
DJ Hussey,47,12,35,51,141,3,30,0,0,Australia
DT Christian,0,0,0,0,141,3,30,0,0,Australia
MS Dhoni,1,0,1,5,146,2,24,2,259,India
SK Raina,6,4,2,4,146,2,24,2,260,India
DPMD Jayawardene,41,8,33,46,132,3,31,0,0,Sri Lanka
LD Chandimal,75,30,45,85,132,3,31,0,0,Sri Lanka
AD Mathews,0,0,0,0,132,3,31,0,0,Sri Lanka
NLTC Perera,0,0,0,0,132,3,31,0,0,Sri Lanka
G Gambhir,79,20,59,90,131,4,20,0,229,India
MS Dhoni,19,4,15,25,131,4,20,0,230,India
DJ Hussey,36,12,24,50,94,7,18,1,0,Australia
MA Starc,8,4,4,8,94,7,18,1,0,Australia
XJ Doherty,0,0,0,0,94,7,18,1,0,Australia
MEK Hussey,21,4,17,24,118,3,21,0,0,Australia
PJ Forrest,23,4,19,50,118,3,21,0,0,Australia
MS Dhoni,52,14,38,82,103,5,22,1,163,India
IK Pathan,7,6,1,11,103,5,22,1,164,India
R Vinay Kumar,0,0,0,0,103,5,22,1,165,India
HDRL Thirimanne,28,12,16,32,131,3,28,0,0,Sri Lanka
LD Chandimal,27,0,27,39,131,3,28,0,0,Sri Lanka
AD Mathews,0,0,0,0,131,3,28,0,0,Sri Lanka
V Kohli,60,4,56,80,134,3,21,1,223,India
IK Pathan,0,0,0,0,134,3,21,1,224,India
RA Jadeja,12,4,8,16,134,3,21,1,225,India
PA Patel,0,0,0,0,134,3,21,1,226,India
PJ Forrest,90,44,46,120,125,2,38,0,0,Australia
MJ Clarke,61,28,33,70,125,2,38,0,0,Australia
MEK Hussey,0,0,0,0,125,2,38,0,0,Australia
LD Chandimal,48,16,32,71,155,3,21,0,269,Sri Lanka
HDRL Thirimanne,18,0,18,29,155,3,21,0,270,Sri Lanka
AD Mathews,0,0,0,0,155,3,21,0,271,Sri Lanka
MS Wade,39,8,31,48,137,4,32,0,0,Australia
DJ Hussey,44,8,36,50,137,4,32,0,0,Australia
DT Christian,0,0,0,0,137,4,32,0,0,Australia
R Ashwin,15,4,11,27,96,6,19,1,143,India
IK Pathan,7,6,1,13,96,6,19,1,144,India
P Kumar,0,0,0,0,96,6,19,1,145,India
UT Yadav,0,0,0,0,96,6,19,1,146,India
TM Dilshan,86,32,54,114,134,1,34,0,0,Sri Lanka
KC Sangakkara,60,18,42,63,134,1,34,0,0,Sri Lanka
SK Raina,33,18,15,19,217,3,70,0,306,India
V Kohli,122,68,54,86,217,3,70,0,307,India
HDRL Thirimanne,16,4,12,21,141,3,20,0,0,Sri Lanka
LD Chandimal,67,20,47,74,141,3,20,0,0,Sri Lanka
AD Mathews,0,0,0,0,141,3,20,0,0,Sri Lanka
DJ Hussey,26,8,18,32,125,4,20,2,214,Australia
JL Pattinson,5,4,1,6,125,4,20,2,215,Australia
DA Warner,101,44,57,115,161,1,25,1,0,Australia
DT Christian,0,0,0,0,161,1,25,1,0,Australia
DJ Hussey,0,0,0,0,161,1,25,1,0,Australia
MJ Clarke,0,0,0,0,161,1,25,1,0,Australia
KMDN Kulasekara,10,0,10,18,134,5,17,1,290,Sri Lanka
WU Tharanga,22,0,22,39,134,5,17,1,291,Sri Lanka
MJ Clarke,52,8,44,55,122,2,39,0,0,Australia
DA Warner,80,22,58,104,122,2,39,0,0,Australia
KC Sangakkara,9,0,9,24,169,1,24,0,255,Sri Lanka
TM Dilshan,104,40,64,118,169,1,24,0,256,Sri Lanka
LD Chandimal,0,0,0,0,169,1,24,0,257,Sri Lanka
DT Christian,17,8,9,22,139,5,20,1,0,Australia
B Lee,3,0,3,12,139,5,20,1,0,Australia
CJ McKay,0,0,0,0,139,5,20,1,0,Australia
WU Tharanga,42,12,30,87,110,5,16,0,195,Sri Lanka
CK Kapugedera,7,0,7,17,110,5,16,0,196,Sri Lanka
KMDN Kulasekara,0,0,0,0,110,5,16,0,197,Sri Lanka
MF Maharoof,0,0,0,0,110,5,16,0,198,Sri Lanka
AM Ellis,4,0,4,4,141,5,22,1,0,New Zealand
NL McCullum,8,4,4,18,141,5,22,1,0,New Zealand
KO Meth,8,4,4,12,117,7,18,1,156,Zimbabwe
RW Price,10,8,2,17,117,7,18,1,157,Zimbabwe
KM Jarvis,0,0,0,0,117,7,18,1,158,Zimbabwe
RJ Nicol,77,30,47,99,185,1,31,1,0,New Zealand
BB McCullum,3,0,3,6,185,1,31,1,0,New Zealand
KS Williamson,0,0,0,0,185,1,31,1,0,New Zealand
T Taibu,47,4,43,76,98,5,33,0,220,Zimbabwe
E Chigumbura,43,20,23,57,98,5,33,0,221,Zimbabwe
P Utseya,0,0,0,0,98,5,33,0,222,Zimbabwe
SW Masakadza,0,0,0,0,98,5,33,0,223,Zimbabwe
BB McCullum,28,12,16,36,184,3,23,0,0,New Zealand
KS Williamson,8,0,8,19,184,3,23,0,0,New Zealand
E Chigumbura,16,4,12,29,123,5,11,0,169,Zimbabwe
P Utseya,0,0,0,0,123,5,11,0,170,Zimbabwe
RW Chakabva,9,0,9,29,123,5,11,0,171,Zimbabwe
RW Price,0,0,0,0,123,5,11,0,172,Zimbabwe
JEC Franklin,4,0,4,7,122,3,20,1,0,New Zealand
KS Williamson,39,12,27,52,122,3,20,1,0,New Zealand
AB de Villiers,63,16,47,75,125,3,34,1,249,South Africa
F du Plessis,20,12,8,18,125,3,34,1,250,South Africa
JD Ryder,0,0,0,1,146,2,25,2,0,New Zealand
AM Ellis,0,0,0,0,146,2,25,2,0,New Zealand
JEC Franklin,4,4,0,5,146,2,25,2,0,New Zealand
KD Mills,0,0,0,0,146,2,25,2,0,New Zealand
TG Southee,0,0,0,0,146,2,25,2,0,New Zealand
AB de Villiers,22,4,18,27,179,3,16,1,222,South Africa
JL Ontong,0,0,0,7,179,3,16,1,223,South Africa
C de Grandhomme,24,16,8,21,102,4,32,0,0,New Zealand
JEC Franklin,22,4,18,38,102,4,32,0,0,New Zealand
NL McCullum,0,0,0,0,102,4,32,0,0,New Zealand
F du Plessis,10,0,10,16,146,2,14,1,203,South Africa
JP Duminy,6,4,2,14,146,2,14,1,204,South Africa
AB de Villiers,0,0,0,0,146,2,14,1,205,South Africa
MS Dhoni,11,4,7,21,116,4,24,0,0,India
SK Raina,36,12,24,42,116,4,24,0,0,India
RA Jadeja,0,0,0,0,116,4,24,0,0,India
ST Finn,11,4,7,13,138,7,25,2,172,England
JW Dernbach,1,0,1,3,138,7,25,2,173,England
JM Bairstow,16,4,12,31,132,5,15,0,0,England
SR Patel,15,6,9,30,132,5,15,0,0,England
V Kohli,101,56,45,96,175,2,34,0,223,India
G Gambhir,82,40,42,91,175,2,34,0,224,India
IJL Trott,56,20,36,82,156,3,18,0,0,England
RS Bopara,15,8,7,19,156,3,18,0,0,England
SR Patel,0,0,0,0,156,3,18,0,0,England
AM Rahane,88,28,60,101,165,1,23,1,284,India
V Kohli,4,0,4,8,165,1,23,1,285,India
SK Raina,0,0,0,0,165,1,23,1,286,India
MS Dhoni,0,0,0,0,165,1,23,1,287,India
SR Patel,6,0,6,13,136,5,20,1,0,England
TT Bresnan,14,8,6,13,136,5,20,1,0,England
SG Borthwick,0,0,0,0,136,5,20,1,0,England
V Kohli,64,28,36,78,133,3,43,1,211,India
MS Dhoni,3,0,3,7,133,3,43,1,212,India
SK Raina,31,16,15,40,134,4,17,0,0,India
MS Dhoni,16,8,8,28,134,4,17,0,0,India
RA Jadeja,0,0,0,0,134,4,17,0,0,India
SR Patel,18,8,10,34,145,5,13,2,168,England
SC Meaker,0,0,0,0,145,5,13,2,169,England
GP Swann,4,4,0,10,145,5,13,2,170,England
ST Finn,0,0,0,0,145,5,13,2,171,England
Shakib Al Hasan,43,8,35,53,96,5,25,0,0,Bangladesh
Mushfiqur Rahim,42,16,26,63,96,5,25,0,0,Bangladesh
F Mutizwa,15,0,15,34,137,4,20,0,178,Zimbabwe
V Sibanda,91,44,47,100,137,4,20,0,179,Zimbabwe
E Chigumbura,0,0,0,0,137,4,20,0,180,Zimbabwe
Nasir Hossain,31,8,23,57,87,6,16,1,0,Bangladesh
Abdur Razzak,0,0,0,0,87,6,16,1,0,Bangladesh
CR Ervine,1,0,1,2,110,2,25,1,178,Zimbabwe
T Taibu,26,16,10,48,110,2,25,1,179,Zimbabwe
T Taibu,55,28,27,75,111,2,24,0,0,Zimbabwe
H Masakadza,49,18,31,80,111,2,24,0,0,Zimbabwe
Shuvagoto Hom,9,4,5,11,112,3,25,1,240,Bangladesh
Mushfiqur Rahim,37,12,25,57,112,3,25,1,241,Bangladesh
BRM Taylor,77,28,49,109,115,4,19,0,0,Zimbabwe
E Chigumbura,23,4,19,42,115,4,19,0,0,Zimbabwe
Shakib Al Hasan,34,16,18,42,156,4,28,0,194,Bangladesh
Shuvagoto Hom,31,20,11,38,156,4,28,0,195,Bangladesh
Shakib Al Hasan,36,10,26,34,120,5,20,0,0,Bangladesh
Mahmudullah,12,6,6,20,120,5,20,0,0,Bangladesh
MN Waller,44,12,32,64,129,4,12,2,156,Zimbabwe
P Utseya,0,0,0,1,129,4,12,2,157,Zimbabwe
RW Price,0,0,0,0,129,4,12,2,158,Zimbabwe
Misbah-ul-Haq,38,8,30,49,143,4,21,0,0,Pakistan
Umar Akmal,20,8,12,34,143,4,21,0,0,Pakistan
Adnan Akmal,0,0,0,0,143,4,21,0,0,Pakistan
T Taibu,13,0,13,27,118,3,18,0,236,Zimbabwe
BRM Taylor,34,4,30,60,118,3,18,0,237,Zimbabwe
BRM Taylor,44,8,36,66,101,2,16,0,0,Zimbabwe
H Masakadza,50,16,34,101,101,2,16,0,0,Zimbabwe
T Taibu,0,0,0,0,101,2,16,0,0,Zimbabwe
Mohammad Hafeez,90,28,62,118,129,0,23,0,215,Pakistan
Imran Farhat,62,20,42,99,129,0,23,0,216,Pakistan
Younis Khan,57,20,37,69,145,2,28,1,0,Pakistan
Shoaib Malik,5,0,5,6,145,2,28,1,0,Pakistan
Misbah-ul-Haq,0,0,0,0,145,2,28,1,0,Pakistan
H Masakadza,11,0,11,13,129,2,29,1,238,Zimbabwe
T Taibu,20,10,10,19,129,2,29,1,239,Zimbabwe
MN Waller,0,0,0,0,129,2,29,1,240,Zimbabwe
E Chigumbura,0,0,0,0,129,2,29,1,241,Zimbabwe
BRM Taylor,68,28,40,78,97,4,27,0,0,Zimbabwe
F Mutizwa,41,4,37,77,97,4,27,0,0,Zimbabwe
RJ Nicol,91,40,51,102,147,1,39,0,222,New Zealand
BB McCullum,21,12,9,17,147,1,39,0,223,New Zealand
BRM Taylor,60,30,30,71,114,4,32,0,0,Zimbabwe
MN Waller,39,24,15,42,114,4,32,0,0,Zimbabwe
E Chigumbura,0,0,0,0,114,4,32,0,0,Zimbabwe
MJ Guptill,95,36,59,104,139,1,44,0,251,New Zealand
BB McCullum,79,36,43,91,139,1,44,0,252,New Zealand
LRPL Taylor,0,0,0,0,139,1,44,0,253,New Zealand
KS Williamson,25,8,17,24,125,4,28,0,0,New Zealand
LRPL Taylor,43,12,31,81,125,4,28,0,0,New Zealand
MN Waller,32,18,14,29,178,5,29,0,320,Zimbabwe
E Chigumbura,11,6,5,18,178,5,29,0,321,Zimbabwe
DPMD Jayawardene,20,0,20,49,86,5,7,1,0,Sri Lanka
S Prasanna,1,0,1,9,86,5,7,1,0,Sri Lanka
SL Malinga,0,0,0,0,86,5,7,1,0,Sri Lanka
RAS Lakmal,0,0,0,0,86,5,7,1,0,Sri Lanka
CRD Fernando,0,0,0,0,86,5,7,1,0,Sri Lanka
DPMD Jayawardene,8,0,8,19,90,3,20,0,0,Sri Lanka
WU Tharanga,54,20,34,103,90,3,20,0,0,Sri Lanka
Umar Akmal,78,26,52,94,108,5,27,0,198,Pakistan
Sarfraz Ahmed,18,0,18,28,108,5,27,0,199,Pakistan
Umar Gul,0,0,0,0,108,5,27,0,200,Pakistan
Shahid Afridi,0,0,0,0,108,5,27,0,201,Pakistan
Saeed Ajmal,0,0,0,0,108,5,27,0,202,Pakistan
Younis Khan,5,0,5,9,148,1,19,2,0,Pakistan
Umar Akmal,3,0,3,3,148,1,19,2,0,Pakistan
Misbah-ul-Haq,0,0,0,0,148,1,19,2,0,Pakistan
Shahid Afridi,0,0,0,0,148,1,19,2,0,Pakistan
DPMD Jayawardene,17,8,9,25,138,3,18,0,222,Sri Lanka
AD Mathews,0,0,0,0,138,3,18,0,223,Sri Lanka
LD Chandimal,26,8,18,41,138,3,18,0,224,Sri Lanka
Shahid Afridi,28,10,18,36,102,6,11,1,0,Pakistan
Saeed Ajmal,0,0,0,4,102,6,11,1,0,Pakistan
KC Sangakkara,49,20,29,95,105,3,28,0,165,Sri Lanka
DPMD Jayawardene,46,14,32,66,105,3,28,0,166,Sri Lanka
AD Mathews,0,0,0,0,105,3,28,0,167,Sri Lanka
BMAJ Mendis,0,0,0,0,105,3,28,0,168,Sri Lanka
KC Sangakkara,72,32,40,92,123,4,17,0,0,Sri Lanka
AD Mathews,45,16,29,79,123,4,17,0,0,Sri Lanka
BMAJ Mendis,0,0,0,0,123,4,17,0,0,Sri Lanka
Misbah-ul-Haq,49,20,29,72,123,4,17,0,207,Pakistan
Umar Akmal,17,4,13,24,123,4,17,0,208,Pakistan
AN Cook,97,40,57,110,131,2,27,0,0,England
RS Bopara,47,16,31,65,131,2,27,0,0,England
EJG Morgan,0,0,0,0,131,2,27,0,0,England
C Kieswetter,0,0,0,0,131,2,27,0,0,England
RS Bopara,15,4,11,24,119,2,24,0,0,England
AN Cook,79,28,51,103,119,2,24,0,0,England
Umar Akmal,3,0,3,8,114,3,23,1,210,Pakistan
Misbah-ul-Haq,25,4,21,31,114,3,23,1,211,Pakistan
Shahid Afridi,0,0,0,0,114,3,23,1,212,Pakistan
Shahid Afridi,38,14,24,38,115,5,29,0,0,Pakistan
Umar Akmal,44,4,40,77,115,5,29,0,0,Pakistan
Adnan Akmal,0,0,0,0,115,5,29,0,0,Pakistan
EJG Morgan,13,6,7,26,163,1,29,0,216,England
KP Pietersen,99,44,55,92,163,1,29,0,217,England
Shoaib Malik,6,0,6,11,130,3,18,1,0,Pakistan
Misbah-ul-Haq,6,0,6,8,130,3,18,1,0,Pakistan
C Kieswetter,32,8,24,47,134,4,15,0,229,England
KP Pietersen,83,32,51,114,134,4,15,0,230,England
SR Patel,0,0,0,0,134,4,15,0,231,England
MN Samuels,42,22,20,55,130,1,31,0,0,West Indies
LMP Simmons,98,28,70,109,130,1,31,0,0,West Indies
Shakib Al Hasan,14,0,14,16,120,4,31,0,243,Bangladesh
Mushfiqur Rahim,20,6,14,19,120,4,31,0,244,Bangladesh
Alok Kapali,0,0,0,0,120,4,31,0,245,Bangladesh
Nasir Hossain,6,0,6,8,104,5,20,1,0,Bangladesh
Mushfiqur Rahim,55,8,47,98,104,5,20,1,0,Bangladesh
Abdur Razzak,0,0,0,0,104,5,20,1,0,Bangladesh
MN Samuels,46,20,26,49,118,1,36,0,209,West Indies
LMP Simmons,69,20,49,119,118,1,36,0,210,West Indies
DM Bravo,0,0,0,0,118,1,36,0,211,West Indies
IR Bell,109,46,63,105,157,3,23,1,0,England
C Kieswetter,0,0,0,0,157,3,23,1,0,England
TT Bresnan,0,0,0,0,157,3,23,1,0,England
DJ Bravo,24,10,14,43,108,4,22,0,0,West Indies
KA Pollard,28,14,14,42,108,4,22,0,0,West Indies
AN Cook,99,48,51,115,142,1,31,0,228,England
IJL Trott,21,8,13,35,142,1,31,0,229,England
RS Bopara,0,0,0,0,142,1,31,0,230,England
IJL Trott,35,4,31,57,119,3,23,0,0,England
EJG Morgan,11,0,11,17,119,3,23,0,0,England
MS Wade,3,0,3,9,130,4,16,1,248,Australia
MJ Clarke,25,12,13,43,130,4,16,1,249,Australia
GJ Bailey,20,4,16,49,109,3,14,1,0,Australia
DJ Hussey,5,0,5,12,109,3,14,1,0,Australia
EJG Morgan,6,0,6,7,137,2,29,1,236,England
RS Bopara,50,20,30,54,137,2,29,1,237,England
DJ Hussey,17,8,9,33,83,4,26,2,0,Australia
B Lee,10,8,2,9,83,4,26,2,0,Australia
IJL Trott,36,12,24,67,117,1,18,1,196,England
RS Bopara,1,0,1,6,117,1,18,1,197,England
AB de Villiers,2,0,2,3,137,2,26,1,0,South Africa
HM Amla,80,28,52,79,137,2,26,1,0,South Africa
JM Anderson,0,0,0,3,138,5,11,3,197,England
SR Patel,18,8,10,35,138,5,11,3,198,England
ST Finn,0,0,0,0,138,5,11,3,199,England
JP Duminy,15,0,15,23,139,4,24,2,0,South Africa
RJ Peterson,3,0,3,7,139,4,24,2,0,South Africa
EJG Morgan,57,30,27,62,115,3,29,0,205,England
IJL Trott,55,8,47,93,115,3,29,0,206,England
C Kieswetter,0,0,0,0,115,3,29,0,207,England
D Elgar,11,0,11,24,109,4,18,0,0,South Africa
AB de Villiers,23,4,19,29,109,4,18,0,0,South Africa
RS Bopara,6,4,2,10,113,1,23,1,202,England
EJG Morgan,0,0,0,0,113,1,23,1,203,England
IR Bell,80,38,42,122,113,1,23,1,204,England
C Kieswetter,27,8,19,47,115,5,16,1,0,England
CR Woakes,5,0,5,14,115,5,16,1,0,England
JC Tredwell,0,0,0,0,115,5,16,1,0,England
Umar Akmal,8,4,4,5,136,1,28,2,0,Pakistan
Asad Shafiq,1,0,1,1,136,1,28,2,0,Pakistan
Misbah-ul-Haq,0,0,0,0,136,1,28,2,0,Pakistan
Shahid Afridi,0,0,0,0,136,1,28,2,0,Pakistan
Nasir Hossain,14,0,14,23,138,5,18,0,235,Bangladesh
Shakib Al Hasan,22,0,22,29,138,5,18,0,236,Bangladesh
G Gambhir,85,24,61,98,138,1,33,0,0,India
V Kohli,80,20,60,95,138,1,33,0,0,India
KC Sangakkara,65,14,51,88,168,3,24,0,247,Sri Lanka
HDRL Thirimanne,29,6,23,34,168,3,24,0,248,Sri Lanka
KMDN Kulasekara,0,0,0,0,168,3,24,0,249,Sri Lanka
WU Tharanga,0,0,0,0,168,3,24,0,250,Sri Lanka
CK Kapugedera,0,0,0,0,168,3,24,0,251,Sri Lanka
MF Maharoof,0,0,0,0,168,3,24,0,252,Sri Lanka
KC Sangakkara,55,16,39,81,125,4,26,0,0,Sri Lanka
WU Tharanga,57,16,41,73,125,4,26,0,0,Sri Lanka
MF Maharoof,0,0,0,0,125,4,26,0,0,Sri Lanka
KMDN Kulasekara,0,0,0,0,125,4,26,0,0,Sri Lanka
Misbah-ul-Haq,57,34,23,83,115,3,30,0,185,Pakistan
Umar Akmal,57,26,31,59,115,3,30,0,186,Pakistan
Hammad Azam,0,0,0,0,115,3,30,0,187,Pakistan
V Kohli,63,20,43,79,146,1,15,0,0,India
SR Tendulkar,87,42,45,121,146,1,15,0,0,India
SK Raina,0,0,0,0,146,1,15,0,0,India
Shakib Al Hasan,4,0,4,5,130,2,26,1,282,Bangladesh
Nasir Hossain,24,16,8,23,130,2,26,1,283,Bangladesh
Nasir Jamshed,107,42,65,105,178,0,33,0,0,Pakistan
Mohammad Hafeez,104,42,62,111,178,0,33,0,0,Pakistan
Umar Akmal,0,0,0,0,178,0,33,0,0,Pakistan
Younis Khan,0,0,0,0,178,0,33,0,0,Pakistan
RG Sharma,45,18,27,52,179,2,28,0,320,India
V Kohli,110,50,60,111,179,2,28,0,321,India
CK Kapugedera,43,8,35,78,107,3,30,1,0,Sri Lanka
WU Tharanga,16,12,4,15,107,3,30,1,0,Sri Lanka
