Batsman,Total Runs Scored,Home Runs,Milestones Reached, avg Balls Faced
JL Pattinson,5,1.0,0,6.0
Khurram Khan,43,2.0,0,9.0
S Matsikenyeri,102,6.0,0,11.0
D Ramdin,259,24.0,0,10.0
CS Baugh,41,1.0,0,10.0
RP Arnold,43,1.0,0,10.0
S Dhawan,159,16.0,0,12.0
JM Bairstow,18,1.0,0,7.0
RR Powar,23,2.0,0,16.0
TG Southee,31,2.0,0,6.0
SE Marsh,108,6.0,0,12.0
AD Mascarenhas,24,1.0,0,13.0
BRM Taylor,318,23.0,0,13.0
CA Ingram,70,6.0,0,15.0
IA Karim,22,3.0,0,10.0
CS MacLeod,35,5.0,0,17.0
MV Boucher,208,21.0,0,9.0
ES Szwarczynski,20,1.0,0,9.0
PJ Ongondo,9,1.0,0,8.0
Saqib Ali,24,3.0,0,12.0
AD Mathews,399,27.0,0,11.0
NT Broom,50,3.0,0,11.0
C de Grandhomme,24,3.0,0,19.0
KJ Coetzer,23,2.0,0,16.0
Mominul Haque,56,7.0,0,16.0
AN Kervezee,15,2.0,0,12.0
Yasir Shah,9,1.0,0,7.0
R Vinay Kumar,7,1.0,0,15.0
GH Worker,10,1.0,0,10.0
GC Wilson,93,8.0,0,13.0
SR Patel,47,4.0,0,8.0
Hashmatullah Shahidi,6,1.0,0,10.0
Salman Butt,78,8.0,0,14.0
SI Mahmood,8,1.0,0,7.0
TA Boult,5,1.0,0,9.0
MR Gillespie,21,4.0,0,16.0
JD Nel,5,1.0,0,1.0
S Chanderpaul,288,19.0,0,13.0
DA Warner,106,12.0,0,13.0
FL Reifer,23,2.0,0,14.0
TAM Siriwardana,15,1.0,0,6.0
A Bagai,72,3.0,0,12.0
SP Patil,20,1.0,0,14.0
WF Stelling,10,1.0,0,14.0
KC Sangakkara,998,86.0,0,13.0
AT Rayudu,101,9.0,0,13.0
SR Tendulkar,231,24.0,0,13.0
RK Kleinveldt,20,3.0,0,21.0
NFI McCallum,24,3.0,0,13.0
BCJ Cutting,12,1.0,0,14.0
MM Ali,50,5.0,0,8.0
DSNFG Jayasuriya,10,2.0,0,10.0
T Panyangara,18,3.0,0,4.0
Younis Khan,321,24.0,0,13.0
Wahab Riaz,29,3.0,0,7.0
MN van Wyk,10,1.0,0,6.0
HMRKB Herath,20,4.0,0,7.0
F du Plessis,322,27.0,0,11.0
WU Tharanga,291,27.0,0,14.0
AN Petersen,31,2.0,0,9.0
AC Botha,29,3.0,0,7.0
DG Brownlie,10,2.0,0,12.0
S Badrinath,9,1.0,0,21.0
MA Carberry,13,2.0,0,13.0
NL McCullum,148,10.0,0,10.0
DL Hemp,36,4.0,0,16.0
AG Cremer,83,7.0,0,13.0
A Flintoff,150,17.0,0,11.0
J Charles,25,2.0,0,10.0
G Gambhir,335,24.0,0,12.0
DT Johnston,39,4.0,0,10.0
Faisal Iqbal,7,1.0,0,8.0
Sarfraz Ahmed,101,5.0,0,9.0
Munir Dar,10,2.0,0,7.0
Anwar Ali,36,5.0,0,11.0
CR Woakes,110,9.0,0,11.0
Naeem Islam,135,11.0,0,14.0
Ahmed Raza,24,4.0,0,12.0
Anamul Haque,75,4.0,0,14.0
RS Morton,110,8.0,0,14.0
M Muralitharan,21,3.0,0,3.0
GS Ballance,25,1.0,0,13.0
SW Poynter,8,1.0,0,8.0
Alok Kapali,43,4.0,0,15.0
CJO Smith,16,2.0,0,8.0
AF Milne,10,2.0,0,3.0
EJ Richardson,11,2.0,0,15.0
Sabbir Rahman,94,12.0,0,14.0
PW Borren,80,9.0,0,10.0
R Clarke,11,1.0,0,17.0
JD Ryder,31,3.0,0,10.0
RV Uthappa,38,3.0,0,15.0
TC Bastiampillai,7,2.0,0,11.0
MA Starc,8,1.0,0,8.0
MN Waller,137,14.0,0,11.0
I Sharma,15,2.0,0,8.0
AJ Finch,128,12.0,0,16.0
ML Hayden,75,7.0,0,10.0
AR White,46,6.0,0,9.0
Shahid Afridi,485,55.0,0,9.0
JK Kamande,33,3.0,0,10.0
SP Fleming,29,2.0,0,10.0
U Bhatti,13,2.0,0,9.0
JJ Roy,9,1.0,0,15.0
Mohammad Rizwan,30,2.0,0,9.0
JDS Neesham,13,1.0,0,12.0
CO Obuya,81,8.0,0,8.0
BJ Watling,71,8.0,0,13.0
Kamran Akmal,102,7.0,0,9.0
CJ McKay,22,3.0,0,6.0
CRD Fernando,15,2.0,0,5.0
SPD Smith,244,21.0,0,11.0
ME Trescothick,30,3.0,0,10.0
C Munro,55,6.0,0,11.0
MF Maharoof,28,2.0,0,7.0
Raza-ur-Rehman,22,3.0,0,15.0
ND McKenzie,22,2.0,0,18.0
JE Taylor,8,1.0,0,3.0
JEC Franklin,93,3.0,0,9.0
LJ Wright,119,11.0,0,11.0
RR Rossouw,93,10.0,0,13.0
MS Atapattu,35,2.0,0,13.0
S Dhaniram,51,5.0,0,11.0
J Edness,16,1.0,0,12.0
KAJ Roach,25,3.0,0,9.0
Mohammad Shahzad,10,1.0,0,12.0
GP Swann,48,6.0,0,7.0
Naved-ul-Hasan,30,3.0,0,9.0
RS Bopara,311,19.0,0,10.0
Haris Sohail,90,7.0,0,10.0
Shoaib Malik,431,34.0,0,11.0
Nasir Jamshed,53,3.0,0,11.0
Shuvagoto Hom,22,4.0,0,12.0
RW Price,36,6.0,0,11.0
MA Ouma,27,2.0,0,10.0
R Gunasekera,16,1.0,0,11.0
RDM Leverock,9,1.0,0,10.0
HS Baidwan,20,2.0,0,8.0
Rizwan Cheema,22,2.0,0,7.0
WD Parnell,51,7.0,0,12.0
TT Bresnan,116,15.0,0,9.0
MS Wade,121,8.0,0,12.0
RD Berrington,91,9.0,0,11.0
Dawlat Zadran,35,5.0,0,9.0
KD Mills,45,2.0,0,7.0
JWM Dalrymple,52,2.0,0,10.0
KMDN Kulasekara,97,5.0,0,9.0
K Weeraratne,12,1.0,0,13.0
Suhrawadi Shuvo,8,1.0,0,5.0
RR Sarwan,215,20.0,0,12.0
Arafat Sunny,5,1.0,0,12.0
Q de Kock,125,13.0,0,15.0
Yasir Hameed,25,1.0,0,20.0
MJ Prior,65,7.0,0,11.0
J Botha,58,4.0,0,9.0
DA Miller,195,21.0,0,11.0
RT Ponting,369,30.0,0,12.0
MJ Clarke,680,50.0,0,12.0
Habibul Bashar,40,3.0,0,12.0
RR Patel,24,2.0,0,14.0
GH Dockrell,32,3.0,0,11.0
GJ Maxwell,185,23.0,0,9.0
RJ Nicol,31,3.0,0,16.0
RJ Peterson,17,1.0,0,7.0
Usman Ghani,11,1.0,0,14.0
SO Tikolo,26,2.0,0,12.0
T Mishra,28,1.0,0,12.0
MR Marsh,119,10.0,0,13.0
J Lewis,9,2.0,0,4.0
R Rampaul,60,8.0,0,10.0
D Langford-Smith,17,2.0,0,10.0
RN ten Doeschate,69,7.0,0,16.0
KD Karthik,98,7.0,0,12.0
AG Prince,34,2.0,0,9.0
JM Anderson,7,1.0,0,3.0
PJ Cummins,0,1.0,0,11.0
Mohammad Amir,18,3.0,0,13.0
TBM de Leede,5,1.0,0,11.0
S Randiv,53,6.0,0,11.0
RM Haq,27,2.0,0,7.0
JL Carter,20,3.0,0,17.0
SR Clark,9,1.0,0,9.0
F Behardien,84,4.0,0,10.0
NN Odhiambo,37,4.0,0,7.0
MS Chapman,14,1.0,0,16.0
Nasir Hossain,175,12.0,0,12.0
IG Butler,17,1.0,0,13.0
B Zuiderent,14,1.0,0,8.0
HJW Gardiner,31,4.0,0,14.0
TT Samaraweera,89,6.0,0,10.0
JS Patel,12,1.0,0,8.0
AA Obanda,33,4.0,0,16.0
Misbah-ul-Haq,723,56.0,0,13.0
DBL Powell,30,4.0,0,16.0
Shakib Al Hasan,620,52.0,0,12.0
Shahriar Nafees,49,5.0,0,17.0
MH Cross,50,5.0,0,11.0
Javed Omar,11,1.0,0,16.0
ZE Surkari,17,1.0,0,8.0
KS Williamson,399,41.0,0,13.0
K Karate,7,1.0,0,14.0
LPC Silva,167,14.0,0,12.0
P Utseya,105,3.0,0,10.0
KM Jarvis,13,2.0,0,21.0
GJ Hopkins,49,4.0,0,12.0
PJC Hoffmann,7,1.0,0,8.0
L Ronchi,118,12.0,0,12.0
WPUJC Vaas,40,4.0,0,13.0
BJ Haddin,175,15.0,0,11.0
AN Cook,112,8.0,0,13.0
BC Lara,152,15.0,0,14.0
PJ Hughes,78,10.0,0,16.0
JF Mooney,72,7.0,0,10.0
DT Christian,46,5.0,0,12.0
JP Faulkner,88,12.0,0,12.0
HS Modi,9,1.0,0,11.0
Mohammad Sami,14,1.0,0,16.0
T Taibu,223,15.0,0,13.0
JO Ngoche,10,1.0,0,9.0
SMSM Senanayake,22,2.0,0,11.0
KTGD Prasad,21,4.0,0,4.0
AB de Villiers,1155,110.0,0,13.0
A Nel,12,1.0,0,11.0
Aamer Yamin,18,3.0,0,18.0
SM Sharif,5,1.0,0,9.0
TM Odoyo,74,5.0,0,10.0
JE Root,343,25.0,0,12.0
Imad Wasim,11,1.0,0,14.0
TM Dilshan,477,41.0,0,12.0
KJ O'Brien,256,30.0,0,11.0
RG Sharma,454,40.0,0,12.0
EJG Morgan,589,52.0,0,11.0
DR Flynn,21,2.0,0,9.0
Harbhajan Singh,37,2.0,0,6.0
Umar Amin,51,2.0,0,10.0
JO Holder,35,4.0,0,9.0
GD Drummond,24,3.0,0,12.0
GR Codrington,12,2.0,0,11.0
SS Pathirana,16,1.0,0,13.0
Umar Akmal,457,43.0,0,11.0
M Kaif,34,2.0,0,12.0
MH Yardy,68,2.0,0,13.0
RJ Trott,21,3.0,0,14.0
TL Chatara,4,1.0,0,4.0
CM Wright,8,1.0,0,13.0
Imrul Kayes,66,4.0,0,8.0
MN Samuels,443,50.0,0,14.0
MK Pandey,23,2.0,0,11.0
SF Mire,51,4.0,0,12.0
STR Binny,26,2.0,0,12.0
Dhiman Ghosh,13,2.0,0,6.0
MA Leask,34,5.0,0,15.0
TJ Murtagh,9,2.0,0,15.0
DW Steyn,31,5.0,0,9.0
DR Smith,33,4.0,0,7.0
BB McCullum,240,26.0,0,10.0
SK Raina,805,80.0,0,11.0
BA Stokes,64,5.0,0,7.0
P Kumar,19,2.0,0,10.0
OA Shah,202,17.0,0,11.0
Azhar Ali,95,8.0,0,13.0
V Kohli,934,104.0,0,14.0
SE Findlay,12,1.0,0,14.0
