Batsman,Total Runs Scored,Home Runs,Milestones Reached, avg Balls Faced
H Masakadza,574,82.0,0,12.0
AJ Redmond,25,3.0,0,10.0
GS Ballance,10,3.0,0,4.0
Skhawat Ali,9,1.0,0,9.0
WTS Porterfield,355,50.0,0,14.0
Yuvraj Singh,38,6.0,0,4.0
Azhar Ali,211,28.0,0,14.0
AM Samad,39,5.0,0,11.0
LOB Cann,31,4.0,0,16.0
WU Tharanga,1015,139.0,0,14.0
DS Smith,234,35.0,0,11.0
AA Obanda,89,13.0,0,13.0
AN Petersen,70,9.0,0,11.0
LD Chandimal,24,4.0,0,5.0
AC Botha,29,5.0,0,10.0
RM Haq,24,4.0,0,14.0
DG Brownlie,43,7.0,0,14.0
DF Watts,42,2.0,0,14.0
PJ Forrest,20,3.0,0,11.0
MS Dhoni,26,4.0,0,8.0
MA Carberry,42,6.0,0,13.0
TM Dilshan,1888,318.0,0,13.0
AJ Strauss,680,96.0,0,14.0
SR Waters,41,5.0,0,13.0
DC Thomas,5,1.0,0,13.0
JH Kallis,172,22.0,0,10.0
IA Karim,38,6.0,0,15.0
LRPL Taylor,77,10.0,0,7.0
CH Gayle,1044,167.0,0,12.0
ES Szwarczynski,57,10.0,0,11.0
Zeeshan Siddiqi,5,1.0,0,11.0
JA Burns,50,7.0,0,13.0
G Gambhir,826,118.0,0,11.0
MDKJ Perera,430,69.0,1.0,11.0
HH Gibbs,301,44.0,0,12.0
NJ Astle,28,5.0,0,8.0
HJW Gardiner,39,3.0,0,9.0
MN van Wyk,72,12.0,0,12.0
Sarfraz Ahmed,66,5.0,0,13.0
DJ Reekers,33,7.0,0,6.0
NJ O'Brien,36,5.0,0,5.0
AR Berenger,48,7.0,0,10.0
FDM Karunaratne,37,3.0,0,11.0
J Anderson,12,2.0,0,12.0
BA Parchment,39,3.0,0,14.0
S Chattergoon,30,5.0,0,12.0
AB Barath,81,14.0,0,13.0
Mohammad Yousuf,25,3.0,0,6.0
SM Katich,18,3.0,0,11.0
DPMD Jayawardene,456,60.0,0,11.0
A Bagai,30,6.0,0,6.0
PG Fulton,70,10.0,0,12.0
F du Plessis,97,10.0,0,8.0
SPD Smith,88,11.0,0,8.0
W Jaffer,10,2.0,0,10.0
Anamul Haque,160,21.0,0,13.0
Shakib Al Hasan,37,7.0,0,5.0
Shahriar Nafees,220,32.0,0,12.0
HJH Marshall,8,1.0,0,8.0
Ahmed Shehzad,527,76.0,0,13.0
RS Morton,40,2.0,0,11.0
LM Jongwe,10,1.0,0,15.0
MH Cross,31,3.0,0,9.0
KOA Powell,193,28.0,0,11.0
Sharjeel Khan,105,18.0,0,12.0
Amjad Ali,139,20.0,0,15.0
Javed Omar,27,4.0,0,13.0
Mahmudullah,38,6.0,0,8.0
KS Williamson,166,19.0,0,8.0
ADS Fletcher,80,12.0,0,13.0
JR Hopes,45,5.0,0,14.0
T Maruma,6,1.0,0,10.0
JL Denly,50,10.0,0,12.0
LPC Silva,4,1.0,0,4.0
E Chigumbura,11,1.0,0,15.0
PR Stirling,324,51.0,0,10.0
KP Pietersen,179,23.0,0,10.0
GEF Barnett,30,4.0,0,10.0
DO Obuya,56,5.0,0,9.0
TC Bastiampillai,15,2.0,0,12.0
CJ Smith,27,4.0,0,9.0
PJ Moor,32,4.0,0,14.0
Mithun Ali,13,3.0,0,16.0
MR Swart,24,4.0,0,14.0
Imran Nazir,166,28.0,0,13.0
BJ Haddin,369,51.0,0,12.0
Shahid Afridi,48,8.0,0,8.0
Imran Farhat,200,27.0,0,13.0
AN Cook,823,115.0,0,14.0
TWM Latham,112,17.0,0,11.0
AJ Finch,469,68.0,0,12.0
TN de Grooth,13,1.0,0,16.0
AM Rahane,264,34.0,0,12.0
JDS Neesham,19,3.0,0,13.0
W Barresi,53,6.0,0,8.0
ML Hayden,385,61.0,0,14.0
PJ Hughes,120,17.0,0,13.0
PA Patel,210,28.0,0,14.0
C Zhuwao,14,3.0,0,15.0
KD Shah,9,1.0,0,14.0
Khalid Latif,41,6.0,0,12.0
Amjad Javed,6,2.0,0,10.0
Rajin Saleh,11,1.0,0,17.0
SP Fleming,159,21.0,0,11.0
MB Loye,63,9.0,0,14.0
Noor Ali Zadran,165,30.0,0,13.0
SMA Priyanjan,5,1.0,0,7.0
Anshuman Rath,12,3.0,0,18.0
JP Duminy,45,7.0,0,10.0
SJ Myburgh,49,7.0,0,13.0
M Vijay,110,14.0,0,13.0
T Taibu,31,4.0,0,7.0
JJ Roy,204,33.0,0,13.0
Jahurul Islam,6,1.0,0,6.0
SC Ganguly,201,32.0,0,13.0
GJ Maxwell,50,11.0,0,18.0
MWA van Nierop,4,1.0,0,16.0
CO Obuya,33,4.0,0,10.0
BJ Watling,56,5.0,0,11.0
H Patel,82,13.0,0,10.0
Kamran Akmal,355,51.0,0,12.0
PD Collingwood,12,1.0,0,4.0
AB de Villiers,263,45.0,0,11.0
JH Davey,10,1.0,0,4.0
Asad Shafiq,65,8.0,0,7.0
AP Devcich,67,11.0,0,12.0
KJ Coetzer,116,19.0,0,11.0
V Sibanda,418,61.0,0,12.0
Aftab Ahmed,35,5.0,0,5.0
IR Bell,749,105.0,0,12.0
Liton Das,17,3.0,0,7.0
C Kieswetter,266,44.0,0,12.0
S Matsikenyeri,45,5.0,0,10.0
JJ Atkinson,7,1.0,0,12.0
MN Waller,7,1.0,0,6.0
Nazimuddin,52,6.0,0,11.0
JE Root,53,7.0,0,7.0
Nasir Jamshed,347,53.0,0,12.0
IK Pathan,15,3.0,0,7.0
MD Gunathilaka,58,9.0,0,16.0
AC Gilchrist,466,71.0,0,13.0
ST Jayasuriya,690,108.0,0,12.0
KJ O'Brien,8,2.0,0,6.0
RG Sharma,583,79.0,0,14.0
DM Bravo,124,18.0,0,9.0
CJ Chibhabha,363,51.0,0,12.0
Tamim Iqbal,1211,176.0,0,13.0
Ziaur Rahman,12,3.0,0,13.0
GD Elliott,10,1.0,0,5.0
JM How,97,10.0,0,12.0
Mohammad Hafeez,745,104.0,0,12.0
Sami Aslam,14,3.0,0,13.0
MW Machan,45,5.0,0,10.0
HD Rutherford,8,1.0,0,8.0
R Mutumbami,48,6.0,0,10.0
LJ Wright,38,5.0,0,10.0
RR Rossouw,31,5.0,0,7.0
GH Bodi,17,1.0,0,18.0
Nawroz Mangal,36,3.0,0,13.0
DR Martyn,6,1.0,0,4.0
Umar Amin,17,3.0,0,13.0
MS Atapattu,19,2.0,0,10.0
LE Bosman,60,8.0,0,9.0
RJ Peterson,29,4.0,0,9.0
JWA Taylor,61,10.0,0,8.0
DCC Borden,8,1.0,0,12.0
P Mustard,73,13.0,0,10.0
S Dhawan,588,87.0,0,12.0
S Dhaniram,11,2.0,0,4.0
Umar Akmal,12,3.0,0,6.0
SO Tikolo,17,3.0,0,10.0
Karim Sadiq,84,13.0,0,14.0
Naeem Islam,8,1.0,0,5.0
Mohammad Shahzad,136,22.0,0,10.0
HH Dippenaar,51,9.0,0,11.0
DM Richards,59,8.0,0,12.0
CS MacLeod,101,16.0,0,9.0
Soumya Sarkar,166,28.0,0,13.0
Bilal Asif,22,4.0,0,11.0
Mohammad Iqbal,8,2.0,0,9.0
EC Joyce,204,33.0,0,11.0
Q de Kock,517,84.0,0,13.0
Mushfiqur Rahim,55,8.0,0,8.0
Mohammad Ashraful,121,13.0,0,8.0
Haris Sohail,18,4.0,0,4.0
SE Marsh,346,53.0,0,14.0
Shoaib Malik,64,8.0,0,10.0
OA Shah,30,5.0,0,8.0
BRM Taylor,272,38.0,0,10.0
CA Ingram,44,5.0,0,6.0
MA Ouma,122,17.0,0,12.0
DA Minors,21,3.0,0,9.0
R Gunasekera,51,5.0,0,12.0
MP Vaughan,51,7.0,0,10.0
GC Wilson,23,3.0,0,13.0
Junaid Siddique,235,38.0,0,10.0
J Charles,275,44.0,0,12.0
NR Kumar,47,4.0,0,12.0
TD Paine,151,21.0,0,13.0
MS Wade,114,13.0,0,14.0
RD Berrington,5,1.0,0,5.0
T Duffin,29,3.0,0,13.0
JD Ryder,338,53.0,0,13.0
SM Davies,67,12.0,0,12.0
MDK Perera,27,2.0,0,14.0
DR Smith,172,25.0,0,10.0
SR Watson,1043,155.0,0,13.0
BB McCullum,1237,206.0,2.0,12.0
Mominul Haque,25,2.0,0,9.0
SK Raina,43,7.0,0,7.0
RG Aga,5,1.0,0,3.0
AN Kervezee,38,5.0,0,14.0
UT Khawaja,39,5.0,0,12.0
MA Vermeulen,57,8.0,0,13.0
Sikandar Raza,183,27.0,0,12.0
J Blackwood,11,1.0,0,12.0
RR Sarwan,100,16.0,0,8.0
JL Ontong,5,1.0,0,10.0
MN Samuels,74,10.0,0,6.0
CA Pujara,8,1.0,0,9.0
Arshad Ali,11,1.0,0,10.0
V Kohli,237,28.0,0,8.0
GC Smith,814,94.0,0,12.0
IJL Trott,173,23.0,0,10.0
MK Tiwary,12,1.0,0,14.0
