Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Target,Team,Home
DPMD Jayawardene,16,0,16,41,39,2,42,0,0,14,0,Sri Lanka,0
S Chanderpaul,12,0,12,43,42,3,15,0,4,6,180,West Indies,1
RR Sarwan,12,0,12,30,42,3,15,0,0,5,180,West Indies,1
Shakib Al Hasan,1,0,1,4,40,0,19,2,0,4,0,Bangladesh,0
Aftab Ahmed,7,4,3,11,40,0,19,2,8,8,0,Bangladesh,0
HJH Marshall,16,4,12,26,60,1,26,0,0,14,168,New Zealand,0
SP Fleming,55,32,23,67,60,1,26,0,10,11,168,New Zealand,0
NJ O'Brien,16,8,8,28,31,2,27,1,4,5,0,Ireland,0
AR White,0,0,0,1,31,2,27,1,12,4,0,Ireland,0
AC Botha,0,0,0,0,31,2,27,1,0,2,0,Ireland,0
AG Prince,4,0,4,7,79,2,12,1,0,9,161,South Africa,0
JH Kallis,40,28,12,53,79,2,12,1,4,11,161,South Africa,0
DPMD Jayawardene,8,0,8,10,55,1,18,1,8,10,0,Sri Lanka,0
WU Tharanga,23,0,23,54,55,1,18,1,0,4,0,Sri Lanka,0
KP Pietersen,35,18,17,40,69,2,15,0,0,9,228,England,0
IR Bell,39,16,23,56,69,2,15,0,0,7,228,England,0
Shakib Al Hasan,0,0,0,8,44,1,20,2,4,5,0,Bangladesh,0
Mohammad Ashraful,4,4,0,1,44,1,20,2,0,1,0,Bangladesh,0
Aftab Ahmed,0,0,0,0,44,1,20,2,0,3,0,Bangladesh,0
MV Boucher,0,0,0,0,58,1,4,3,0,4,171,South Africa,0
JM Kemp,2,0,2,15,58,1,4,3,0,3,171,South Africa,0
KP Pietersen,45,26,19,44,69,2,27,0,0,14,0,England,0
IR Bell,39,20,19,60,69,2,27,0,8,15,0,England,0
RT Ponting,18,12,6,31,67,1,20,1,0,10,238,Australia,0
MJ Clarke,1,0,1,2,67,1,20,1,0,6,238,Australia,0
PG Fulton,47,32,15,64,66,2,21,1,0,5,0,New Zealand,0
CD McMillan,4,0,4,14,66,2,21,1,10,8,0,New Zealand,0
JDP Oram,0,0,0,0,66,2,21,1,0,0,0,New Zealand,0
NJ O'Brien,11,4,7,37,37,3,23,0,4,3,122,Ireland,0
KJ O'Brien,22,14,8,21,37,3,23,0,6,8,122,Ireland,0
AB de Villiers,53,30,23,64,80,1,26,0,0,9,0,South Africa,0
JH Kallis,46,26,20,39,80,1,26,0,0,8,0,South Africa,0
DJ Bravo,1,0,1,2,87,3,33,1,0,5,283,West Indies,1
RR Sarwan,29,16,13,23,87,3,33,1,8,10,283,West Indies,1
KA Pollard,0,0,0,0,87,3,33,1,0,1,283,West Indies,1
SB Styris,39,24,15,62,41,2,26,1,0,10,0,New Zealand,0
CD McMillan,0,0,0,1,41,2,26,1,0,1,0,New Zealand,0
JDP Oram,0,0,0,0,41,2,26,1,0,4,0,New Zealand,0
ST Jayasuriya,48,18,30,57,72,1,15,0,8,7,197,Sri Lanka,0
KC Sangakkara,28,4,24,46,72,1,15,0,0,6,197,Sri Lanka,0
WK McCallan,5,0,5,13,41,6,18,1,0,0,0,Ireland,0
D Langford-Smith,0,0,0,0,41,6,18,1,0,2,0,Ireland,0
JF Mooney,13,4,9,17,41,6,18,1,4,3,0,Ireland,0
WB Rankin,0,0,0,0,41,6,18,1,0,0,0,Ireland,0
AG Prince,0,0,0,0,30,2,18,1,0,7,0,South Africa,0
HH Gibbs,25,10,15,49,30,2,18,1,4,5,0,South Africa,0
SB Styris,14,4,10,23,46,2,17,0,0,7,185,New Zealand,0
SP Fleming,23,8,15,49,46,2,17,0,8,4,185,New Zealand,0
WTS Porterfield,44,12,32,79,47,0,17,0,0,5,0,Ireland,0
JP Bray,20,4,16,48,47,0,17,0,0,10,0,Ireland,0
Mohammad Ashraful,29,22,7,26,48,3,32,1,4,2,148,Bangladesh,0
Habibul Bashar,0,0,0,0,48,3,32,1,0,4,148,Bangladesh,0
Mushfiqur Rahim,0,0,0,0,48,3,32,1,0,0,148,Bangladesh,0
LPC Silva,22,12,10,52,46,3,13,0,4,6,0,Sri Lanka,0
DPMD Jayawardene,19,8,11,34,46,3,13,0,0,8,0,Sri Lanka,0
RT Ponting,21,8,13,26,78,2,29,0,0,5,224,Australia,0
MJ Clarke,15,12,3,19,78,2,29,0,4,4,224,Australia,0
A Symonds,0,0,0,0,78,2,29,0,0,5,224,Australia,0
PD Collingwood,6,4,2,12,45,2,16,1,4,5,0,England,0
AJ Strauss,28,14,14,34,45,2,16,1,0,10,0,England,0
KJ O'Brien,2,0,2,4,38,3,5,4,0,0,0,Ireland,0
D Langford-Smith,0,0,0,0,38,3,5,4,14,3,0,Ireland,0
WK McCallan,0,0,0,2,38,3,5,4,0,0,0,Ireland,0
WB Rankin,0,0,0,0,38,3,5,4,0,2,0,Ireland,0
S Chanderpaul,12,4,8,38,24,2,20,0,0,9,0,West Indies,1
MN Samuels,26,12,14,60,24,2,20,0,4,1,0,West Indies,1
RR Sarwan,0,0,0,0,24,2,20,0,0,6,0,West Indies,1
Habibul Bashar,8,4,4,17,30,4,12,1,0,4,122,Bangladesh,0
Mashrafe Mortaza,0,0,0,0,30,4,12,1,16,5,122,Bangladesh,0
Mushfiqur Rahim,3,0,3,15,30,4,12,1,0,3,122,Bangladesh,0
ML Hayden,59,30,29,65,92,1,26,0,4,12,0,Australia,0
RT Ponting,58,28,30,61,92,1,26,0,0,8,0,Australia,0
MJ Clarke,0,0,0,0,92,1,26,0,0,4,0,Australia,0
PG Fulton,48,12,36,54,85,5,23,1,8,6,125,New Zealand,0
DL Vettori,4,4,0,3,85,5,23,1,0,0,125,New Zealand,0
MR Gillespie,0,0,0,0,85,5,23,1,0,2,125,New Zealand,0
MJ Mason,0,0,0,0,85,5,23,1,0,0,125,New Zealand,0
JS Patel,0,0,0,0,85,5,23,1,0,0,125,New Zealand,0
WU Tharanga,49,32,17,54,60,2,14,0,10,14,0,Sri Lanka,0
DPMD Jayawardene,6,0,6,26,60,2,14,0,0,3,0,Sri Lanka,0
SB Styris,34,26,8,32,42,2,41,0,0,3,188,New Zealand,0
PG Fulton,39,14,25,68,42,2,41,0,0,7,188,New Zealand,0
JDP Oram,0,0,0,0,42,2,41,0,0,3,188,New Zealand,0
BB McCullum,0,0,0,0,42,2,41,0,0,0,188,New Zealand,0
CD McMillan,0,0,0,0,42,2,41,0,0,1,188,New Zealand,0
DL Vettori,0,0,0,0,42,2,41,0,0,0,188,New Zealand,0
JM Kemp,10,0,10,30,48,5,16,0,6,2,0,South Africa,0
HH Gibbs,32,20,12,40,48,5,16,0,4,3,0,South Africa,0
AJ Hall,0,0,0,0,48,5,16,0,0,1,0,South Africa,0
MJ Clarke,28,16,12,44,59,2,28,0,0,9,143,Australia,0
ML Hayden,36,16,20,49,59,2,28,0,0,5,143,Australia,0
A Symonds,0,0,0,0,59,2,28,0,0,0,143,Australia,0
ML Hayden,31,12,19,53,88,0,39,0,6,1,0,Australia,0
AC Gilchrist,96,64,32,73,88,0,39,0,20,7,0,Australia,0
RT Ponting,0,0,0,0,88,0,39,0,0,3,0,Australia,0
DPMD Jayawardene,1,0,1,1,85,1,31,1,4,12,201,Sri Lanka,0
ST Jayasuriya,55,32,23,62,85,1,31,1,4,4,201,Sri Lanka,0
LPC Silva,0,0,0,0,85,1,31,1,0,2,201,Sri Lanka,0
H Masakadza,19,4,15,43,68,1,9,1,12,4,0,Zimbabwe,1
BRM Taylor,1,0,1,6,68,1,9,1,0,4,0,Zimbabwe,1
Rajin Saleh,36,24,12,56,62,0,26,0,0,1,192,Bangladesh,0
Shahriar Nafees,52,24,28,68,62,0,26,0,8,7,192,Bangladesh,0
Aftab Ahmed,0,0,0,0,62,0,26,0,0,3,192,Bangladesh,0
AB de Villiers,4,0,4,11,59,2,19,1,4,6,0,South Africa,1
JH Kallis,49,36,13,67,59,2,19,1,4,3,0,South Africa,1
SK Raina,2,0,2,8,55,2,20,2,0,2,89,India,0
MS Dhoni,12,12,0,16,55,2,20,2,0,2,89,India,0
D Mongia,0,0,0,0,55,2,20,2,0,1,89,India,0
Harbhajan Singh,0,0,0,0,55,2,20,2,0,1,89,India,0
AB Agarkar,0,0,0,0,55,2,20,2,0,0,89,India,0
JM Kemp,0,0,0,0,44,4,30,2,0,3,0,South Africa,1
SM Pollock,0,0,0,4,44,4,30,2,12,0,0,South Africa,1
R Dravid,21,8,13,54,37,3,22,1,4,4,164,India,0
MS Dhoni,12,10,2,15,37,3,22,1,4,10,164,India,0
MV Boucher,1,0,1,3,63,2,27,2,4,9,0,South Africa,1
HH Gibbs,27,16,11,44,63,2,27,2,0,6,0,South Africa,1
IK Pathan,1,0,1,1,54,4,26,1,18,5,152,India,0
KD Karthik,14,8,6,34,54,4,26,1,0,3,152,India,0
AB Agarkar,0,0,0,0,54,4,26,1,0,1,152,India,0
SR Tendulkar,25,12,13,63,20,2,23,0,8,4,0,India,0
D Mongia,7,0,7,37,20,2,23,0,4,5,0,India,0
AB de Villiers,59,36,23,64,82,0,26,0,4,5,188,South Africa,1
GC Smith,49,30,19,63,82,0,26,0,10,9,188,South Africa,1
MJ Clarke,3,0,3,12,76,1,25,1,8,7,0,Australia,1
RT Ponting,10,8,2,17,76,1,25,1,0,0,0,Australia,1
A Symonds,0,0,0,0,76,1,25,1,0,2,0,Australia,1
PG Fulton,1,0,1,1,60,2,18,1,6,6,175,New Zealand,0
LRPL Taylor,43,32,11,53,60,2,18,1,16,9,175,New Zealand,0
ML Hayden,38,16,22,56,61,1,22,0,8,8,0,Australia,1
RT Ponting,32,8,24,47,61,1,22,0,12,6,0,Australia,1
L Vincent,53,34,19,65,72,1,34,1,4,9,309,New Zealand,0
LRPL Taylor,2,0,2,3,72,1,34,1,4,9,309,New Zealand,0
PG Fulton,35,12,23,48,60,1,33,0,0,10,0,New Zealand,0
L Vincent,49,26,23,64,60,1,33,0,0,12,0,New Zealand,0
MJ Clarke,6,0,6,15,73,2,22,0,0,3,279,Australia,1
RT Ponting,32,12,20,35,73,2,22,0,4,9,279,Australia,1
BJ Hodge,0,0,0,0,73,2,22,0,0,5,279,Australia,1
KP Pietersen,24,8,16,33,55,2,23,1,4,6,0,England,0
PD Collingwood,1,0,1,7,55,2,23,1,0,10,0,England,0
MJ Clarke,0,0,0,5,84,0,12,2,4,6,228,Australia,1
RT Ponting,8,0,8,13,84,0,12,2,12,9,228,Australia,1
A Flintoff,0,0,0,7,61,2,9,3,4,9,0,England,0
PA Nixon,1,0,1,10,61,2,9,3,4,4,0,England,0
MEK Hussey,6,0,6,22,43,4,12,0,4,1,139,Australia,1
MJ Clarke,18,0,18,42,43,4,12,0,8,5,139,Australia,1
A Flintoff,0,0,0,0,68,2,7,2,0,6,0,England,0
PD Collingwood,3,0,3,16,68,2,7,2,0,0,0,England,0
JWM Dalrymple,0,0,0,0,68,2,7,2,0,3,0,England,0
ML Hayden,18,4,14,55,65,1,18,0,4,8,105,Australia,1
RT Ponting,42,20,22,49,65,1,18,0,4,5,105,Australia,1
EC Joyce,34,20,14,60,66,1,20,0,4,9,0,England,0
IR Bell,23,12,11,33,66,1,20,0,0,12,0,England,0
ML Hayden,50,34,16,64,46,3,50,0,0,1,177,Australia,1
A Symonds,27,18,9,25,46,3,50,0,4,8,177,Australia,1
MEK Hussey,0,0,0,0,46,3,50,0,0,6,177,Australia,1
CL White,0,0,0,0,46,3,50,0,0,1,177,Australia,1
NW Bracken,0,0,0,0,46,3,50,0,0,0,177,Australia,1
NJ Astle,41,30,11,57,62,2,18,1,0,4,0,New Zealand,0
PG Fulton,10,4,6,14,62,2,18,1,0,8,0,New Zealand,0
CD McMillan,0,0,0,0,62,2,18,1,0,1,0,New Zealand,0
IR Bell,20,8,12,30,49,1,18,1,0,9,196,England,0
EC Joyce,2,0,2,6,49,1,18,1,0,3,196,England,0
PD Collingwood,0,0,0,0,49,1,18,1,0,0,196,England,0
LRPL Taylor,9,4,5,28,37,2,19,1,0,6,0,New Zealand,0
CD McMillan,2,0,2,5,37,2,19,1,0,0,0,New Zealand,0
JDP Oram,0,0,0,0,37,2,19,1,0,1,0,New Zealand,0
BB McCullum,0,0,0,0,37,2,19,1,0,2,0,New Zealand,0
PD Collingwood,4,0,4,26,39,3,13,0,0,6,113,England,0
EC Joyce,19,12,7,35,39,3,13,0,8,6,113,England,0
A Flintoff,0,0,0,0,39,3,13,0,0,0,113,England,0
LRPL Taylor,30,16,14,37,70,2,23,0,4,9,0,New Zealand,0
L Vincent,33,20,13,58,70,2,23,0,0,10,0,New Zealand,0
AJ Strauss,3,0,3,5,72,1,27,1,0,9,243,England,0
EC Joyce,50,24,26,60,72,1,27,1,0,10,243,England,0
ML Hayden,52,20,32,72,76,1,18,0,8,7,0,Australia,1
RT Ponting,37,12,25,43,76,1,18,0,4,9,0,Australia,1
PD Collingwood,34,12,22,45,40,3,34,0,6,11,241,England,0
IR Bell,34,12,22,52,40,3,34,0,0,12,241,England,0
PD Collingwood,1,0,1,3,53,1,26,2,0,9,0,England,0
IR Bell,12,4,8,28,53,1,26,2,0,11,0,England,0
SR Watson,32,18,14,39,69,5,24,0,4,1,142,Australia,1
BJ Hodge,29,16,13,33,69,5,24,0,4,10,142,Australia,1
GB Hogg,0,0,0,0,69,5,24,0,4,6,142,Australia,1
B Lee,0,0,0,0,69,5,24,0,0,0,142,Australia,1
DPMD Jayawardene,33,30,3,20,68,1,45,0,0,2,0,Sri Lanka,0
WU Tharanga,49,34,15,55,68,1,45,0,0,6,0,Sri Lanka,0
KC Sangakkara,0,0,0,0,68,1,45,0,0,4,0,Sri Lanka,0
Farhad Reza,2,0,2,8,41,2,17,2,22,4,230,Bangladesh,0
Shakib Al Hasan,0,0,0,17,41,2,17,2,12,5,230,Bangladesh,0
AJ Ireland,1,0,1,1,39,5,18,2,4,0,0,Zimbabwe,0
P Utseya,11,4,7,14,39,5,18,2,0,7,0,Zimbabwe,0
WU Tharanga,64,42,22,77,67,2,26,0,0,4,0,Sri Lanka,0
KC Sangakkara,16,4,12,24,67,2,26,0,0,6,0,Sri Lanka,0
S Matsikenyeri,0,0,0,1,45,3,35,3,0,2,115,Zimbabwe,0
P Utseya,8,8,0,4,45,3,35,3,4,2,115,Zimbabwe,0
T Mupariwa,0,0,0,0,45,3,35,3,0,1,115,Zimbabwe,0
Aftab Ahmed,53,40,13,44,69,1,24,1,0,6,0,Bangladesh,0
Shakib Al Hasan,0,0,0,1,69,1,24,1,0,0,0,Bangladesh,0
Habibul Bashar,0,0,0,0,69,1,24,1,0,0,0,Bangladesh,0
Farhad Reza,0,0,0,0,69,1,24,1,0,6,0,Bangladesh,0
Khaled Mashud,0,0,0,0,69,1,24,1,0,1,0,Bangladesh,0
CH Gayle,43,24,19,64,59,0,17,0,0,5,157,West Indies,0
S Chanderpaul,33,16,17,60,59,0,17,0,4,2,157,West Indies,0
MN Samuels,1,0,1,10,38,4,6,1,0,0,0,West Indies,0
DR Smith,0,0,0,0,38,4,6,1,0,0,0,West Indies,0
CS Baugh,0,0,0,0,38,4,6,1,0,1,0,West Indies,0
WW Hinds,22,12,10,64,38,4,6,1,0,5,0,West Indies,0
FH Edwards,0,0,0,0,38,4,6,1,0,0,0,West Indies,0
JWM Dalrymple,5,0,5,2,33,4,32,1,0,11,0,England,0
PD Collingwood,15,8,7,25,33,4,32,1,4,1,0,England,0
Yuvraj Singh,17,12,5,33,77,3,10,1,4,3,108,India,1
MS Dhoni,3,0,3,7,77,3,10,1,0,4,108,India,1
SP Fleming,44,36,8,52,65,1,13,2,0,6,0,New Zealand,0
PG Fulton,2,0,2,10,65,1,13,2,0,0,0,New Zealand,0
JDP Oram,0,0,0,0,65,1,13,2,4,3,0,New Zealand,0
GC Smith,41,20,21,54,47,4,17,0,0,1,100,South Africa,0
JM Kemp,7,4,3,18,47,4,17,0,0,3,100,South Africa,0
SM Pollock,0,0,0,0,47,4,17,0,0,1,100,South Africa,0
AJ Hall,0,0,0,0,47,4,17,0,0,2,100,South Africa,0
DPMD Jayawardene,20,8,12,31,85,1,35,1,4,7,0,Sri Lanka,0
KC Sangakkara,14,12,2,10,85,1,35,1,0,6,0,Sri Lanka,0
MS Atapattu,0,0,0,0,85,1,35,1,0,2,0,Sri Lanka,0
Mohammad Yousuf,16,12,4,28,85,2,13,1,0,9,237,Pakistan,0
Shahid Afridi,0,0,0,2,85,2,13,1,0,1,237,Pakistan,0
Shoaib Malik,0,0,0,0,85,2,13,1,0,1,237,Pakistan,0
RS Morton,14,8,6,19,60,4,11,0,4,5,0,West Indies,0
BC Lara,3,0,3,16,60,4,11,0,4,3,0,West Indies,0
AC Gilchrist,37,20,17,62,59,3,14,1,4,8,205,Australia,0
MJ Clarke,0,0,0,0,59,3,14,1,4,7,205,Australia,0
NJ Astle,30,20,10,58,33,2,17,1,4,4,0,New Zealand,0
SB Styris,3,0,3,10,33,2,17,1,0,0,0,New Zealand,0
JDP Oram,0,0,0,0,33,2,17,1,0,6,0,New Zealand,0
DPMD Jayawardene,30,16,14,48,79,1,17,0,4,8,154,Sri Lanka,0
WU Tharanga,46,36,10,65,79,1,17,0,0,9,154,Sri Lanka,0
A Flintoff,1,0,1,1,64,0,17,2,0,3,0,England,0
AJ Strauss,36,16,20,58,64,0,17,2,8,6,0,England,0
MEK Hussey,9,0,9,36,86,3,8,0,0,7,151,Australia,0
DR Martyn,53,36,17,50,86,3,8,0,0,6,151,Australia,0
JH Kallis,25,14,11,41,47,3,20,0,0,6,0,South Africa,0
AB de Villiers,13,8,5,29,47,3,20,0,0,9,0,South Africa,0
TM Dilshan,14,8,6,23,32,4,23,0,0,7,130,Sri Lanka,0
DPMD Jayawardene,25,16,9,40,32,4,23,0,0,11,130,Sri Lanka,0
SP Fleming,36,22,14,57,58,3,13,0,0,11,0,New Zealand,0
SB Styris,10,8,2,25,58,3,13,0,4,3,0,New Zealand,0
Mohammad Yousuf,28,20,8,37,64,3,27,1,4,7,210,Pakistan,0
Shoaib Malik,8,4,4,13,64,3,27,1,4,4,210,Pakistan,0
