Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Target,Team,Home
RT Ponting,91,44,47,92,274,2,40,0,0,0,0,Australia,0
A Symonds,0,0,0,0,274,2,40,0,8,10,0,Australia,0
MJ Clarke,80,42,38,72,274,2,40,0,10,2,0,Australia,0
MEK Hussey,0,0,0,0,274,2,40,0,4,1,0,Australia,0
SR Watson,0,0,0,0,274,2,40,0,8,6,0,Australia,0
AJ Hall,0,0,0,3,244,4,18,4,0,8,278,South Africa,0
CK Langeveldt,0,0,0,5,244,4,18,4,0,0,278,South Africa,0
M Ntini,0,0,0,0,244,4,18,4,4,3,278,South Africa,0
SR Watson,10,0,10,11,208,4,44,1,18,5,0,Australia,0
ML Hayden,137,62,75,136,208,4,44,1,18,3,0,Australia,0
GB Hogg,0,0,0,0,208,4,44,1,0,5,0,Australia,0
DBL Powell,5,0,5,7,172,7,31,2,0,0,204,West Indies,1
TM Dilshan,57,16,41,73,155,5,26,0,0,1,0,Sri Lanka,0
RP Arnold,37,4,33,63,155,5,26,0,4,9,0,Sri Lanka,0
MF Maharoof,0,0,0,0,155,5,26,0,0,5,0,Sri Lanka,0
WPUJC Vaas,0,0,0,0,155,5,26,0,0,0,0,Sri Lanka,0
M Muralitharan,0,0,0,0,155,5,26,0,0,1,0,Sri Lanka,0
SL Malinga,0,0,0,0,155,5,26,0,0,0,0,Sri Lanka,0
JH Kallis,85,16,69,109,174,5,19,2,0,1,200,South Africa,0
RJ Peterson,0,0,0,0,174,5,19,2,4,0,200,South Africa,0
M Ntini,0,0,0,0,174,5,19,2,0,0,200,South Africa,0
CK Langeveldt,0,0,0,0,174,5,19,2,0,1,200,South Africa,0
TM Dilshan,4,0,4,3,204,3,30,1,20,15,0,Sri Lanka,0
LPC Silva,18,0,18,24,204,3,30,1,0,5,0,Sri Lanka,0
RP Arnold,0,0,0,0,204,3,30,1,0,4,0,Sri Lanka,0
Mohammad Rafique,22,16,6,25,118,7,27,2,0,8,0,Bangladesh,0
Syed Rasel,6,4,2,8,118,7,27,2,0,4,0,Bangladesh,0
RP Arnold,13,4,9,11,173,4,25,1,0,7,0,Sri Lanka,0
LPC Silva,20,8,12,33,173,4,25,1,0,3,0,Sri Lanka,0
WPUJC Vaas,0,0,0,0,173,4,25,1,0,4,0,Sri Lanka,0
SL Malinga,0,0,0,0,173,4,25,1,0,2,0,Sri Lanka,0
M Muralitharan,0,0,0,0,173,4,25,1,0,2,0,Sri Lanka,0
CRD Fernando,0,0,0,0,173,4,25,1,0,2,0,Sri Lanka,0
PA Nixon,19,0,19,33,154,6,27,0,14,9,228,England,0
RS Bopara,31,8,23,38,154,6,27,0,8,13,228,England,0
SI Mahmood,0,0,0,0,154,6,27,0,0,2,228,England,0
Mohammad Ashraful,62,32,30,71,149,5,36,1,16,9,0,Bangladesh,0
Mashrafe Mortaza,13,8,5,10,149,5,36,1,10,2,0,Bangladesh,0
Mohammad Rafique,0,0,0,0,149,5,36,1,0,3,0,Bangladesh,0
Abdur Razzak,0,0,0,0,149,5,36,1,0,2,0,Bangladesh,0
HH Gibbs,45,10,35,53,133,8,15,0,6,5,171,South Africa,0
CK Langeveldt,6,0,6,28,133,8,15,0,0,3,171,South Africa,0
M Ntini,0,0,0,0,133,8,15,0,4,4,171,South Africa,0
KP Pietersen,92,30,62,109,180,5,26,0,0,12,0,England,0
RS Bopara,19,8,11,32,180,5,26,0,0,2,0,England,0
PA Nixon,0,0,0,0,180,5,26,0,6,2,0,England,0
SI Mahmood,0,0,0,0,180,5,26,0,0,0,0,England,0
MS Panesar,0,0,0,0,180,5,26,0,0,1,0,England,0
JM Anderson,0,0,0,0,180,5,26,0,0,0,0,England,0
A Symonds,19,14,5,17,194,2,30,1,8,1,238,Australia,0
MJ Clarke,51,8,43,60,194,2,30,1,0,4,238,Australia,0
BB McCullum,19,0,19,23,164,5,25,2,14,14,0,New Zealand,0
JEC Franklin,4,0,4,7,164,5,25,2,18,12,0,New Zealand,0
MV Boucher,7,4,3,5,214,2,64,1,34,11,0,South Africa,0
HH Gibbs,37,20,17,28,214,2,64,1,14,10,0,South Africa,0
DBL Powell,26,14,12,20,215,8,33,0,12,10,283,West Indies,1
IDR Bradshaw,20,4,16,44,215,8,33,0,0,0,283,West Indies,1
CD Collymore,0,0,0,0,215,8,33,0,6,6,283,West Indies,1
JEC Franklin,7,0,7,10,145,6,21,1,6,12,0,New Zealand,0
SB Styris,93,24,69,144,145,6,21,1,8,10,0,New Zealand,0
KC Sangakkara,65,8,57,104,165,4,27,0,4,0,197,Sri Lanka,0
SM Pollock,4,0,4,14,127,4,20,2,6,11,0,South Africa,0
AJ Hall,7,0,7,7,127,4,20,2,4,6,0,South Africa,0
RJ Peterson,0,0,0,0,127,4,20,2,4,4,0,South Africa,0
CD McMillan,37,14,23,49,143,3,28,1,0,1,185,New Zealand,0
JDP Oram,2,0,2,6,143,3,28,1,4,4,185,New Zealand,0
BB McCullum,0,0,0,0,143,3,28,1,4,0,185,New Zealand,0
DT Johnston,7,0,7,10,149,3,23,1,14,9,0,Ireland,0
KJ O'Brien,34,14,20,38,149,3,23,1,6,8,0,Ireland,0
AR White,0,0,0,0,149,3,23,1,0,4,0,Ireland,0
D Langford-Smith,0,0,0,0,149,3,23,1,4,2,0,Ireland,0
AC Botha,0,0,0,0,149,3,23,1,0,1,0,Ireland,0
MF Maharoof,3,0,3,6,158,5,12,3,16,6,0,Sri Lanka,0
HMCM Bandara,2,0,2,7,158,5,12,3,12,3,0,Sri Lanka,0
RS Bopara,20,12,8,29,122,8,9,1,4,3,0,England,0
JM Anderson,0,0,0,3,122,8,9,1,0,0,0,England,0
RR Sarwan,66,22,44,75,143,4,34,0,10,15,0,West Indies,1
BC Lara,24,10,14,22,143,4,34,0,6,3,0,West Indies,1
DJ Bravo,0,0,0,0,143,4,34,0,0,9,0,West Indies,1
SR Watson,11,0,11,13,244,4,24,1,40,14,0,Australia,0
MEK Hussey,27,4,23,32,244,4,24,1,4,6,0,Australia,0
TM Dilshan,30,12,18,26,175,4,45,0,0,0,0,Sri Lanka,0
RP Arnold,0,0,0,0,175,4,45,0,8,6,0,Sri Lanka,0
DPMD Jayawardene,77,28,49,93,175,4,45,0,30,8,0,Sri Lanka,0
P Utseya,6,4,2,9,153,3,19,3,0,1,0,Zimbabwe,1
S Matsikenyeri,9,0,9,10,153,3,19,3,0,1,0,Zimbabwe,1
NB Mahwire,0,0,0,0,153,3,19,3,0,4,0,Zimbabwe,1
AJ Ireland,0,0,0,0,153,3,19,3,0,3,0,Zimbabwe,1
EC Rainsford,0,0,0,0,153,3,19,3,0,1,0,Zimbabwe,1
JM Kemp,8,0,8,14,179,4,20,1,0,0,0,South Africa,1
SM Pollock,0,0,0,0,179,4,20,1,0,0,0,South Africa,1
A Nel,0,0,0,0,179,4,20,1,14,8,0,South Africa,1
JH Kallis,102,52,50,146,179,4,20,1,8,9,0,South Africa,1
AJ Hall,29,16,13,32,156,7,52,0,12,15,0,South Africa,1
JM Kemp,72,44,28,78,156,7,52,0,22,6,0,South Africa,1
SM Pollock,29,14,15,38,170,6,25,0,6,2,0,South Africa,1
HH Gibbs,75,24,51,110,170,6,25,0,8,10,0,South Africa,1
AJ Hall,0,0,0,0,170,6,25,0,6,7,0,South Africa,1
A Nel,0,0,0,0,170,6,25,0,0,0,0,South Africa,1
IK Pathan,5,0,5,5,127,4,29,1,0,2,0,India,0
MS Dhoni,33,12,21,41,127,4,29,1,8,3,0,India,0
Harbhajan Singh,0,0,0,0,127,4,29,1,0,1,0,India,0
Z Khan,0,0,0,0,127,4,29,1,10,6,0,India,0
A Kumble,0,0,0,0,127,4,29,1,0,1,0,India,0
A Symonds,48,12,36,59,181,4,35,1,12,9,0,Australia,1
CL White,17,12,5,16,181,4,35,1,14,14,0,Australia,1
NW Bracken,0,0,0,0,181,4,35,1,0,0,0,Australia,1
SR Clark,0,0,0,0,181,4,35,1,0,1,0,Australia,1
MG Johnson,0,0,0,0,181,4,35,1,0,2,0,Australia,1
MEK Hussey,1,0,1,1,225,2,43,2,18,10,0,Australia,1
A Symonds,19,12,7,9,225,2,43,2,0,5,0,Australia,1
CL White,0,0,0,0,225,2,43,2,10,10,0,Australia,1
JDP Oram,70,40,30,57,217,5,40,0,12,19,309,New Zealand,0
BB McCullum,26,12,14,28,217,5,40,0,10,10,309,New Zealand,0
BB McCullum,0,0,0,0,185,3,31,2,4,15,0,New Zealand,0
SB Styris,21,4,17,27,185,3,31,2,8,5,0,New Zealand,0
DL Vettori,0,0,0,0,185,3,31,2,0,3,0,New Zealand,0
JEC Franklin,0,0,0,0,185,3,31,2,6,7,0,New Zealand,0
BJ Hodge,76,26,50,76,204,3,40,0,8,15,279,Australia,1
RT Ponting,102,30,72,109,204,3,40,0,0,2,279,Australia,1
MEK Hussey,0,0,0,0,204,3,40,0,4,4,279,Australia,1
CL White,0,0,0,0,204,3,40,0,0,1,279,Australia,1
A Flintoff,24,12,12,25,175,4,27,2,8,15,0,England,0
JWM Dalrymple,0,0,0,1,175,4,27,2,0,2,0,England,0
J Lewis,0,0,0,0,175,4,27,2,0,9,0,England,0
MJ Clarke,53,12,41,72,204,2,19,0,4,0,228,Australia,1
EC Joyce,104,40,64,142,180,3,43,1,0,3,0,England,0
JWM Dalrymple,10,4,6,7,180,3,43,1,14,6,0,England,0
PA Nixon,0,0,0,0,180,3,43,1,4,0,0,England,0
RS Bopara,0,0,0,0,180,3,43,1,4,3,0,England,0
LE Plunkett,0,0,0,0,180,3,43,1,4,6,0,England,0
JEC Franklin,16,0,16,26,142,7,12,0,0,4,0,New Zealand,0
SE Bond,4,0,4,22,142,7,12,0,4,14,0,New Zealand,0
MR Gillespie,0,0,0,0,142,7,12,0,4,6,0,New Zealand,0
A Flintoff,50,20,30,59,146,5,19,0,8,14,196,England,0
PA Nixon,10,0,10,18,146,5,19,0,0,5,196,England,0
JWM Dalrymple,0,0,0,0,146,5,19,0,0,1,196,England,0
J Lewis,0,0,0,0,146,5,19,0,0,2,196,England,0
BB McCullum,26,0,26,50,125,5,37,0,0,4,0,New Zealand,0
JDP Oram,74,28,46,85,125,5,37,0,8,4,0,New Zealand,0
JEC Franklin,0,0,0,0,125,5,37,0,6,8,0,New Zealand,0
DL Vettori,0,0,0,0,125,5,37,0,0,2,0,New Zealand,0
SE Bond,0,0,0,0,125,5,37,0,0,2,0,New Zealand,0
MR Gillespie,0,0,0,0,125,5,37,0,0,1,0,New Zealand,0
JDP Oram,7,0,7,15,191,4,27,2,36,11,0,New Zealand,0
JEC Franklin,4,0,4,4,191,4,27,2,0,5,0,New Zealand,0
DL Vettori,0,0,0,0,191,4,27,2,4,7,0,New Zealand,0
LE Plunkett,5,0,5,10,171,6,37,1,8,12,243,England,0
PA Nixon,35,12,23,32,171,6,37,1,8,6,243,England,0
GB Hogg,8,4,4,8,207,4,23,2,0,2,0,Australia,1
SR Watson,5,0,5,8,207,4,23,2,0,4,0,Australia,1
B Lee,0,0,0,0,207,4,23,2,0,0,0,Australia,1
NW Bracken,0,0,0,0,207,4,23,2,0,3,0,Australia,1
GD McGrath,0,0,0,0,207,4,23,2,0,0,0,Australia,1
PD Collingwood,102,22,80,127,179,4,29,0,12,6,241,England,0
A Flintoff,35,6,29,35,179,4,29,0,0,0,241,England,0
JWM Dalrymple,0,0,0,0,179,4,29,0,0,3,241,England,0
PA Nixon,0,0,0,0,179,4,29,0,0,11,241,England,0
PD Collingwood,61,8,53,88,168,4,30,1,0,9,0,England,0
JWM Dalrymple,3,0,3,5,168,4,30,1,0,2,0,England,0
PA Nixon,0,0,0,0,168,4,30,1,0,6,0,England,0
LE Plunkett,0,0,0,0,168,4,30,1,0,8,0,England,0
TM Dilshan,9,4,5,7,212,3,30,2,4,13,0,Sri Lanka,0
MF Maharoof,0,0,0,0,212,3,30,2,0,0,0,Sri Lanka,0
WPUJC Vaas,0,0,0,0,212,3,30,2,0,4,0,Sri Lanka,0
M Muralitharan,0,0,0,0,212,3,30,2,10,1,0,Sri Lanka,0
SL Malinga,0,0,0,0,212,3,30,2,4,3,0,Sri Lanka,0
Shakib Al Hasan,51,20,31,102,157,7,34,1,8,8,230,Bangladesh,0
Abdur Razzak,0,0,0,0,157,7,34,1,8,13,230,Bangladesh,0
Syed Rasel,0,0,0,0,157,7,34,1,0,1,230,Bangladesh,0
MF Maharoof,9,4,5,13,206,4,30,1,0,4,0,Sri Lanka,0
MS Atapattu,18,8,10,17,206,4,30,1,0,15,0,Sri Lanka,0
M Muralitharan,0,0,0,0,206,4,30,1,8,2,0,Sri Lanka,0
SL Malinga,0,0,0,0,206,4,30,1,0,5,0,Sri Lanka,0
Khaled Mashud,19,0,19,54,143,8,7,1,0,3,0,Bangladesh,0
Syed Rasel,2,0,2,13,143,8,7,1,0,1,0,Bangladesh,0
JS Patel,1,0,1,4,156,7,18,2,0,1,0,New Zealand,0
KD Mills,4,0,4,10,156,7,18,2,0,0,0,New Zealand,0
MF Maharoof,21,8,13,42,202,5,18,1,0,1,0,Sri Lanka,0
WPUJC Vaas,4,0,4,6,202,5,18,1,4,7,0,Sri Lanka,0
M Muralitharan,0,0,0,0,202,5,18,1,0,0,0,Sri Lanka,0
SL Malinga,0,0,0,0,202,5,18,1,0,0,0,Sri Lanka,0
CRD Fernando,0,0,0,0,202,5,18,1,0,4,0,Sri Lanka,0
Abdul Razzaq,7,0,7,10,171,5,28,1,20,11,237,Pakistan,0
Shoaib Malik,40,6,34,56,171,5,28,1,4,2,237,Pakistan,0
CS Baugh,5,4,1,3,160,4,40,1,0,8,0,West Indies,0
RS Morton,70,24,46,89,160,4,40,1,10,10,0,West Indies,0
MN Samuels,0,0,0,0,160,4,40,1,0,1,0,West Indies,0
MJ Clarke,46,16,30,83,156,4,27,1,0,1,205,Australia,0
MEK Hussey,9,4,5,9,156,4,27,1,0,4,205,Australia,0
GB Hogg,0,0,0,0,156,4,27,1,4,6,205,Australia,0
B Lee,0,0,0,0,156,4,27,1,0,0,205,Australia,0
NW Bracken,0,0,0,0,156,4,27,1,0,3,205,Australia,0
GD McGrath,0,0,0,0,156,4,27,1,0,3,205,Australia,0
JS Patel,7,0,7,29,100,9,10,0,0,3,0,New Zealand,0
DL Vettori,19,4,15,37,100,9,10,0,16,11,0,New Zealand,0
MV Boucher,29,6,23,39,142,5,25,1,0,0,0,South Africa,0
RJ Peterson,0,0,0,0,142,5,25,1,18,4,0,South Africa,0
SM Pollock,5,0,5,6,142,5,25,1,6,10,0,South Africa,0
A Nel,0,0,0,0,142,5,25,1,0,0,0,South Africa,0
M Ntini,0,0,0,0,142,5,25,1,0,1,0,South Africa,0
JDP Oram,27,18,9,24,163,4,40,0,4,0,0,New Zealand,0
SB Styris,71,32,39,105,163,4,40,0,8,7,0,New Zealand,0
BB McCullum,0,0,0,0,163,4,40,0,18,9,0,New Zealand,0
JEC Franklin,0,0,0,0,163,4,40,0,4,5,0,New Zealand,0
Umar Gul,4,0,4,8,180,5,22,3,0,4,210,Pakistan,0
Kamran Akmal,13,4,9,10,180,5,22,3,0,3,210,Pakistan,0
JM Kemp,50,22,28,98,138,5,22,1,6,8,0,South Africa,0
SM Pollock,1,0,1,4,138,5,22,1,0,1,0,South Africa,0
A Nel,0,0,0,0,138,5,22,1,8,4,0,South Africa,0
M Ntini,0,0,0,0,138,5,22,1,0,0,0,South Africa,0
DJ Bravo,92,50,42,116,189,1,30,1,12,8,0,West Indies,0
RR Sarwan,13,10,3,9,189,1,30,1,8,8,0,West Indies,0
BC Lara,0,0,0,0,189,1,30,1,0,3,0,West Indies,0
MN Samuels,0,0,0,0,189,1,30,1,0,3,0,West Indies,0
KP Pietersen,65,24,41,77,184,5,30,2,18,7,252,England,0
SI Mahmood,2,0,2,2,184,5,30,2,8,4,252,England,0
MS Dhoni,9,4,5,9,166,3,23,2,4,15,0,India,1
SK Raina,5,4,1,15,166,3,23,2,4,4,0,India,1
IK Pathan,0,0,0,0,166,3,23,2,4,6,0,India,1
Harbhajan Singh,0,0,0,0,166,3,23,2,0,5,0,India,1
MJ Clarke,1,0,1,5,193,3,26,1,0,1,227,Australia,0
DR Martyn,67,28,39,105,193,3,26,1,4,2,227,Australia,0
MJ Clarke,9,0,9,17,168,4,19,1,4,1,0,Australia,0
A Symonds,56,18,38,57,168,4,19,1,0,2,0,Australia,0
B Lee,0,0,0,0,168,4,19,1,0,5,0,Australia,0
MG Johnson,0,0,0,0,168,4,19,1,0,3,0,Australia,0
NW Bracken,0,0,0,0,168,4,19,1,10,5,0,Australia,0
KD Mills,16,10,6,12,143,8,35,1,4,1,185,New Zealand,0
SE Bond,8,4,4,10,143,8,35,1,0,1,185,New Zealand,0
MV Boucher,10,4,6,9,167,3,30,2,6,0,0,South Africa,0
HH Gibbs,64,16,48,81,167,3,30,2,6,7,0,South Africa,0
SM Pollock,0,0,0,0,167,3,30,2,0,4,0,South Africa,0
RJ Peterson,0,0,0,0,167,3,30,2,4,11,0,South Africa,0
A Nel,0,0,0,0,167,3,30,2,0,0,0,South Africa,0
MV Boucher,55,40,15,29,227,4,60,0,20,3,0,South Africa,1
JH Kallis,50,4,46,70,227,4,60,0,28,10,0,South Africa,1
JM Kemp,0,0,0,0,227,4,60,0,8,3,0,South Africa,1
SM Pollock,0,0,0,0,227,4,60,0,0,2,0,South Africa,1
Shoaib Malik,50,24,26,85,195,9,27,0,0,2,225,Pakistan,0
Mohammad Asif,2,0,2,11,195,9,27,0,0,0,225,Pakistan,0
Shahid Afridi,46,36,10,19,222,4,73,0,20,11,0,Pakistan,0
Mohammad Yousuf,86,40,46,99,222,4,73,0,8,7,0,Pakistan,0
HJH Marshall,12,4,8,14,218,3,16,2,4,1,0,New Zealand,1
LRPL Taylor,100,54,46,116,218,3,16,2,18,10,0,New Zealand,1
JEC Franklin,0,0,0,0,218,3,16,2,0,2,0,New Zealand,1
AR Adams,0,0,0,0,218,3,16,2,0,3,0,New Zealand,1
MR Gillespie,0,0,0,0,218,3,16,2,0,1,0,New Zealand,1
KC Sangakkara,62,24,38,95,172,3,19,1,14,3,0,Sri Lanka,0
CK Kapugedera,3,0,3,9,172,3,19,1,0,7,0,Sri Lanka,0
MF Maharoof,0,0,0,0,172,3,19,1,16,5,0,Sri Lanka,0
WPUJC Vaas,0,0,0,0,172,3,19,1,4,1,0,Sri Lanka,0
MG Johnson,5,4,1,8,106,6,16,1,0,3,0,Australia,0
GB Hogg,11,4,7,15,106,6,16,1,4,5,0,Australia,0
NW Bracken,0,0,0,0,106,6,16,1,0,0,0,Australia,0
GD McGrath,0,0,0,0,106,6,16,1,0,5,0,Australia,0
BJ Hodge,68,38,30,67,213,3,50,1,14,15,0,Australia,0
CL White,14,10,4,7,213,3,50,1,20,8,0,Australia,0
PG Fulton,69,32,37,59,224,4,56,0,0,7,317,New Zealand,1
CD McMillan,45,34,11,26,224,4,56,0,6,1,317,New Zealand,1
BB McCullum,0,0,0,0,224,4,56,0,10,12,317,New Zealand,1
ML Hayden,146,78,68,152,220,2,57,2,26,9,0,Australia,0
CL White,0,0,0,2,220,2,57,2,12,1,0,Australia,0
AC Voges,0,0,0,0,220,2,57,2,6,10,0,Australia,0
BB McCullum,67,22,45,79,247,5,29,3,10,9,324,New Zealand,1
MR Gillespie,0,0,0,1,247,5,29,3,12,16,324,New Zealand,1
P Utseya,9,4,5,17,143,5,11,1,0,5,0,Zimbabwe,0
E Chigumbura,2,0,2,12,143,5,11,1,8,16,0,Zimbabwe,0
T Mupariwa,0,0,0,0,143,5,11,1,0,2,0,Zimbabwe,0
SK Raina,13,4,9,14,202,3,23,1,12,9,0,India,0
SR Tendulkar,111,58,53,138,202,3,23,1,24,6,0,India,0
M Kaif,0,0,0,0,202,3,23,1,0,1,0,India,0
BJ Haddin,56,28,28,66,172,5,36,0,8,6,0,Australia,0
MEK Hussey,72,32,40,76,172,5,36,0,26,11,0,Australia,0
B Lee,0,0,0,0,172,5,36,0,0,1,0,Australia,0
DJ Bravo,27,8,19,49,210,3,13,4,6,4,241,West Indies,0
