Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Target,Team,Home
A Symonds,56,28,28,63,182,3,26,0,4,3,224,Australia,0
RT Ponting,58,16,42,73,182,3,26,0,6,2,224,Australia,0
MS Panesar,1,0,1,12,109,5,13,3,0,1,0,England,0
RS Bopara,12,8,4,19,109,5,13,3,4,4,0,England,0
JM Anderson,0,0,0,0,109,5,13,3,0,0,0,England,0
RR Sarwan,52,22,30,59,112,3,31,1,0,14,0,West Indies,1
BC Lara,4,0,4,7,112,3,31,1,10,10,0,West Indies,1
Mushfiqur Rahim,29,8,21,64,100,7,11,2,0,9,122,Bangladesh,0
Syed Rasel,1,0,1,3,100,7,11,2,0,1,122,Bangladesh,0
A Symonds,11,4,7,16,213,3,31,1,0,0,0,Australia,0
MEK Hussey,14,4,10,15,213,3,31,1,0,13,0,Australia,0
SR Watson,0,0,0,0,213,3,31,1,0,11,0,Australia,0
DPMD Jayawardene,46,12,34,74,142,4,33,0,16,15,0,Sri Lanka,0
TM Dilshan,16,8,8,15,142,4,33,0,4,10,0,Sri Lanka,0
JEC Franklin,28,8,20,37,146,9,29,0,0,2,188,New Zealand,0
JS Patel,24,10,14,31,146,9,29,0,4,6,188,New Zealand,0
A Nel,8,4,4,41,107,8,7,0,0,0,0,South Africa,0
JM Kemp,37,14,23,84,107,8,7,0,8,4,0,South Africa,0
CK Langeveldt,0,0,0,0,107,8,7,0,4,2,0,South Africa,0
H Masakadza,72,20,52,97,129,2,24,1,0,3,0,Zimbabwe,1
E Chigumbura,0,0,0,1,129,2,24,1,0,0,0,Zimbabwe,1
S Matsikenyeri,0,0,0,0,129,2,24,1,0,9,0,Zimbabwe,1
TV Mufambisi,0,0,0,0,129,2,24,1,0,1,0,Zimbabwe,1
P Utseya,0,0,0,0,129,2,24,1,4,2,0,Zimbabwe,1
Shakib Al Hasan,19,4,15,35,146,2,12,0,4,7,192,Bangladesh,0
Shahriar Nafees,96,36,60,134,146,2,12,0,16,6,192,Bangladesh,0
MV Boucher,21,12,9,18,144,4,35,0,0,2,0,South Africa,1
JH Kallis,92,52,40,133,144,4,35,0,0,10,0,South Africa,1
JM Kemp,0,0,0,0,144,4,35,0,0,8,0,South Africa,1
JM Kemp,33,12,21,58,127,6,29,1,32,7,0,South Africa,1
AJ Hall,16,8,8,19,127,6,29,1,8,5,0,South Africa,1
R Dravid,63,22,41,105,137,6,26,2,0,0,164,India,0
Z Khan,2,0,2,6,137,6,26,2,0,0,164,India,0
A Kumble,0,0,0,0,137,6,26,2,0,0,164,India,0
SM Pollock,14,6,8,17,148,5,22,1,8,7,0,South Africa,1
HH Gibbs,65,20,45,101,148,5,22,1,4,6,0,South Africa,1
MS Dhoni,14,0,14,24,105,3,22,1,12,7,0,India,0
KD Karthik,6,4,2,7,105,3,22,1,4,1,0,India,0
IK Pathan,0,0,0,0,105,3,22,1,0,5,0,India,0
A Symonds,30,4,26,45,157,4,24,0,8,10,0,Australia,1
MEK Hussey,20,4,16,31,157,4,24,0,0,0,0,Australia,1
CL White,0,0,0,0,157,4,24,0,12,5,0,Australia,1
RT Ponting,95,34,61,110,170,1,55,1,4,12,0,Australia,1
MJ Clarke,0,0,0,2,170,1,55,1,0,7,0,Australia,1
A Symonds,0,0,0,0,170,1,55,1,12,7,0,Australia,1
MEK Hussey,0,0,0,0,170,1,55,1,0,1,0,Australia,1
BB McCullum,6,0,6,10,179,4,38,1,12,8,309,New Zealand,0
JDP Oram,50,30,20,42,179,4,38,1,10,10,309,New Zealand,0
SB Styris,10,4,6,9,159,2,26,1,0,11,0,New Zealand,0
LRPL Taylor,16,4,12,27,159,2,26,1,0,5,0,New Zealand,0
JDP Oram,0,0,0,0,159,2,26,1,10,5,0,New Zealand,0
RT Ponting,91,30,61,96,163,3,41,0,0,11,279,Australia,1
BJ Hodge,47,12,35,58,163,3,41,0,14,15,279,Australia,1
A Flintoff,6,4,2,8,144,3,31,1,8,10,0,England,0
KP Pietersen,73,30,43,83,144,3,31,1,4,5,0,England,0
PA Nixon,0,0,0,0,144,3,31,1,0,0,0,England,0
JWM Dalrymple,0,0,0,0,144,3,31,1,0,0,0,England,0
MJ Clarke,41,12,29,59,178,2,26,0,0,12,228,Australia,1
RT Ponting,75,32,43,81,178,2,26,0,0,7,228,Australia,1
JWM Dalrymple,29,8,21,45,133,7,11,2,0,2,0,England,0
JM Anderson,1,0,1,7,133,7,11,2,0,3,0,England,0
EC Joyce,84,32,52,130,151,2,29,1,8,12,0,England,0
AJ Strauss,13,4,9,14,151,2,29,1,8,5,0,England,0
JWM Dalrymple,0,0,0,0,151,2,29,1,4,6,0,England,0
SE Bond,1,0,1,8,128,5,14,2,0,3,0,New Zealand,0
JEC Franklin,7,0,7,9,128,5,14,2,0,9,0,New Zealand,0
A Flintoff,36,16,20,40,122,4,24,1,4,10,196,England,0
PA Nixon,5,0,5,7,122,4,24,1,0,5,196,England,0
JDP Oram,46,14,32,66,100,5,25,0,14,14,0,New Zealand,0
BB McCullum,17,0,17,39,100,5,25,0,0,9,0,New Zealand,0
L Vincent,76,28,48,118,175,3,16,1,0,0,0,New Zealand,0
BB McCullum,0,0,0,0,175,3,16,1,10,9,0,New Zealand,0
JDP Oram,3,0,3,6,175,3,16,1,0,4,0,New Zealand,0
JEC Franklin,0,0,0,0,175,3,16,1,0,4,0,New Zealand,0
JWM Dalrymple,11,4,7,18,154,5,17,1,0,3,243,England,0
PA Nixon,6,0,6,15,154,5,17,1,12,17,243,England,0
LE Plunkett,0,0,0,0,154,5,17,1,0,5,243,England,0
MJ Clarke,28,6,22,32,171,3,36,1,0,5,0,Australia,1
MEK Hussey,12,4,8,11,171,3,36,1,0,5,0,Australia,1
GB Hogg,0,0,0,0,171,3,36,1,4,4,0,Australia,1
SR Watson,0,0,0,0,171,3,36,1,0,5,0,Australia,1
PD Collingwood,90,22,68,111,146,4,33,0,0,12,241,England,0
A Flintoff,18,6,12,18,146,4,33,0,0,17,241,England,0
A Flintoff,30,4,26,42,141,4,27,0,8,4,0,England,0
PD Collingwood,46,4,42,70,141,4,27,0,4,11,0,England,0
JWM Dalrymple,0,0,0,0,141,4,27,0,0,3,0,England,0
WU Tharanga,94,46,48,119,184,3,28,0,4,7,0,Sri Lanka,0
MS Atapattu,30,24,6,30,184,3,28,0,4,6,0,Sri Lanka,0
TM Dilshan,0,0,0,0,184,3,28,0,4,5,0,Sri Lanka,0
Mashrafe Mortaza,4,0,4,8,142,6,15,1,18,8,230,Bangladesh,0
Shakib Al Hasan,43,16,27,87,142,6,15,1,4,4,230,Bangladesh,0
MS Atapattu,3,0,3,6,168,2,38,2,8,7,0,Sri Lanka,0
TM Dilshan,0,0,0,0,168,2,38,2,0,6,0,Sri Lanka,0
MF Maharoof,0,0,0,0,168,2,38,2,4,5,0,Sri Lanka,0
T Mupariwa,14,4,10,62,100,7,8,2,4,2,115,Zimbabwe,0
T Kamungozi,0,0,0,4,100,7,8,2,0,0,115,Zimbabwe,0
Khaled Mashud,14,0,14,38,127,8,16,0,0,5,0,Bangladesh,0
Abdur Razzak,9,4,5,23,127,8,16,0,0,0,0,Bangladesh,0
Syed Rasel,0,0,0,0,127,8,16,0,0,2,0,Bangladesh,0
SP Fleming,82,44,38,101,129,6,27,1,0,7,0,New Zealand,0
JEC Franklin,3,0,3,7,129,6,27,1,4,2,0,New Zealand,0
KD Mills,0,0,0,0,129,6,27,1,0,4,0,New Zealand,0
JS Patel,0,0,0,0,129,6,27,1,0,1,0,New Zealand,0
MS Atapattu,30,4,26,46,179,5,23,0,0,6,0,Sri Lanka,0
MF Maharoof,13,8,5,22,179,5,23,0,0,8,0,Sri Lanka,0
WPUJC Vaas,0,0,0,0,179,5,23,0,0,4,0,Sri Lanka,0
Kamran Akmal,14,0,14,23,147,5,24,0,4,2,237,Pakistan,0
Shoaib Malik,25,0,25,42,147,5,24,0,6,9,237,Pakistan,0
Abdul Razzaq,0,0,0,0,147,5,24,0,0,7,237,Pakistan,0
RS Morton,56,20,36,77,137,4,23,0,4,10,0,West Indies,0
BC Lara,50,26,24,79,137,4,23,0,14,7,0,West Indies,0
CS Baugh,0,0,0,0,137,4,23,0,4,1,0,West Indies,0
MJ Clarke,37,12,25,68,139,4,17,0,4,5,205,Australia,0
AC Gilchrist,83,40,43,119,139,4,17,0,4,5,205,Australia,0
MEK Hussey,0,0,0,0,139,4,17,0,4,5,205,Australia,0
DL Vettori,16,4,12,27,87,7,13,2,0,3,0,New Zealand,0
JS Patel,0,0,0,8,87,7,13,2,0,7,0,New Zealand,0
PD Collingwood,19,4,15,31,123,5,15,2,0,3,0,England,0
SI Mahmood,8,0,8,12,123,5,15,2,0,0,0,England,0
SJ Harmison,0,0,0,0,123,5,15,2,0,1,0,England,0
JM Anderson,0,0,0,0,123,5,15,2,8,7,0,England,0
MV Boucher,15,0,15,27,117,4,25,1,6,8,0,South Africa,0
JM Kemp,1,0,1,4,117,4,25,1,0,6,0,South Africa,0
SM Pollock,0,0,0,0,117,4,25,1,0,5,0,South Africa,0
JDP Oram,4,0,4,6,143,3,20,1,18,5,0,New Zealand,0
SB Styris,54,24,30,93,143,3,20,1,8,9,0,New Zealand,0
Shoaib Malik,50,16,34,64,159,4,21,1,0,2,210,Pakistan,0
Abdul Razzaq,4,0,4,13,159,4,21,1,0,2,210,Pakistan,0
Kamran Akmal,0,0,0,0,159,4,21,1,4,9,210,Pakistan,0
Naved-ul-Hasan,0,0,0,0,159,4,21,1,0,1,210,Pakistan,0
Umar Gul,0,0,0,0,159,4,21,1,0,4,210,Pakistan,0
JM Kemp,37,16,21,83,118,5,20,0,6,7,0,South Africa,0
MV Boucher,61,28,33,87,118,5,20,0,0,8,0,South Africa,0
SM Pollock,0,0,0,0,118,5,20,0,0,1,0,South Africa,0
DJ Bravo,80,50,30,103,162,1,27,0,0,12,0,West Indies,0
CH Gayle,96,46,50,122,162,1,27,0,0,5,0,West Indies,0
RR Sarwan,0,0,0,0,162,1,27,0,10,3,0,West Indies,0
KP Pietersen,42,12,30,61,158,4,26,1,12,11,252,England,0
JWM Dalrymple,7,4,3,7,158,4,26,1,0,1,252,England,0
CMW Read,0,0,0,0,158,4,26,1,0,4,252,England,0
SI Mahmood,0,0,0,0,158,4,26,1,0,2,252,England,0
R Dravid,48,20,28,64,139,3,27,0,4,0,0,India,1
MS Dhoni,0,0,0,0,139,3,27,0,4,5,0,India,1
M Kaif,25,8,17,38,139,3,27,0,0,5,0,India,1
SK Raina,0,0,0,0,139,3,27,0,4,1,0,India,1
DR Martyn,44,12,32,86,168,3,25,0,16,7,227,Australia,0
A Symonds,18,12,6,17,168,3,25,0,0,2,227,Australia,0
MJ Clarke,0,0,0,0,168,3,25,0,0,1,227,Australia,0
MEK Hussey,35,8,27,52,137,4,31,0,0,0,0,Australia,0
MJ Clarke,0,0,0,0,137,4,31,0,0,9,0,Australia,0
A Symonds,46,18,28,44,137,4,31,0,0,10,0,Australia,0
DL Vettori,67,24,43,95,119,6,24,2,4,8,185,New Zealand,0
KD Mills,1,0,1,2,119,6,24,2,10,5,185,New Zealand,0
SE Bond,0,0,0,0,119,6,24,2,4,4,185,New Zealand,0
AB de Villiers,40,8,32,55,138,3,29,0,4,2,0,South Africa,0
HH Gibbs,53,16,37,69,138,3,29,0,0,11,0,South Africa,0
JM Kemp,0,0,0,0,138,3,29,0,0,3,0,South Africa,0
MV Boucher,0,0,0,0,138,3,29,0,4,6,0,South Africa,0
BC Lara,8,4,4,7,192,2,36,1,0,1,247,West Indies,0
CH Gayle,121,78,43,132,192,2,36,1,8,4,247,West Indies,0
RS Morton,0,0,0,0,192,2,36,1,0,0,247,West Indies,0
MN Samuels,0,0,0,0,192,2,36,1,4,1,247,West Indies,0
JH Kallis,40,4,36,59,199,3,28,1,0,10,0,South Africa,1
MV Boucher,5,0,5,9,199,3,28,1,40,10,0,South Africa,1
Shoaib Malik,25,4,21,66,170,8,25,1,20,5,225,Pakistan,0
Mohammad Asif,0,0,0,0,170,8,25,1,0,2,225,Pakistan,0
Shahid Afridi,6,4,2,3,197,3,25,1,32,8,0,Pakistan,0
Mohammad Yousuf,53,16,37,85,197,3,25,1,24,9,0,Pakistan,0
SM Pollock,32,18,14,37,180,7,17,2,0,0,198,South Africa,1
Shoaib Malik,41,20,21,68,125,8,12,1,0,2,0,Pakistan,0
Mohammad Asif,4,0,4,15,125,8,12,1,0,1,0,Pakistan,0
DL Vettori,4,0,4,7,183,2,35,1,0,1,0,New Zealand,1
LRPL Taylor,97,54,43,105,183,2,35,1,0,3,0,New Zealand,1
JAH Marshall,0,0,0,0,183,2,35,1,0,0,0,New Zealand,1
HJH Marshall,0,0,0,0,183,2,35,1,4,8,0,New Zealand,1
MS Atapattu,32,8,24,70,148,3,24,0,0,2,0,Sri Lanka,0
KC Sangakkara,48,20,28,78,148,3,24,0,4,10,0,Sri Lanka,0
CK Kapugedera,0,0,0,0,148,3,24,0,0,3,0,Sri Lanka,0
SR Watson,4,0,4,20,92,5,14,1,0,4,0,Australia,0
GB Hogg,4,4,0,5,92,5,14,1,0,7,0,Australia,0
MG Johnson,0,0,0,0,92,5,14,1,4,1,0,Australia,0
BJ Hodge,52,34,18,50,173,3,40,0,4,12,0,Australia,0
MEK Hussey,85,50,35,77,173,3,40,0,18,2,0,Australia,0
CL White,0,0,0,0,173,3,40,0,10,4,0,Australia,0
PG Fulton,42,12,30,47,189,3,35,1,20,7,317,New Zealand,1
CD McMillan,16,14,2,8,189,3,35,1,20,9,317,New Zealand,1
ML Hayden,105,44,61,135,184,1,36,1,34,7,0,Australia,0
BJ Hodge,9,6,3,6,184,1,36,1,0,3,0,Australia,0
MEK Hussey,0,0,0,0,184,1,36,1,6,7,0,Australia,0
CL White,0,0,0,0,184,1,36,1,0,0,0,Australia,0
BB McCullum,49,12,37,65,225,5,22,0,10,8,324,New Zealand,1
CD McMillan,116,82,34,97,225,5,22,0,0,1,324,New Zealand,1
JEC Franklin,0,0,0,0,225,5,22,0,0,2,324,New Zealand,1
DR Tuffey,0,0,0,0,225,5,22,0,4,4,324,New Zealand,1
MR Gillespie,0,0,0,0,225,5,22,0,0,0,324,New Zealand,1
BRM Taylor,9,0,9,22,125,3,18,2,0,0,0,Zimbabwe,0
P Utseya,0,0,0,0,125,3,18,2,4,5,0,Zimbabwe,0
E Chigumbura,0,0,0,0,125,3,18,2,0,2,0,Zimbabwe,0
HH Dippenaar,76,20,56,119,145,4,14,1,0,9,181,South Africa,1
