Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Target,Team,Home
Naved-ul-Hasan,0,0,0,0,79,3,23,1,0,3,184,Pakistan,0
JP Bray,63,36,27,86,90,5,14,0,0,8,0,Ireland,0
AR White,8,0,8,24,90,5,14,0,4,5,0,Ireland,0
S Matsikenyeri,16,14,2,18,99,3,26,2,8,8,212,Zimbabwe,0
BRM Taylor,0,0,0,0,99,3,26,2,4,4,212,Zimbabwe,0
KP Pietersen,47,22,25,69,76,3,27,0,0,13,0,England,0
PD Collingwood,25,8,17,43,76,3,27,0,0,6,0,England,0
JDP Oram,34,14,20,47,104,4,23,0,0,12,185,New Zealand,0
SB Styris,59,24,35,85,104,4,23,0,0,8,185,New Zealand,0
Azhar Mahmood,2,0,2,19,60,6,22,0,0,0,0,Pakistan,0
Kamran Akmal,27,16,11,44,60,6,22,0,0,0,0,Pakistan,0
Mohammad Sami,0,0,0,0,60,6,22,0,0,3,0,Pakistan,0
Iftikhar Anjum,0,0,0,0,60,6,22,0,0,3,0,Pakistan,0
KJ O'Brien,1,0,1,19,65,4,12,0,4,3,120,Ireland,0
NJ O'Brien,58,20,38,93,65,4,12,0,10,4,120,Ireland,0
AR White,0,0,0,0,65,4,12,0,4,0,120,Ireland,0
WK McCallan,0,0,0,0,65,4,12,0,0,0,120,Ireland,0
BRM Taylor,34,10,24,91,60,4,27,0,0,8,0,Zimbabwe,0
SC Williams,24,8,16,35,60,4,27,0,0,6,0,Zimbabwe,0
BC Lara,5,0,5,15,88,3,14,0,0,7,183,West Indies,1
MN Samuels,24,12,12,42,88,3,14,0,0,4,183,West Indies,1
DJ Bravo,0,0,0,0,88,3,14,0,0,2,183,West Indies,1
KC Sangakkara,6,0,6,10,121,1,22,0,4,14,0,Sri Lanka,0
DPMD Jayawardene,28,10,18,59,121,1,22,0,10,7,0,Sri Lanka,0
Mohammad Ashraful,22,12,10,39,61,5,14,2,4,11,106,Bangladesh,0
Mohammad Rafique,0,0,0,2,61,5,14,2,0,7,106,Bangladesh,0
Abdur Razzak,0,0,0,0,61,5,14,2,0,0,106,Bangladesh,0
Mohammad Yousuf,2,0,2,7,125,2,31,1,0,1,0,Pakistan,0
Imran Nazir,81,48,33,84,125,2,31,1,8,10,0,Pakistan,0
Younis Khan,0,0,0,0,125,2,31,1,0,9,0,Pakistan,0
LPC Silva,16,4,12,22,77,3,26,0,0,9,0,Sri Lanka,0
WU Tharanga,59,24,35,85,77,3,26,0,0,5,0,Sri Lanka,0
TM Dilshan,0,0,0,0,77,3,26,0,0,6,0,Sri Lanka,0
R Dravid,28,8,20,61,97,4,16,2,0,12,178,India,0
AB Agarkar,6,0,6,8,97,4,16,2,0,4,178,India,0
Harbhajan Singh,0,0,0,0,97,4,16,2,0,1,178,India,0
AC Botha,14,4,10,28,83,4,7,0,6,5,0,Ireland,0
KJ O'Brien,6,0,6,27,83,4,7,0,4,7,0,Ireland,0
S Chanderpaul,85,60,25,89,121,1,22,1,0,9,184,West Indies,1
MN Samuels,4,4,0,8,121,1,22,1,4,5,184,West Indies,1
MJ Clarke,13,0,13,23,171,2,21,0,18,4,0,Australia,0
RT Ponting,36,18,18,50,171,2,21,0,8,8,0,Australia,0
HH Gibbs,9,4,5,14,169,1,25,0,6,2,278,South Africa,0
JH Kallis,21,12,9,31,169,1,25,0,0,9,278,South Africa,0
AG Prince,0,0,0,0,169,1,25,0,0,1,278,South Africa,0
MV Boucher,0,0,0,0,169,1,25,0,0,4,278,South Africa,0
MJ Clarke,39,16,23,44,118,2,39,0,0,2,0,Australia,0
ML Hayden,76,28,48,96,118,2,39,0,10,9,0,Australia,0
A Symonds,0,0,0,0,118,2,39,0,4,6,0,Australia,0
D Ramdin,5,4,1,7,82,3,22,2,8,6,204,West Indies,1
BC Lara,50,28,22,67,82,3,22,2,10,17,204,West Indies,1
RP Arnold,5,0,5,17,92,5,15,0,0,9,0,Sri Lanka,0
TM Dilshan,15,4,11,28,92,5,15,0,0,12,0,Sri Lanka,0
JH Kallis,60,16,44,68,127,2,19,0,0,9,200,South Africa,0
HH Gibbs,27,4,23,43,127,2,19,0,0,4,200,South Africa,0
MV Boucher,0,0,0,0,127,2,19,0,0,0,200,South Africa,0
JM Kemp,0,0,0,0,127,2,19,0,0,2,200,South Africa,0
BC Lara,18,0,18,27,85,4,25,0,4,11,0,West Indies,1
DJ Bravo,16,0,16,24,85,4,25,0,0,2,0,West Indies,1
D Ramdin,0,0,0,0,85,4,25,0,4,2,0,West Indies,1
SB Styris,40,8,32,60,83,3,35,0,4,7,174,New Zealand,0
CD McMillan,18,12,6,31,83,3,35,0,0,8,174,New Zealand,0
DPMD Jayawardene,45,6,39,77,107,2,30,0,8,7,0,Sri Lanka,0
ST Jayasuriya,77,48,29,80,107,2,30,0,12,13,0,Sri Lanka,0
RR Sarwan,23,0,23,54,72,3,18,0,10,11,180,West Indies,1
S Chanderpaul,34,10,24,81,72,3,18,0,6,8,180,West Indies,1
MN Samuels,0,0,0,0,72,3,18,0,0,2,180,West Indies,1
Habibul Bashar,2,0,2,8,79,2,18,1,0,7,0,Bangladesh,0
Shakib Al Hasan,17,4,13,28,79,2,18,1,0,8,0,Bangladesh,0
Mohammad Ashraful,0,0,0,0,79,2,18,1,0,2,0,Bangladesh,0
AC Botha,14,0,14,19,85,4,26,1,0,0,0,Ireland,0
WK McCallan,0,0,0,0,85,4,26,1,0,3,0,Ireland,0
DT Johnston,0,0,0,2,85,4,26,1,6,7,0,Ireland,0
PJK Mooney,0,0,0,0,85,4,26,1,0,0,0,Ireland,0
D Langford-Smith,0,0,0,0,85,4,26,1,10,7,0,Ireland,0
AG Prince,38,12,26,40,115,3,32,0,6,3,161,South Africa,0
JH Kallis,62,32,30,80,115,3,32,0,0,4,161,South Africa,0
WU Tharanga,45,4,41,82,95,2,29,0,4,13,0,Sri Lanka,0
DPMD Jayawardene,37,8,29,43,95,2,29,0,4,7,0,Sri Lanka,0
LPC Silva,0,0,0,0,95,2,29,0,0,0,0,Sri Lanka,0
PD Collingwood,8,4,4,10,100,2,19,1,4,2,228,England,0
KP Pietersen,54,22,32,76,100,2,19,1,4,0,228,England,0
A Flintoff,0,0,0,0,100,2,19,1,0,2,228,England,0
PA Nixon,0,0,0,0,100,2,19,1,0,3,228,England,0
RS Bopara,0,0,0,0,100,2,19,1,0,0,228,England,0
Aftab Ahmed,11,4,7,18,77,4,23,0,0,6,0,Bangladesh,0
Mohammad Ashraful,20,12,8,32,77,4,23,0,4,8,0,Bangladesh,0
HH Gibbs,5,0,5,11,69,4,21,2,10,11,171,South Africa,0
SM Pollock,6,0,6,8,69,4,21,2,0,10,171,South Africa,0
KP Pietersen,64,26,38,71,133,2,22,1,0,5,0,England,0
PD Collingwood,2,0,2,3,133,2,22,1,0,0,0,England,0
A Flintoff,0,0,0,0,133,2,22,1,0,4,0,England,0
RT Ponting,44,20,24,68,103,2,26,0,16,12,238,Australia,0
MJ Clarke,17,0,17,26,103,2,26,0,0,7,238,Australia,0
JDP Oram,5,0,5,14,110,4,17,0,0,8,0,New Zealand,0
PG Fulton,64,32,32,95,110,4,17,0,4,11,0,New Zealand,0
DT Johnston,1,0,1,3,81,3,23,1,4,8,122,Ireland,0
NJ O'Brien,27,8,19,71,81,3,23,1,0,3,122,Ireland,0
AR White,0,0,0,0,81,3,23,1,0,0,122,Ireland,0
PG Gillespie,0,0,0,0,81,3,23,1,0,2,122,Ireland,0
WK McCallan,0,0,0,0,81,3,23,1,0,0,122,Ireland,0
JH Kallis,71,30,41,73,123,1,27,0,0,10,0,South Africa,0
AB de Villiers,72,30,42,90,123,1,27,0,12,10,0,South Africa,0
RR Sarwan,59,28,31,56,144,5,21,1,18,9,283,West Indies,1
D Ramdin,0,0,0,1,144,5,21,1,0,4,283,West Indies,1
IDR Bradshaw,0,0,0,0,144,5,21,1,0,4,283,West Indies,1
SB Styris,61,24,37,96,82,4,21,0,0,9,0,New Zealand,0
JDP Oram,13,0,13,21,82,4,21,0,0,7,0,New Zealand,0
KC Sangakkara,40,4,36,70,108,1,22,1,0,3,197,Sri Lanka,0
DPMD Jayawardene,15,8,7,14,108,1,22,1,0,0,197,Sri Lanka,0
LPC Silva,0,0,0,0,108,1,22,1,12,5,197,Sri Lanka,0
AG Prince,15,4,11,31,64,3,20,0,0,10,0,South Africa,0
HH Gibbs,46,14,32,79,64,3,20,0,0,11,0,South Africa,0
SP Fleming,50,24,26,86,82,2,30,0,0,0,185,New Zealand,0
CD McMillan,0,0,0,0,82,2,30,0,0,5,185,New Zealand,0
SB Styris,36,12,24,51,82,2,30,0,0,5,185,New Zealand,0
NJ O'Brien,3,0,3,4,79,0,20,2,0,7,0,Ireland,0
WTS Porterfield,60,12,48,105,79,0,20,2,0,10,0,Ireland,0
KJ O'Brien,0,0,0,0,79,0,20,2,0,2,0,Ireland,0
Habibul Bashar,13,0,13,27,90,5,17,0,0,4,148,Bangladesh,0
Mushfiqur Rahim,8,0,8,23,90,5,17,0,8,0,148,Bangladesh,0
Mashrafe Mortaza,0,0,0,0,90,5,17,0,0,0,148,Bangladesh,0
Mohammad Rafique,0,0,0,0,90,5,17,0,0,2,148,Bangladesh,0
Abdur Razzak,0,0,0,0,90,5,17,0,0,2,148,Bangladesh,0
LPC Silva,47,24,23,86,77,3,28,0,0,14,0,Sri Lanka,0
DPMD Jayawardene,40,16,24,61,77,3,28,0,10,11,0,Sri Lanka,0
A Symonds,18,6,12,26,125,3,27,0,18,6,224,Australia,0
RT Ponting,40,12,28,49,125,3,27,0,0,6,224,Australia,0
PD Collingwood,25,12,13,49,80,3,15,0,0,5,0,England,0
AJ Strauss,43,14,29,59,80,3,15,0,0,3,0,England,0
A Flintoff,0,0,0,0,80,3,15,0,0,5,0,England,0
RS Bopara,0,0,0,0,80,3,15,0,0,1,0,England,0
S Chanderpaul,30,8,22,65,64,3,16,0,4,13,0,West Indies,1
RR Sarwan,13,4,9,27,64,3,16,0,4,11,0,West Indies,1
Mushfiqur Rahim,9,0,9,38,70,6,11,0,4,7,122,Bangladesh,0
Mashrafe Mortaza,29,16,13,36,70,6,11,0,0,8,122,Bangladesh,0
MJ Clarke,29,16,13,22,146,2,49,0,4,8,0,Australia,0
ML Hayden,99,52,47,95,146,2,49,0,0,4,0,Australia,0
MEK Hussey,0,0,0,0,146,2,49,0,0,2,0,Australia,0
LPC Silva,9,0,9,16,101,2,17,1,6,6,0,Sri Lanka,0
DPMD Jayawardene,17,0,17,47,101,2,17,1,4,7,0,Sri Lanka,0
TM Dilshan,0,0,0,0,101,2,17,1,0,1,0,Sri Lanka,0
CD McMillan,19,10,9,18,97,6,23,1,6,0,188,New Zealand,0
SE Bond,0,0,0,0,97,6,23,1,0,2,188,New Zealand,0
JEC Franklin,5,0,5,12,97,6,23,1,0,7,188,New Zealand,0
JS Patel,0,0,0,0,97,6,23,1,4,7,188,New Zealand,0
JM Kemp,23,10,13,61,80,6,12,2,4,4,0,South Africa,0
A Nel,0,0,0,2,80,6,12,2,4,3,0,South Africa,0
MJ Clarke,53,28,25,78,101,3,29,0,4,3,143,Australia,0
A Symonds,13,8,5,14,101,3,29,0,4,1,143,Australia,0
AC Gilchrist,148,100,48,105,164,1,41,0,0,1,0,Australia,0
RT Ponting,19,4,15,25,164,1,41,0,6,9,0,Australia,0
A Symonds,0,0,0,0,164,1,41,0,8,7,0,Australia,0
RP Arnold,0,0,0,0,142,3,35,2,0,1,201,Sri Lanka,0
LPC Silva,21,10,11,22,142,3,35,2,0,0,201,Sri Lanka,0
WPUJC Vaas,0,0,0,0,142,3,35,2,0,11,201,Sri Lanka,0
SL Malinga,0,0,0,0,142,3,35,2,6,4,201,Sri Lanka,0
CRD Fernando,0,0,0,0,142,3,35,2,0,0,201,Sri Lanka,0
BRM Taylor,9,0,9,41,97,2,13,0,0,7,0,Zimbabwe,1
H Masakadza,44,16,28,68,97,2,13,0,0,12,0,Zimbabwe,1
Shahriar Nafees,79,36,43,105,107,1,16,1,0,10,192,Bangladesh,0
Shakib Al Hasan,1,0,1,4,107,1,16,1,4,9,192,Bangladesh,0
JH Kallis,69,48,21,103,95,3,32,0,0,8,0,South Africa,1
AB de Villiers,33,18,15,36,95,3,32,0,0,8,0,South Africa,1
MV Boucher,0,0,0,0,95,3,32,0,0,1,0,South Africa,1
SM Pollock,22,16,6,33,89,6,16,0,4,7,0,South Africa,1
JM Kemp,9,0,9,32,89,6,16,0,4,7,0,South Africa,1
MS Dhoni,54,36,18,47,81,4,37,0,0,1,164,India,0
R Dravid,38,12,26,84,81,4,37,0,4,8,164,India,0
IK Pathan,0,0,0,0,81,4,37,0,0,1,164,India,0
Harbhajan Singh,0,0,0,0,81,4,37,0,4,1,164,India,0
HH Gibbs,46,20,26,74,109,4,22,0,0,11,0,South Africa,1
MV Boucher,23,8,15,34,109,4,22,0,0,6,0,South Africa,1
Z Khan,6,4,2,8,107,6,24,1,4,1,152,India,0
IK Pathan,37,24,13,38,107,6,24,1,0,3,152,India,0
A Kumble,0,0,0,0,107,6,24,1,0,2,152,India,0
S Sreesanth,0,0,0,0,107,6,24,1,0,2,152,India,0
SR Tendulkar,54,32,22,92,64,2,26,0,0,1,0,India,0
D Mongia,25,8,17,68,64,2,26,0,4,6,0,India,0
MS Dhoni,0,0,0,0,64,2,26,0,0,4,0,India,0
SM Pollock,15,12,3,7,136,0,44,1,0,1,188,South Africa,1
AB de Villiers,86,50,36,92,136,0,44,1,4,2,188,South Africa,1
A Symonds,12,0,12,20,118,3,24,0,4,5,0,Australia,1
MJ Clarke,32,12,20,48,118,3,24,0,0,1,0,Australia,1
MEK Hussey,0,0,0,0,118,3,24,0,0,5,0,Australia,1
PG Fulton,30,10,20,36,115,3,32,0,0,7,175,New Zealand,0
LRPL Taylor,83,58,25,82,115,3,32,0,0,1,175,New Zealand,0
CD McMillan,0,0,0,0,115,3,32,0,0,2,175,New Zealand,0
DL Vettori,0,0,0,0,115,3,32,0,0,1,175,New Zealand,0
JEC Franklin,0,0,0,0,115,3,32,0,0,3,175,New Zealand,0
RT Ponting,59,20,39,76,117,1,25,0,0,14,0,Australia,1
ML Hayden,70,28,42,87,117,1,25,0,4,10,0,Australia,1
JDP Oram,5,0,5,8,132,2,19,2,4,9,309,New Zealand,0
LRPL Taylor,24,4,20,32,132,2,19,2,4,11,309,New Zealand,0
L Vincent,75,26,49,97,115,1,23,0,0,10,0,New Zealand,0
PG Fulton,54,12,42,78,115,1,23,0,4,2,0,New Zealand,0
LRPL Taylor,0,0,0,0,115,1,23,0,0,5,0,New Zealand,0
BJ Hodge,15,0,15,30,116,3,19,0,0,12,279,Australia,1
RT Ponting,54,16,38,62,116,3,19,0,4,12,279,Australia,1
KP Pietersen,39,12,27,51,98,3,20,0,6,8,0,England,0
PD Collingwood,26,4,22,50,98,3,20,0,4,8,0,England,0
RT Ponting,40,16,24,42,127,2,26,0,8,9,228,Australia,1
MJ Clarke,25,12,13,36,127,2,26,0,0,8,228,Australia,1
A Flintoff,23,8,15,33,91,6,21,0,4,0,0,England,0
CT Tremlett,0,0,0,0,91,6,21,0,4,3,0,England,0
JWM Dalrymple,11,4,7,21,91,6,21,0,4,6,0,England,0
B Lee,1,0,1,1,73,4,20,2,0,8,139,Australia,1
MEK Hussey,20,8,12,52,73,4,20,2,6,6,139,Australia,1
PA Nixon,0,0,0,2,84,5,17,3,0,4,0,England,0
CT Tremlett,0,0,0,0,84,5,17,3,0,0,0,England,0
MS Panesar,0,0,0,0,84,5,17,3,0,0,0,England,0
EC Joyce,62,28,34,98,111,1,24,0,0,9,0,England,0
IR Bell,44,12,32,56,111,1,24,0,4,3,0,England,0
A Flintoff,0,0,0,0,111,1,24,0,0,0,0,England,0
CL White,13,0,13,20,116,6,22,0,0,0,177,Australia,1
SR Clark,0,0,0,0,116,6,22,0,4,5,177,Australia,1
NW Bracken,10,4,6,14,116,6,22,0,8,3,177,Australia,1
GD McGrath,0,0,0,0,116,6,22,0,0,0,177,Australia,1
CD McMillan,10,4,6,19,93,4,15,0,4,5,0,New Zealand,0
PG Fulton,24,4,20,47,93,4,15,0,0,3,0,New Zealand,0
DL Vettori,0,0,0,0,93,4,15,0,4,4,0,New Zealand,0
PD Collingwood,10,0,10,19,79,3,14,0,0,0,196,England,0
A Flintoff,0,0,0,0,79,3,14,0,12,8,196,England,0
IR Bell,33,8,25,58,79,3,14,0,0,9,196,England,0
JDP Oram,16,8,8,26,65,5,18,0,0,12,0,New Zealand,0
BB McCullum,5,0,5,16,65,5,18,0,0,5,0,New Zealand,0
EC Joyce,41,20,21,62,72,4,17,1,0,6,113,England,0
PA Nixon,0,0,0,5,72,4,17,1,0,6,113,England,0
JWM Dalrymple,0,0,0,0,72,4,17,1,0,0,113,England,0
MS Panesar,0,0,0,0,72,4,17,1,0,1,113,England,0
J Lewis,0,0,0,0,72,4,17,1,0,0,113,England,0
LRPL Taylor,52,20,32,70,116,2,27,0,14,5,0,New Zealand,0
L Vincent,61,24,37,90,116,2,27,0,0,8,0,New Zealand,0
CD McMillan,0,0,0,0,116,2,27,0,4,1,0,New Zealand,0
PD Collingwood,13,4,9,16,118,2,23,2,0,4,243,England,0
A Flintoff,4,0,4,9,118,2,23,2,0,9,243,England,0
JWM Dalrymple,0,0,0,0,118,2,23,2,0,0,243,England,0
RT Ponting,75,28,47,74,122,1,36,0,0,0,0,Australia,1
MJ Clarke,0,0,0,0,122,1,36,0,0,7,0,Australia,1
ML Hayden,78,28,50,103,122,1,36,0,0,4,0,Australia,1
BJ Hodge,0,0,0,0,122,1,36,0,0,2,0,Australia,1
IR Bell,56,12,44,81,103,3,21,0,0,9,241,England,0
PD Collingwood,62,18,44,80,103,3,21,0,0,11,241,England,0
A Flintoff,0,0,0,0,103,3,21,0,0,2,241,England,0
A Flintoff,6,4,2,11,99,3,25,1,0,7,0,England,0
PD Collingwood,26,4,22,39,99,3,25,1,0,10,0,England,0
KC Sangakkara,16,4,12,17,125,2,37,0,0,6,0,Sri Lanka,0
WU Tharanga,80,46,34,96,125,2,37,0,0,11,0,Sri Lanka,0
MS Atapattu,0,0,0,0,125,2,37,0,4,1,0,Sri Lanka,0
Shakib Al Hasan,25,12,13,53,101,4,22,1,0,9,230,Bangladesh,0
Khaled Mashud,8,4,4,6,101,4,22,1,0,0,230,Bangladesh,0
Mohammad Rafique,0,0,0,0,101,4,22,1,0,10,230,Bangladesh,0
P Utseya,27,8,19,40,68,7,10,2,0,0,0,Zimbabwe,0
KC Sangakkara,35,8,27,55,103,2,23,0,8,12,0,Sri Lanka,0
WU Tharanga,78,42,36,108,103,2,23,0,12,10,0,Sri Lanka,0
P Utseya,16,12,4,33,89,7,6,0,0,2,115,Zimbabwe,0
T Mupariwa,5,0,5,25,89,7,6,0,0,3,115,Zimbabwe,0
Mohammad Rafique,6,4,2,7,106,5,12,1,0,1,0,Bangladesh,0
Khaled Mashud,6,0,6,18,106,5,12,1,0,0,0,Bangladesh,0
Mashrafe Mortaza,0,0,0,0,106,5,12,1,0,7,0,Bangladesh,0
Abdur Razzak,0,0,0,0,106,5,12,1,0,1,0,Bangladesh,0
CH Gayle,68,36,32,94,87,0,27,0,22,7,157,West Indies,0
S Chanderpaul,46,24,22,90,87,0,27,0,0,4,157,West Indies,0
FH Edwards,4,0,4,10,50,8,13,1,0,0,0,West Indies,0
PD Collingwood,38,24,14,53,81,5,19,0,0,0,0,England,0
CMW Read,0,0,0,0,81,5,19,0,0,2,0,England,0
JWM Dalrymple,17,0,17,34,81,5,19,0,0,6,0,England,0
SI Mahmood,0,0,0,0,81,5,19,0,4,4,0,England,0
SJ Harmison,0,0,0,0,81,5,19,0,0,0,0,England,0
BB McCullum,7,4,3,15,91,4,16,1,4,10,0,New Zealand,0
SP Fleming,59,36,23,77,91,4,16,1,0,6,0,New Zealand,0
DL Vettori,0,0,0,0,91,4,16,1,0,2,0,New Zealand,0
AJ Hall,12,4,8,28,71,6,16,0,0,1,100,South Africa,0
JM Kemp,16,8,8,43,71,6,16,0,4,6,100,South Africa,0
RJ Peterson,0,0,0,0,71,6,16,0,0,0,100,South Africa,0
A Nel,0,0,0,0,71,6,16,0,0,0,100,South Africa,0
M Ntini,0,0,0,0,71,6,16,0,0,1,100,South Africa,0
KC Sangakkara,28,12,16,41,139,3,12,0,8,3,0,Sri Lanka,0
MS Atapattu,6,0,6,19,139,3,12,0,4,10,0,Sri Lanka,0
TM Dilshan,0,0,0,0,139,3,12,0,0,3,0,Sri Lanka,0
MF Maharoof,0,0,0,0,139,3,12,0,0,0,0,Sri Lanka,0
Mohammad Yousuf,41,20,21,62,109,4,22,0,0,8,237,Pakistan,0
Shoaib Malik,7,0,7,21,109,4,22,0,0,7,237,Pakistan,0
Kamran Akmal,0,0,0,0,109,4,22,0,0,1,237,Pakistan,0
RS Morton,34,16,18,45,87,4,24,0,4,12,0,West Indies,0
BC Lara,23,12,11,51,87,4,24,0,4,6,0,West Indies,0
MJ Clarke,22,8,14,40,96,4,21,0,4,7,205,Australia,0
AC Gilchrist,59,32,27,84,96,4,21,0,4,7,205,Australia,0
BB McCullum,5,0,5,18,64,4,9,2,0,4,0,New Zealand,0
DL Vettori,0,0,0,1,64,4,9,2,4,5,0,New Zealand,0
KD Mills,0,0,0,0,64,4,9,2,0,1,0,New Zealand,0
KC Sangakkara,4,0,4,9,117,1,13,2,4,7,154,Sri Lanka,0
MS Atapattu,2,0,2,12,117,1,13,2,0,8,154,Sri Lanka,0
MH Yardy,2,0,2,11,98,2,9,2,0,2,0,England,0
PD Collingwood,1,0,1,4,98,2,9,2,4,7,0,England,0
JWM Dalrymple,0,0,0,0,98,2,9,2,0,3,0,England,0
DR Martyn,67,40,27,85,107,3,10,0,8,3,151,Australia,0
MEK Hussey,18,0,18,64,107,3,10,0,4,3,151,Australia,0
A Symonds,0,0,0,0,107,3,10,0,4,1,151,Australia,0
AB de Villiers,31,8,23,61,82,3,20,0,0,9,0,South Africa,0
JH Kallis,42,14,28,69,82,3,20,0,0,1,0,South Africa,0
MV Boucher,0,0,0,0,82,3,20,0,0,5,0,South Africa,0
TM Dilshan,26,8,18,51,73,5,10,1,4,6,130,Sri Lanka,0
WPUJC Vaas,2,0,2,8,73,5,10,1,12,4,130,Sri Lanka,0
SL Malinga,0,0,0,0,73,5,10,1,0,2,130,Sri Lanka,0
SP Fleming,60,30,30,86,89,3,24,0,8,8,0,New Zealand,0
SB Styris,28,16,12,57,89,3,24,0,4,10,0,New Zealand,0
Mohammad Yousuf,50,28,22,67,110,4,19,0,8,11,210,Pakistan,0
Shoaib Malik,24,8,16,43,110,4,19,0,4,7,210,Pakistan,0
JM Kemp,17,8,9,51,79,5,16,0,4,8,0,South Africa,0
MV Boucher,38,20,18,58,79,5,16,0,4,7,0,South Africa,0
DJ Bravo,55,40,15,73,103,1,32,0,0,6,0,West Indies,0
CH Gayle,67,34,33,91,103,1,32,0,12,9,0,West Indies,0
KP Pietersen,19,4,15,33,123,3,20,0,0,6,252,England,0
IR Bell,49,24,25,78,123,3,20,0,0,1,252,England,0
